Time Stamp,Output Phase CH1,Amplitude CH1,Offset CH1,Output Phase CH2,Amplitude CH2,Offset CH2,Output Phase CH3,Amplitude CH3,Offset CH3
s,deg,V,V,deg,V,V,deg,V,V
