Setting,Detector 1,Detector 2,Detector 3
Amplitude [V],0.13627631987851668,0.177298913637629,0.3853684869456723
Offset [V],0.565230364678656,0.5992356612143723,0.5445259130832814
Output Phases [deg],0.0,40.65326674430477,285.9896375024849
Response Phases [deg],85.0,85.0,85.0
