,AC CH1,AC Phase CH1,AC CH2,AC Phase CH2,AC CH3,AC Phase CH3,DC CH1,DC CH2,DC CH3
0,2.129228365748628e-06,2.56586555840606,4.171458418022376e-06,2.621225200641921,2.839074519421854e-06,-3.1093627673846878,0.5922674949861951,1.8863624912958246,2.7104673608401653
0,2.560223872043833e-06,1.1375899466325565,3.3370808411125686e-06,-1.8575490627792557,1.1038745266458454e-05,-2.0170027746387196,0.5766655631549849,1.8746218318476153,2.716853378882232
0,8.639949885432842e-07,2.449030643246311,3.5047975963613223e-06,2.990699200635027,5.055078541309524e-06,-2.1673755116584235,0.7182299006436325,1.9429782334298606,2.555324605711554
0,6.006757740247284e-06,3.00570239389085,5.950981288415115e-06,-2.4923131041252358,7.147535005925262e-06,-1.638408141959044,0.8971142841398712,2.007713976475046,2.3715137416358147
0,4.928900801293292e-06,2.8067324190742062,2.1638125459465225e-06,-2.7762845479809,6.031722081121647e-06,-0.8723119084567592,1.1186321697937696,2.065654764118141,2.16467566124067
0,5.106166198882942e-06,1.4285654893411073,3.83459277417167e-06,0.5873684073127793,4.762086184856389e-06,-0.7158340198457669,1.3918093913780427,2.113328967974724,1.9320510112572258
0,3.6137793640629995e-06,-2.5738609173683376,1.4596808795325107e-06,2.759035208821786,3.690791436389988e-06,1.454874293684701,1.7257804643286132,2.145304394077859,1.6729152177830748
0,3.553579820417275e-06,2.616405967764284,7.752375564521304e-07,0.2809472107303785,2.103632635629993e-06,-0.19733789526041193,2.130806569972265,2.1530775977282492,1.387183927390866
0,7.527453096698337e-06,2.955590650127315,3.021621173218811e-06,3.072413642799598,1.3681110314470311e-06,0.6929102628812476,2.6122431454444786,2.1250479151026505,1.0823647659825217
0,8.961991578648044e-06,2.402745695275338,6.032858890195661e-06,2.501227394895547,2.516409414648124e-06,2.4513013220654245,3.1609465578973537,2.0469891065085104,0.7778956965480563
0,5.266464893648101e-06,2.9542256796919064,2.0693365654121334e-06,-2.3303199459599075,2.975041791214388e-06,-0.7530759238843049,3.7478904764691623,1.9060819806262443,0.5066851758613318
0,2.249911400470247e-06,0.8046248037101106,2.4655461984938444e-06,-1.5618651905964538,1.329941317162682e-06,-0.8233459542499202,4.31940922282264,1.6946454872373613,0.312999362048025
0,9.47403269818089e-06,2.2190636461945155,2.2670986964906385e-06,2.5493942334666038,1.778637729665726e-06,0.5142630196315049,4.800636429449749,1.4174602156363163,0.24583077072057805
0,1.3567005731583176e-05,-1.3306412225875264,3.5376388812490727e-06,-0.98912991862384,1.5220981652191166e-06,-0.48985421799191176,5.106671446772664,1.0946794796590371,0.3456322122839004
0,2.0574562357860957e-06,-0.1453830868543277,3.0075041642949016e-06,-0.36707398614707076,5.653708446709593e-07,-1.6277737868080164,5.160301608673468,0.7506586022321043,0.6431104456449876
0,7.774272280516331e-07,1.9785850012195898,2.003471368302438e-06,-0.6340949847670996,2.41098047764311e-06,1.2006161218935578,4.906966541492845,0.4452388771363434,1.1171507761149577
0,3.7362530927474954e-06,-2.398366006602759,2.0052595747336544e-06,-0.38581718390535324,2.364478263456548e-06,-2.1792799248896717,4.390291871044012,0.2353724793817286,1.6803882111541868
0,1.218972818358009e-05,-1.346112393268357,1.932973345555235e-06,0.01692136836033507,2.894604667632209e-06,-2.798721083476927,3.7083162445387696,0.13789919848442855,2.2468652287755098
0,6.823484679204074e-06,-0.4899302671714425,3.0885323940846545e-07,1.2227609956743077,8.888769528105092e-06,2.67847308401689,2.9633078570160647,0.1468711701317148,2.7507918244961016
0,6.060676876741127e-06,-1.2021595432135663,4.181279316113351e-07,2.1522644190262388,3.4779587058612474e-06,-2.1535323183214303,2.2422086056335453,0.24285369157367787,3.151616363219326
0,3.855465335576215e-06,-0.5452835947629522,6.119802746005416e-07,-2.091744721659805,6.4735555908130045e-06,-1.5155793581828387,1.603772692058389,0.4012552751321076,3.4338044367898575
0,3.3319420937049956e-06,-1.75547980464152,1.4489140183517739e-06,0.3868236636788953,3.3782438321926634e-06,0.7004178285863826,1.0842452785645265,0.5971014190569678,3.597712283826549
0,3.1342868042203867e-06,-0.15090684920233338,4.864725618846363e-06,2.0126286497003956,1.0004999716761008e-05,1.5713862053630367,0.6967783254684419,0.8082757676259464,3.65667670067298
0,1.948591177780785e-06,-1.7639810382434826,1.6726135940598893e-06,2.7197333048753745,1.7702306426125245e-06,-3.086917278620478,0.43675602602016,1.0185546376682906,3.6304357491574937
0,7.930002604828923e-07,-0.533401558407745,4.856793516363564e-06,-0.0014549674419953845,7.465689182239502e-06,-0.7247328888204702,0.2898390987088813,1.216962109392481,3.5391498200426703
0,1.3145870693633696e-06,0.04006134436882615,3.897443449895905e-06,0.6080980107252718,1.0084483035801396e-05,0.22831966970089737,0.23780260395807695,1.395663345070532,3.402941118182161
0,2.6309633158136555e-06,1.4511812623993274,5.563656971297787e-06,1.8903025323868365,3.6119752470382452e-06,2.445624840135648,0.25958787129891725,1.5503616189601532,3.2397297718939777
0,1.3561856624657996e-06,2.0345118318294775,6.858754194813983e-06,2.517809376142457,9.869559493562965e-06,2.6283421170009564,0.3347918621073482,1.6807660921642167,3.0638462892860545
0,2.7247943482852836e-06,2.287923356599101,1.7681552682271651e-06,2.394605189176072,2.3010502658455928e-06,-1.194336079571021,0.4455674284366138,1.7880143748505644,2.8858980161487304
0,1.5136726272276498e-06,1.8420878363537903,3.518037346116346e-06,2.883981114578173,4.293595000865185e-06,-2.7466524742960976,0.5774283087923102,1.8745250611569253,2.7135077030306483
0,6.455842126182142e-06,2.824345157382952,8.223183957444681e-06,2.640830850286548,4.080442293917406e-06,2.7909103067495606,0.7188399431944409,1.9430001088516398,2.55188836425591
0,5.716003292448428e-06,1.316116034912893,8.254381800006945e-06,0.41857951373225527,1.110976786320381e-05,-0.21660400434511587,0.8585441751125837,1.9953089036855456,2.406753683248781
0,3.1688361286945266e-06,2.9577021346100483,6.430029810318142e-06,-2.095488950503552,1.029862626499485e-05,-1.6458408552410893,0.9896873061129912,2.034502381482641,2.2796895530906105
0,3.3424712619741874e-06,-0.31579354446358726,3.3460105006716626e-06,-1.093452367468562,5.777836761294653e-06,-1.4797503838390642,1.1111935995722633,2.064077725451845,2.168186440411625
0,6.596736542881967e-06,2.5535958450704244,8.154716245722675e-07,-0.8215932546413318,8.812107103271738e-06,-0.7234514681065716,1.2238110716066575,2.086945107267204,2.069538879179613
0,1.8614888704496995e-06,-2.5149725029528183,3.4675103816029313e-06,-2.749297227852587,2.5287078487339584e-06,-2.7664542826565195,1.3255023866119855,2.104129510176397,1.9836410495896784
0,1.962631069196816e-06,-2.0837602576361,5.18044966794369e-06,-2.641129974121812,6.821838099020523e-06,-2.9152205712923323,1.4149093052933408,2.1168450901871636,1.9103747528760149
0,9.902139107571593e-06,-1.351717682794936,1.2320366631415743e-06,-0.8066899645049134,9.515775880578452e-06,1.8346040538149284,1.4920307814694937,2.1259926907048117,1.8485169994350497
0,7.347603056446948e-06,1.8506651245787809,5.876579041476227e-06,1.0408718702901103,7.52761278693251e-06,0.10685054867334481,1.5569344603171502,2.132710303812259,1.797664234494928
0,4.788746288387145e-06,1.4404675607516495,4.443738387386188e-06,1.513506628057253,4.898430043206002e-07,-1.6823421327032058,1.6101797761247743,2.137550903348655,1.756696553297912
0,8.046867216588973e-06,1.494117399832853,3.020874784420684e-06,1.0066057445322698,2.975627365458151e-06,-1.5555205232243576,1.652394398268436,2.1407939887943246,1.724427702411133
0,7.972666913559297e-06,2.9344387546971586,2.9748716590577036e-06,-3.112181289964541,3.5014019648819934e-06,-0.662061364796918,1.6832225626726565,2.1429717148342893,1.7011738666793088
0,3.335050191910327e-06,3.0600827215119843,5.0965149806786106e-06,-3.1274854647766874,3.710371025413998e-06,-3.1376560700858147,1.7031181832953446,2.1442640914164524,1.6862329057408263
0,1.053816562627376e-05,1.2333478661324926,2.265634012879307e-06,2.4939051815582043,7.389186344295874e-06,-2.4480960735684447,1.7110618520392882,2.1448346344019846,1.6803927747902636
0,5.968490066829563e-06,1.7592397083948046,2.1079018253039314e-06,0.37159485793714525,6.890847555696627e-06,-0.6031627554220005,1.706561642417054,2.1444873397584336,1.6835929674163528
0,3.4467728992374697e-06,-2.789158875426123,4.469687324459791e-06,-2.550633603568715,4.565688575987033e-06,-2.165340488364557,1.692028029030638,2.1436013965356975,1.6945321501091561
0,1.7703532131296755e-06,2.060878834652211,2.637772682139692e-06,0.048581129521233064,5.207150912790385e-06,-0.09189657585265582,1.6717421904804424,2.1423042511059673,1.709845816246095
0,4.17429262235342e-06,2.364742298800332,5.058338518687781e-06,1.4768066246181393,6.609170055721398e-06,1.2294037027735862,1.6487650065233035,2.1406022411006336,1.7271331340457048
0,1.0131266138562748e-05,2.2734779292313676,6.1821240704948484e-06,2.510369443459283,2.1507475999282134e-06,-2.4387426319720755,1.623384468275392,2.138734777694598,1.746507991815081
0,9.2940640405347e-06,2.1329271197142785,5.921729822935179e-06,1.7895681517553794,4.635227197965244e-06,0.39024763442021887,1.5972282075294393,2.1366472785160227,1.7666040752216545
0,1.3954501317267865e-06,-2.0133241865641693,2.621977302760022e-06,0.4116353656901039,5.873324419318221e-06,0.5502701814847656,1.5707809433157212,2.134206953335401,1.7868207341310574
0,5.385049255837654e-06,-1.5597301668984231,5.2412742202701105e-06,-0.8819290229720009,6.424367162851779e-06,-0.205870371960218,1.5447141712024623,2.1317753408377413,1.807110973427215
0,9.439919236030992e-06,2.9045047481538533,5.741077207382043e-06,-1.2267679142218868,1.4849909600258204e-05,-0.7833132076525032,1.5192363458382216,2.129214950696448,1.827051649494996
0,6.532244280858296e-06,2.5731378620215026,3.203757503093852e-07,1.0402111682649675,5.6903882414602995e-06,-0.39879183360574644,1.4929552441215064,2.126454375194216,1.8478236024107801
0,1.0089124799323946e-05,1.6509341487519615,7.427232122745139e-06,0.7555024673120951,8.012151482946697e-06,-0.11374023308500048,1.466135891294852,2.1235337214065013,1.8692831346347616
0,2.989855955331166e-06,-0.8507263896045798,1.954379882849885e-06,-2.648311504525275,5.989905298328937e-06,-3.106444331300505,1.4389332469305742,2.1202932110503303,1.891018795102642
0,2.253904013439738e-06,-0.9648081329725878,3.962790597541281e-06,-0.9767036531802705,3.253894069896892e-06,-0.38056957956806015,1.4120281891310325,2.117057675803288,1.9128873986717585
0,9.038724609630667e-06,-3.122644231930697,1.9283997396158133e-06,-2.439333186576074,7.017472054480357e-06,-0.4072241536025363,1.3858957979360733,2.1136090361840254,1.9341583397510649
0,2.3856725426548374e-06,2.5362633360977975,2.515238928341187e-06,2.460633293811925,1.7783913981104606e-06,1.851839552981974,1.3606242983535553,2.110034262731,1.9547739805130617
0,5.973014323846648e-06,-2.365061568276295,4.679677435709504e-06,-1.076801972951781,6.479475613312753e-06,-0.43274527020579456,1.3374829770350813,2.1066898002678394,1.9738585302855411
0,5.925193366392382e-06,1.0476892558216129,4.905004669175283e-06,1.1484081572626368,5.922139458382291e-07,-1.5908063166042927,1.317075913507757,2.103511022465576,1.9906832893538797
0,2.8866020190550184e-06,1.4266478405262726,6.3825460900912165e-06,0.666907225167638,8.298400520117312e-06,0.519832614508459,1.2954703799212905,2.1001893667353806,2.008810132873393
0,3.0322051397514885e-06,-2.9237506808024603,1.7881663316267818e-06,-2.921323008951376,2.296218914747492e-06,-0.3548360869691531,1.272663375895069,2.0964998409572155,2.0280072161576324
0,5.888082376118421e-06,1.736016961544795,3.917698327997969e-06,1.3647407613044522,1.9958157451897035e-06,0.20382804495233672,1.2506832709814812,2.092760632917782,2.0466522570187067
0,3.1933704885044736e-06,-0.6626452714929456,6.734026483194668e-06,-0.33343410407582164,6.555877997539332e-06,-0.2412463454198652,1.2291585686094666,2.0889019474343526,2.0649377167776857
0,2.3793891345644143e-06,1.8206544807669434,3.1206107277983437e-06,-2.550348550963583,5.622446581648149e-06,-2.4760498341006367,1.2062530703808594,2.084673573121159,2.0846513669189584
0,2.2765390955880545e-06,1.952197362862819,2.9557638419588122e-06,0.7366928366358221,2.144971798448196e-06,1.012365476895812,1.181951030373993,2.0800516657418537,2.105731501434872
0,3.784724955368696e-06,1.764001540748034,2.5393210293467036e-06,0.30915324667378985,6.2973060383937584e-06,-0.9730286901734448,1.1555433666939259,2.074641992209093,2.1286433536560954
