,Interferometric Phase,PTI Signal
0,2.5698897179406948,-1.0913677965614722e-06
1,2.5794383423045972,-1.5540106656818161e-06
2,2.475421881429948,-1.326025551153414e-06
3,2.3624230257739356,-2.009724145322768e-06
4,2.2396588059052513,-2.313550622679932e-06
5,2.1043926209789943,-2.231193620695688e-06
6,1.9539054177322637,5.858794453000649e-07
7,1.7840376853324318,-1.0503145440497244e-06
8,1.5909653575331264,-5.716703667128155e-07
9,1.3722344521685061,-1.032136531007322e-07
10,1.1261860908689163,-1.64961800894214e-06
11,0.8507745502111557,-1.3138152746868787e-06
12,0.5430690562570823,-3.0768517569105067e-06
13,0.20300271927212662,5.4181234830750535e-06
14,6.11525446007682,-1.1566783174045005e-06
15,5.744928452022384,-7.184352405796291e-07
16,5.397589603748042,-4.1985277291966024e-07
17,5.073056676010262,-3.1897597724335823e-06
18,4.769953818837675,-3.023297810149271e-06
19,4.487590050425946,-1.1595886804852113e-06
20,4.224007673329247,7.710296655806982e-07
21,3.9781105737407643,-9.902966507427954e-07
22,3.748374736644499,-5.901965022845632e-06
23,3.5330249991988643,-9.62603064936534e-07
24,3.3316830393297128,-2.7095403422292563e-06
25,3.1464855686958435,-2.135197231434155e-06
26,2.9792490364095983,-1.8132356709339202e-06
27,2.829518916242495,3.628517981364886e-07
28,2.696301755545331,-1.9884510695642933e-06
29,2.5782331929035127,-9.20406362502275e-07
30,2.474150300953679,-2.095247874058231e-06
31,2.384536980631767,-2.9573056463148214e-06
32,2.3082577170739746,-1.677189515284638e-06
33,2.2425074740666457,7.463207235899461e-08
34,2.18485410639089,-3.164033561283256e-06
35,2.1349710470561143,1.2626870166522506e-07
36,2.092536506261446,8.026836884237976e-07
37,2.0568032274196875,4.7962262362677825e-06
38,2.02734452047243,-3.223972439882446e-06
39,2.003552172453157,-1.9945523174778584e-06
40,1.9848469298636626,-2.6935161537145673e-06
41,1.971318039077365,-2.1706847705533686e-06
42,1.962623564274966,-4.6483168604192156e-07
43,1.9591890662365745,-2.6387665108071537e-06
44,1.961102553940385,-2.829632073305772e-06
45,1.9674560876786071,-3.895307414646101e-07
46,1.9763472777286921,-8.819032215382511e-07
47,1.9864252097427424,-9.206575996053638e-07
48,1.997653361697921,-3.715393900224092e-06
49,2.009290240882228,-3.703038621515918e-06
50,2.021068062571982,2.935318507362767e-07
51,2.0328078676534065,1.3850417873797348e-06
52,2.0443501049627537,-3.4102797246426574e-06
53,2.0563489991917216,-2.4120314859489693e-06
54,2.068705472329497,-3.9239860823935935e-06
55,2.081281669580413,1.3604372614740057e-06
56,2.093861206103446,8.57896319760314e-07
57,2.106150487208898,-2.054263657200838e-06
58,2.1181040974234797,-6.190822375259412e-07
59,2.1291450658259023,3.7032443865292667e-07
60,2.138931212725819,-1.716348866024343e-06
61,2.1494018802022183,-9.023379311924775e-07
62,2.1605235563611607,-6.651310679443018e-07
63,2.1713392675071423,-2.268047880202248e-06
64,2.181994091711431,7.459850845411257e-07
65,2.193459917906853,-6.68509951586648e-07
66,2.205729594550026,-5.004174492718352e-07
67,2.219173471103538,-2.3305367903463054e-06
68,2.2343594278342818,-1.7054605785092705e-06
69,2.251099957923524,-2.566060808924403e-06
70,2.2698276679084524,-1.2912101834263193e-06
71,2.289765038544802,-1.3289647091049668e-06
72,2.309055897214132,-2.1949198554743656e-06
73,2.329588589541342,-3.5699555545448044e-06
74,2.3505633323860518,-1.8635156202428498e-06
75,2.371376812283306,-1.053301001096955e-06
76,2.3918519232765183,-4.947743592863262e-07
77,2.4119794719491963,-5.032218983001678e-06
78,2.432269903694459,-6.0364885709693e-07
79,2.4524643810057984,-2.231817718826146e-06
80,2.473251909004675,1.4907628925727076e-06
81,2.4943812547650825,-1.1161071342416765e-06
82,2.515867042480285,-1.948685618945727e-06
83,2.5379503080847927,-1.3490325376095793e-07
84,2.560771993879156,-1.73079750575626e-06
85,2.5849672883066543,-9.185203547181478e-07
86,2.610397209211858,4.1897369216064197e-07
87,2.6365293103821146,-2.5466530855684447e-06
88,2.6629656070171333,-1.963618230368528e-06
89,2.6889240905551652,-5.126697909636213e-07
90,2.7142775263160304,-3.592877618354711e-07
91,2.738977500553025,1.5326101121051033e-09
92,2.762964242761665,-2.1256754099029732e-07
93,2.7863686818326214,-1.821241217888045e-06
94,2.8095696031966906,-5.468264860092215e-07
95,2.8342867117533603,-3.8607922034660726e-08
96,2.8615771738509266,-1.9429994991111018e-06
97,2.887903124031501,-3.85826414640057e-06
98,2.913520526395233,-4.192171935589675e-06
99,2.939279646171965,-1.8035028045157719e-06
100,2.965406275194792,-1.1791601302269865e-06
101,2.9917901040694543,-1.959313044932061e-06
102,3.018098551753165,2.5784334495624884e-07
103,3.044110911144395,-1.964225845537076e-06
104,3.0700422513759125,-3.932820014883577e-06
105,3.0958355485284814,4.7376095787963933e-07
106,3.120772469680923,-2.736460981205493e-06
107,3.14403411941406,-1.673237301374604e-06
108,3.1670745514992937,-5.875663597127177e-07
109,3.1901814454508814,3.9933102580721793e-07
110,3.2131318024706523,-1.2649350554293078e-06
111,3.237153785195111,-3.6451465717069626e-06
112,3.2636779383358285,-4.344033529458276e-07
113,3.292005515895021,-1.3130678988182304e-06
114,3.3204584664288777,-5.96516876717531e-06
115,3.3475180188710993,5.135647819090605e-06
116,3.373298115733499,-3.873041433875766e-06
117,3.3985533713425453,-4.770322882030346e-06
118,3.4234075756626376,-4.456347459427085e-06
119,3.4478088682954136,-1.2323003028712656e-06
120,3.4715828736490995,-7.005216552013377e-07
121,3.494926395082423,5.200665239814312e-06
122,3.5179970378019125,-4.315559222963403e-06
123,3.540700278135228,-2.45198683938925e-06
124,3.563730471877924,-3.357334232754336e-06
125,3.5879428096317216,5.833033835148127e-07
126,3.61456761803637,-3.335839189876607e-06
127,3.6445998043704915,-2.493994079127194e-09
128,3.6802915755483556,-4.034259994422582e-06
129,3.8015105450706157,6.654628779874617e-06
130,3.905593545085548,-2.1626008817787477e-06
131,3.9286329196528564,2.2546043353308953e-06
132,3.949118051862392,2.137980734017645e-06
133,3.9693501478333935,-4.040752231490401e-06
134,3.990007485679022,3.6323281660705695e-06
135,4.010495944789325,9.323072518680534e-07
136,4.031619321908218,-4.602617957034655e-06
137,4.053680725769692,-6.647987038731482e-06
138,4.076873926946852,-2.241087539071966e-06
139,4.101083890179166,-9.464382314410653e-08
140,4.126370627229059,-1.5806075616690346e-07
141,4.152723649154385,-3.269974562890042e-06
142,4.17957071139192,-6.594888905729376e-07
143,4.206525406987308,-2.4087673050443003e-06
144,4.233734870435213,-1.8487701704657531e-06
145,4.261534531735987,-1.1970139141356947e-06
146,4.289908674489517,-1.6500481875251088e-06
147,4.318575553336014,2.2019607829149282e-06
148,4.348369198273247,-8.658686604853452e-08
149,4.379305386370862,-4.747476633417054e-07
150,4.4093629693498455,-4.3676908024671895e-06
151,4.4383521557829555,5.139026289761789e-07
152,4.466052390641628,-3.864751318033685e-06
153,4.493982892489781,-1.576332802259778e-06
154,4.523608932431909,-6.227747966923494e-07
155,4.55302572023253,-6.454569282020992e-07
156,4.582180924057824,1.4829516464212917e-06
157,4.611928449184223,-2.2114515498308917e-06
158,4.642216061168069,-2.5939721947411185e-07
159,4.672120654559071,-3.685577989343878e-07
160,4.7015665667493804,-1.325670797929383e-06
161,4.729158896781164,9.412384817070291e-07
162,4.751779723277962,-9.580375844998805e-07
163,4.7816972826778725,-1.6166059884471057e-06
164,4.813302186315675,-7.136555772115567e-07
165,4.845720969692194,-4.33445967808817e-07
166,4.878345298762184,-8.086098297881585e-07
167,4.911526309848891,-5.805566817773188e-07
168,4.947158826499574,3.1860212364395503e-07
169,4.9852699002779,-4.091549892012488e-07
170,5.029233352754242,-9.935036454437583e-07
171,5.06486072300225,-1.993408070848452e-06
172,5.099459020371968,-2.3815474303744786e-06
173,5.131421628379845,-3.696438066590295e-06
174,5.161572591157126,9.358431693856245e-07
175,5.19124252079795,-2.3552262499187675e-06
176,5.220588712353166,2.4018985830370085e-07
177,5.249120882633028,-8.206095257857362e-07
178,5.276985326640647,-7.037050646227112e-07
179,5.30529939603415,6.113724934067513e-07
180,5.333885747876671,-2.7288161278999418e-06
181,5.363158431926186,-8.09796893578554e-07
182,5.39514557021349,-3.5742810510674003e-06
183,5.43072423654993,3.4759301412219192e-06
184,5.46903960585056,-7.175576080937292e-07
185,5.5103708387889405,-2.6721838525170044e-07
186,5.5531308322173745,-7.680651169051659e-07
187,5.596031168832154,6.401093230213707e-07
188,5.638355378385388,-4.513222044556318e-06
189,5.684426106426245,3.158219640318223e-06
190,5.723004142840563,-3.1679217956996307e-06
191,5.758412442367843,-1.9298918358893165e-06
192,5.793387440747337,-1.587607082359993e-06
193,5.827281070397109,-2.4604483246247933e-06
194,5.860974681087288,7.632064041240485e-07
195,5.894139918470378,-5.629345238123739e-07
196,5.926132584433441,-1.4989812922130918e-06
197,5.957015046230946,-5.969127750024056e-06
198,5.987333925605073,-1.3155847733149528e-06
199,6.019029746194556,-5.967408588724181e-06
200,6.05228536876935,1.1102913979785638e-07
201,6.08464647350777,5.442339449057634e-06
202,6.116380139854257,-7.19086677353464e-08
203,6.150034567574043,1.6663178772781298e-06
204,6.186084284720737,-1.8860679985363105e-08
205,6.222889866505371,1.917613256125163e-06
206,6.260022634522675,2.100721678736745e-08
207,0.014996307187203944,5.254309052981789e-06
208,0.054470802357365795,4.235401965409339e-06
209,0.09544873949628722,1.2317170031664002e-06
210,0.13634769008741565,-3.890065582877981e-06
211,0.17669340911212944,-7.800394469351652e-06
212,0.21675376510827324,-2.3992556998580443e-06
213,0.256081038252243,2.1034012734322226e-06
214,0.29428736028173025,2.3911331917261165e-07
215,0.3318747828130204,-2.4354416526602723e-06
216,0.36829119676469646,-1.6640928033289663e-06
217,0.40307326839166135,-1.7693750303280722e-06
218,0.4365620138515311,1.7993000356434103e-06
219,0.4694467121138012,2.6383760800045064e-07
220,0.5029806588365624,4.6260852272442474e-07
221,0.5395786544499582,1.948802001292208e-06
222,0.5786962172104885,-2.3276362452835596e-06
223,0.6220006751176487,1.043349273149579e-06
224,0.6628288521291731,-1.1492893048996433e-06
225,0.6968295171762907,-5.132718950632686e-06
226,0.7299082088395349,1.19326564953059e-07
227,0.763442426977898,-3.254817960883247e-06
228,0.7984973072682852,-1.5910578706754897e-06
229,0.8352939172480276,-1.638277107756068e-06
230,0.8741269887480028,4.3814116130458824e-07
231,0.9163338592305237,-6.306691769061977e-07
232,0.9630684970813352,-6.015583980640577e-07
233,1.0339023081006684,0.00012373836283587812
