,AC CH1,AC Phase CH1,AC CH2,AC Phase CH2,AC CH3,AC Phase CH3,DC CH1,DC CH2,DC CH3
0,9.69293350778186e-07,-0.1748432086051634,1.581386229969146e-06,0.8948230736641866,2.8815952981584186e-06,2.5284851262084342,0.373488679326177,3.030644360804084,1.4003266853793908
0,8.896864456693441e-07,-1.0862473701896913,2.653887370882907e-07,0.6086956134233881,2.4889867656746685e-06,1.5225735022134586,0.41292684030702537,3.0593598926315333,1.3334551801604841
0,1.3566211097013173e-06,-0.6266097568272553,1.165077984671704e-06,-0.7237009487005001,1.96922191869005e-06,2.8717263064312704,0.44307513775984175,3.0778861969011113,1.285550207399877
0,1.8667047054115473e-06,-0.6141710901155127,1.024247999752573e-06,-2.034496225015972,3.83593098696288e-06,2.558737043603849,0.4640386796646064,3.0893175449896417,1.2537031550876083
0,1.8999821665265194e-06,-1.7089309873083856,1.6356478755949587e-06,-2.777409958787997,2.575165159708204e-06,1.6402621860082158,0.4797192303607935,3.0971010097006797,1.230556108278818
0,1.7751842434761182e-06,0.16111503702671245,8.284529526967362e-07,1.3364998799049372,3.402333058910124e-06,3.1275072116777785,0.49466203305777623,3.104134996082292,1.2090722008985668
0,3.824378311305088e-06,-1.1224877731533982,4.252951440688907e-06,-1.224721946465244,3.9443744260846364e-06,1.9883407506108748,0.5016569670156404,3.1071551287649832,1.1989315720953853
0,5.297241854662176e-07,-1.8727490197252583,6.54863915255332e-07,1.4532353602943517,6.170380427586378e-07,0.5675543191295747,0.49794957969050657,3.105282651626127,1.203976295405244
0,1.7362515920814532e-06,-0.060344546254696645,2.8638297186283557e-06,0.9130390361604414,3.14301870258864e-06,2.5857374696373494,0.48218750475090355,3.097833650208218,1.2264584110139587
0,1.3119380077516753e-06,-0.5187819870304095,3.0690805068497483e-06,0.41073431449848913,2.1171818136142567e-06,1.868225309449556,0.4494813694159879,3.080830134183972,1.275140480978199
0,1.60839328512451e-06,-0.6043205647734864,2.156777418869237e-06,-0.4184774723123987,1.8918160267767618e-06,2.534427196915831,0.4012885873921311,3.0505163119591505,1.3520024592278093
0,1.6475805167294048e-06,-0.8551829186917834,3.0070521691448706e-06,-0.5592543184896877,1.968369829017114e-06,2.02548213418814,0.3464234945899903,3.00671482425727,1.4488669169272812
0,2.175930467859395e-06,-1.053690420176808,3.21142339308224e-06,-1.5072896846029584,3.6642500010112063e-06,2.459210224779619,0.29618240168562876,2.954573830629676,1.5492197409744641
0,1.418556079379827e-06,-1.2261904041572655,2.4067010776779984e-06,-1.1821089658313975,2.95240640246221e-06,1.500126117456368,0.25951913651825476,2.905878917392762,1.6328761241533924
0,5.430859513568189e-07,-1.125569889673691,8.609662488042316e-08,-0.24831127542597872,2.6677325714491663e-06,2.6945569010170405,0.2381028964082685,2.8713465283429565,1.6874907189410797
0,1.1688732579377358e-06,-0.26303891733286744,3.6686291687706215e-06,-0.9858688840031276,2.8848646359165784e-06,2.660694934784353,0.22668557624565802,2.850315973727763,1.7190253069840629
0,9.768284583564325e-07,-1.159874679094176,1.4647327434208286e-06,-0.7975803300273984,1.3077827177817304e-06,1.6934980914539517,0.22023613337182854,2.8373892958636135,1.737688219682385
