Demodulated Signal 1,Demodulated Signal 2,Demodulated Signal 3,Interferometric Phase,PTI Signal,Response Phase 1,Response Phase 2,Response Phase 3,Root Mean Square 1,Root Mean Square 2,Root Mean Square 3
8.8157e-07,1.11903e-06,-2.0006e-06,2.57773,-1.39055e-06,2.78427,2.78136,-0.358945,1.05689e-06,1.33901e-06,2.39591e-06
9.71478e-07,6.78443e-07,-1.64993e-06,2.53106,-1.15191e-06,1.93221,1.32734,-1.51909,1.00738e-06,1.05547e-06,1.96928e-06
1.20667e-06,5.66979e-07,-1.77364e-06,2.49772,-1.2439e-06,2.57629,3.02144,-0.392107,1.29744e-06,8.32363e-07,2.0798e-06
1.89137e-06,1.33757e-06,-3.22894e-06,2.47556,-2.27277e-06,2.5859,2.32071,-0.660973,2.0415e-06,1.34738e-06,3.36038e-06
1.49604e-06,3.74465e-07,-1.8705e-06,2.45951,-1.32049e-06,1.54157,1.19515,-1.69281,1.89144e-06,6.98349e-07,2.55931e-06
9.7696e-07,6.04909e-07,-1.58187e-06,2.44451,-1.12008e-06,-3.04967,-3.07443,0.0826873,1.90885e-06,1.1351e-06,3.04373e-06
3.34693e-06,1.50694e-06,-4.85386e-06,2.43761,-3.4419e-06,2.03432,1.87905,-1.15673,3.3934e-06,1.58803e-06,4.9684e-06
3.31285e-07,-3.98911e-07,6.76271e-08,2.44137,4.79161e-08,1.22787,-1.02715,-2.6611,5.8786e-07,4.00376e-07,4.56448e-07
1.36319e-06,8.7485e-07,-2.23804e-06,2.45718,-1.58066e-06,2.85742,2.98831,-0.229373,1.72213e-06,1.24085e-06,2.9568e-06
1.20582e-06,7.49575e-07,-1.95539e-06,2.49113,-1.37277e-06,2.31699,2.56945,-0.72417,1.21412e-06,8.03813e-07,2.00254e-06
1.37945e-06,8.46036e-07,-2.22549e-06,2.54478,-1.55136e-06,2.51503,2.69073,-0.556678,1.45085e-06,9.59237e-07,2.40118e-06
1.46265e-06,1.22573e-06,-2.68837e-06,2.61232,-1.8651e-06,2.21723,2.29671,-0.888031,1.46287e-06,1.23148e-06,2.69223e-06
2.07906e-06,1.88702e-06,-3.96607e-06,2.68255,-2.75118e-06,2.17104,2.23906,-0.938186,2.07993e-06,1.88846e-06,3.96609e-06
1.28713e-06,1.47326e-06,-2.76039e-06,2.74137,-1.92192e-06,1.86697,1.5455,-1.46029,1.36196e-06,1.85701e-06,3.17847e-06
6.21852e-07,1.11089e-06,-1.73274e-06,2.78008,-1.21167e-06,2.14569,2.84864,-0.505102,6.2277e-07,1.39401e-06,1.91201e-06
8.13005e-07,2.48159e-06,-3.2946e-06,2.80257,-2.31126e-06,2.95841,2.30977,-0.634783,1.11995e-06,2.49661e-06,3.45599e-06
8.97575e-07,7.06131e-07,-1.60371e-06,2.81599,-1.12749e-06,1.94093,1.97467,-1.18588,9.28562e-07,7.24445e-07,1.65278e-06
7.88353e-07,3.06737e-06,-3.85573e-06,2.82855,-2.71674e-06,2.3699,2.44992,-0.707806,7.9987e-07,3.16572e-06,3.96356e-06
6.77449e-07,9.30745e-07,-1.60819e-06,2.84569,-1.13683e-06,2.0357,1.40462,-1.52515,6.86697e-07,1.32961e-06,1.92711e-06
6.76821e-07,1.39682e-06,-2.07364e-06,2.86379,-1.47139e-06,2.13996,2.79546,-0.52982,6.78043e-07,1.68721e-06,2.26278e-06
8.01636e-07,3.03962e-06,-3.84126e-06,2.87663,-2.73352e-06,2.49363,2.17721,-0.896555,8.37481e-07,3.04041e-06,3.84515e-06
1.00105e-06,1.82102e-06,-2.82206e-06,2.88173,-2.01064e-06,2.11798,2.3816,-0.852501,1.00442e-06,1.85146e-06,2.8333e-06
5.80509e-07,2.93285e-06,-3.51336e-06,2.87351,-2.49839e-06,2.52511,2.33591,-0.773352,6.126e-07,2.96014e-06,3.56367e-06
5.78537e-07,1.03478e-06,-1.61332e-06,2.85021,-1.14149e-06,1.5391,1.19906,-1.84911,7.32845e-07,1.91799e-06,2.6203e-06
7.9355e-07,1.28593e-06,-2.07948e-06,2.81526,-1.4618e-06,2.14584,2.63323,-0.682231,7.94715e-07,1.41683e-06,2.15144e-06
1.23173e-06,2.57627e-06,-3.808e-06,2.77832,-2.66223e-06,2.37445,2.08158,-0.965072,1.25072e-06,2.59444e-06,3.80905e-06
-6.36502e-08,-6.10062e-07,6.73713e-07,2.75148,4.69535e-07,-0.887118,-1.58223,1.60973,6.37447e-08,7.60947e-07,8.1093e-07
1.87013e-06,2.97401e-06,-4.84414e-06,2.72869,-3.36905e-06,2.68661,2.46433,-0.586846,2.11571e-06,3.08102e-06,5.16579e-06
1.24898e-06,7.93239e-07,-2.04222e-06,2.70477,-1.41804e-06,2.06877,1.43019,-1.37043,1.25981e-06,1.10472e-06,2.24555e-06
7.00947e-07,9.98951e-08,-8.0084e-07,2.68537,-5.55581e-07,2.4225,-2.70012,-0.234407,7.18663e-07,5.35255e-07,1.05347e-06
5.80674e-07,7.28571e-07,-1.30924e-06,2.67307,-9.07949e-07,2.9084,2.8906,-0.243031,7.64645e-07,9.45136e-07,1.70971e-06
1.38055e-06,1.25216e-06,-2.63271e-06,2.66675,-1.82552e-06,2.56926,2.46103,-0.622855,1.48034e-06,1.29606e-06,2.77235e-06
1.49849e-06,1.77007e-06,-3.26855e-06,2.66724,-2.26644e-06,2.44965,2.13964,-0.857627,1.54643e-06,1.7733e-06,3.28011e-06
1.73478e-06,1.86498e-06,-3.59976e-06,2.67773,-2.49671e-06,2.15222,1.89954,-1.12314,1.73676e-06,1.95245e-06,3.65991e-06
1.50117e-06,1.58797e-06,-3.08915e-06,2.69145,-2.1436e-06,2.52732,2.74131,-0.49892,1.58534e-06,1.85287e-06,3.41868e-06
1.41107e-06,2.42959e-06,-3.84066e-06,2.69804,-2.66588e-06,2.71181,2.6302,-0.480623,1.61846e-06,2.67316e-06,4.28826e-06
1.24318e-06,1.14089e-06,-2.38407e-06,2.69187,-1.65437e-06,1.91071,1.50248,-1.44922,1.29708e-06,1.48856e-06,2.72809e-06
9.82487e-07,1.51086e-06,-2.49335e-06,2.67803,-1.72934e-06,2.30135,2.75672,-0.546336,9.87554e-07,1.77958e-06,2.70165e-06
1.62953e-06,1.74904e-06,-3.37856e-06,2.6625,-2.34254e-06,2.11305,1.92252,-1.12887,1.63571e-06,1.8186e-06,3.43868e-06
1.09378e-06,1.80741e-07,-1.27453e-06,2.64704,-8.83621e-07,2.34896,2.32636,-0.795827,1.10603e-06,1.82194e-07,1.28819e-06
1.5648e-06,2.09031e-06,-3.65511e-06,2.62958,-2.53455e-06,2.5412,2.49925,-0.624241,1.66052e-06,2.18753e-06,3.84722e-06
1.99117e-06,1.51724e-06,-3.50841e-06,2.60957,-2.43427e-06,2.10338,1.84396,-1.15416,2.0005e-06,1.61876e-06,3.5892e-06
1.36924e-06,9.87991e-07,-2.35722e-06,2.58686,-1.63743e-06,2.18319,2.85024,-0.641877,1.36943e-06,1.24129e-06,2.46721e-06
1.55853e-06,1.82942e-06,-3.38795e-06,2.56283,-2.35763e-06,2.57492,2.10919,-0.810488,1.67487e-06,1.83699e-06,3.41728e-06
1.08223e-06,3.09242e-08,-1.11315e-06,2.54056,-7.76317e-07,2.56174,-2.6251,-0.391444,1.15712e-06,2.74946e-07,1.30583e-06
1.07957e-06,1.22983e-06,-2.3094e-06,2.52211,-1.6141e-06,2.94072,2.86673,-0.239118,1.46286e-06,1.56497e-06,3.02576e-06
2.33024e-06,1.01613e-06,-3.34637e-06,2.5066,-2.3438e-06,2.04624,1.60294,-1.24617,2.35806e-06,1.2287e-06,3.50782e-06
5.34271e-07,3.42645e-07,-8.76915e-07,2.49155,-6.15592e-07,3.03435,-2.93138,0.0560599,7.95452e-07,8.4222e-07,1.6171e-06
2.53765e-06,1.59393e-06,-4.13159e-06,2.47845,-2.90666e-06,2.3303,2.07261,-0.910529,2.55935e-06,1.60695e-06,4.13358e-06
3.68994e-07,-1.29464e-07,-2.39531e-07,2.47084,-1.68741e-07,1.26248,0.154121,-2.20491,6.23523e-07,2.83036e-07,7.91426e-07
1.14211e-06,3.74921e-07,-1.51704e-06,2.47158,-1.06856e-06,2.74299,3.03425,-0.313037,1.33399e-06,5.58141e-07,1.87548e-06
2.12132e-06,8.26192e-07,-2.94751e-06,2.48306,-2.07201e-06,2.32413,2.35637,-0.808391,2.13777e-06,8.36397e-07,2.97385e-06
1.99581e-06,1.41603e-06,-3.41184e-06,2.50095,-2.39163e-06,2.04242,1.88352,-1.16658,2.02085e-06,1.49003e-06,3.50005e-06
1.95854e-06,1.10592e-06,-3.06448e-06,2.5196,-2.14254e-06,2.54624,2.71958,-0.529601,2.0821e-06,1.27407e-06,3.34431e-06
4.74294e-07,5.93361e-07,-1.06766e-06,2.53737,-7.44849e-07,1.63342,2.23072,-1.20113,5.62132e-07,5.93641e-07,1.10465e-06
1.84907e-06,1.49446e-06,-3.34353e-06,2.55434,-2.32851e-06,2.3246,2.21031,-0.867852,1.86351e-06,1.49454e-06,3.35264e-06
1.25263e-06,9.41719e-07,-2.19435e-06,2.57085,-1.526e-06,3.07045,-3.08184,-0.00919649,1.94362e-06,1.7466e-06,3.68234e-06
2.76619e-06,2.32242e-06,-5.0886e-06,2.5852,-3.53513e-06,2.24766,2.03594,-0.991178,2.76933e-06,2.35403e-06,5.09486e-06
9.42694e-07,3.28286e-07,-1.27098e-06,2.59857,-8.82291e-07,2.22153,1.98492,-0.982026,9.42913e-07,3.36029e-07,1.27202e-06
2.03138e-06,2.36849e-06,-4.39986e-06,2.61382,-3.0523e-06,2.80477,2.81847,-0.329415,2.46936e-06,2.90695e-06,5.37618e-06
8.38919e-07,3.61316e-07,-1.20024e-06,2.62884,-8.32287e-07,2.11662,1.41056,-1.28883,8.41844e-07,5.13057e-07,1.27642e-06
1.1836e-06,1.65537e-06,-2.83897e-06,2.64183,-1.96829e-06,2.49888,2.64431,-0.555894,1.23851e-06,1.83337e-06,3.06407e-06
1.91272e-06,2.45985e-06,-4.37255e-06,2.6545,-3.03151e-06,2.48607,1.97751,-0.940196,1.99374e-06,2.52201e-06,4.37256e-06
1.16409e-06,9.50965e-07,-2.11505e-06,2.66038,-1.46644e-06,2.04324,2.55031,-0.864456,1.17854e-06,1.01246e-06,2.12136e-06
1.31493e-06,2.19719e-06,-3.51212e-06,2.65659,-2.435e-06,2.46888,2.23111,-0.819569,1.36394e-06,2.19825e-06,3.53843e-06
1.03986e-06,5.3103e-07,-1.5709e-06,2.65337,-1.0891e-06,1.70464,1.10558,-1.73333,1.18193e-06,1.15803e-06,2.2358e-06
1.00639e-06,9.59685e-07,-1.96607e-06,2.63919,-1.36313e-06,3.0766,-3.02269,0.0371654,1.57306e-06,1.96479e-06,3.52309e-06
2.48737e-06,2.45626e-06,-4.94363e-06,2.60304,-3.43104e-06,2.30035,2.19489,-0.893513,2.49995e-06,2.45629e-06,4.94935e-06
1.34056e-06,6.41069e-07,-1.98162e-06,2.55442,-1.38004e-06,1.59167,1.36634,-1.63286,1.63363e-06,9.53726e-07,2.57208e-06
1.16998e-06,5.98076e-07,-1.76806e-06,2.51507,-1.23689e-06,2.40538,2.98012,-0.500135,1.1951e-06,8.41376e-07,1.95554e-06
1.92589e-06,1.44127e-06,-3.36717e-06,2.4853,-2.36614e-06,2.76,2.44163,-0.507096,2.27309e-06,1.48439e-06,3.71208e-06
1.00303e-06,2.0091e-08,-1.02313e-06,2.45025,-7.23596e-07,1.60405,0.668081,-1.80506,1.21196e-06,5.16916e-07,1.57452e-06
1.49831e-06,4.33796e-07,-1.9321e-06,2.40855,-1.37925e-06,2.04777,2.92826,-0.860518,1.51584e-06,5.81234e-07,1.93847e-06
1.49511e-06,5.22541e-07,-2.01766e-06,2.36906,-1.45556e-06,2.05216,2.17709,-1.05736,1.5116e-06,5.22678e-07,2.03125e-06
1.70886e-06,5.61666e-07,-2.27052e-06,2.33718,-1.65399e-06,2.57245,2.57247,-0.569135,1.83465e-06,6.03014e-07,2.43765e-06
2.58791e-06,5.69245e-07,-3.15716e-06,2.3144,-2.3175e-06,2.60129,2.18587,-0.609146,2.81124e-06,5.69302e-07,3.34004e-06
7.00838e-07,2.35416e-07,-9.36254e-07,2.30146,-6.90419e-07,2.92575,2.85057,-0.233879,9.36945e-07,2.95847e-07,1.23216e-06
2.18834e-06,3.374e-07,-2.52574e-06,2.29536,-1.86671e-06,2.93758,-2.96304,-0.125495,2.95684e-06,7.74648e-07,3.68684e-06
2.59408e-06,5.25728e-07,-3.11981e-06,2.29446,-2.30654e-06,2.21123,1.83738,-0.996131,2.59425e-06,5.62293e-07,3.12446e-06
1.29361e-06,-1.15471e-07,-1.17814e-06,2.29275,-8.71575e-07,2.62526,-2.29065,-0.191364,1.42009e-06,5.25045e-07,1.61051e-06
4.35792e-06,7.36975e-07,-5.09489e-06,2.28488,-3.78035e-06,2.10517,1.88042,-1.07011,4.37759e-06,7.76281e-07,5.13726e-06
1.43191e-08,-3.31366e-07,3.17046e-07,2.27615,2.3604e-07,0.653083,-1.44246,3.12204,5.99701e-07,3.77769e-07,5.2474e-07
3.3775e-06,5.64327e-07,-3.94182e-06,2.27574,-2.93514e-06,2.44629,2.07688,-0.746426,3.48259e-06,5.68631e-07,4.0181e-06
7.25927e-07,-4.31848e-07,-2.94077e-07,2.28868,-2.17888e-07,1.42933,-0.739483,-2.15741,1.01183e-06,4.40821e-07,8.46098e-07
1.75784e-06,8.94373e-07,-2.65221e-06,2.31434,-1.94688e-06,2.70918,2.24604,-0.573598,2.01323e-06,8.95321e-07,2.84251e-06
1.30027e-06,-6.06296e-08,-1.23964e-06,2.34725,-9.00152e-07,1.87934,0.43808,-1.48285,1.3701e-06,3.19167e-07,1.44639e-06
2.13015e-06,4.823e-07,-2.61245e-06,2.38062,-1.87854e-06,2.43926,2.9596,-0.583499,2.19261e-06,6.65138e-07,2.78939e-06
2.35315e-06,1.22739e-06,-3.58055e-06,2.41086,-2.55457e-06,2.61884,2.39858,-0.594663,2.5758e-06,1.252e-06,3.80739e-06
1.66369e-06,2.13669e-07,-1.87736e-06,2.43481,-1.33205e-06,1.79184,1.23344,-1.44297,1.81259e-06,3.76087e-07,2.14085e-06
1.75743e-06,1.25708e-06,-3.0145e-06,2.44872,-2.13264e-06,2.82592,2.80301,-0.325137,2.16852e-06,1.52626e-06,3.69454e-06
2.58322e-06,8.05858e-07,-3.38908e-06,2.45373,-2.39523e-06,1.8977,1.45702,-1.36953,2.70593e-06,1.09423e-06,3.72498e-06
9.62133e-07,1.28708e-07,-1.09084e-06,2.45827,-7.70266e-07,2.4007,-3.03227,-0.573588,9.81842e-07,2.59087e-07,1.16912e-06
1.8106e-06,1.19233e-06,-3.00292e-06,2.46804,-2.11653e-06,2.73561,2.70865,-0.416589,2.10545e-06,1.36515e-06,3.47029e-06
2.00052e-06,1.06132e-06,-3.06185e-06,2.48155,-2.15293e-06,2.17128,2.08615,-0.999935,2.00135e-06,1.06824e-06,3.06707e-06
1.94356e-06,8.58159e-07,-2.80172e-06,2.49252,-1.96649e-06,2.12548,1.93754,-1.07487,1.94897e-06,8.88588e-07,2.82679e-06
8.76427e-07,4.48684e-07,-1.32511e-06,2.49678,-9.29462e-07,2.31363,1.71772,-1.04303,8.82115e-07,5.06449e-07,1.33196e-06
2.45609e-06,1.26034e-06,-3.71643e-06,2.49458,-2.60767e-06,2.27114,2.14411,-0.913482,2.46231e-06,1.26231e-06,3.7179e-06
1.7383e-06,1.00872e-06,-2.74703e-06,2.48766,-1.92961e-06,2.6867,2.68252,-0.456425,1.96667e-06,1.13874e-06,3.1054e-06
1.85581e-06,1.28468e-06,-3.14049e-06,2.47548,-2.21054e-06,2.60828,2.63199,-0.523553,2.02201e-06,1.41463e-06,3.43641e-06
2.03073e-06,1.03516e-06,-3.06589e-06,2.45746,-2.16523e-06,1.9832,1.7661,-1.23519,2.07941e-06,1.14088e-06,3.20295e-06
1.05188e-06,6.20423e-08,-1.11392e-06,2.43565,-7.9022e-07,2.11708,-3.05621,-0.927958,1.0555e-06,1.19909e-07,1.11402e-06
1.83487e-06,8.94139e-07,-2.729e-06,2.41384,-1.94563e-06,2.57212,2.73359,-0.513774,1.96968e-06,1.03851e-06,2.99932e-06
2.74518e-06,6.24404e-07,-3.36959e-06,2.39448,-2.41399e-06,1.80505,1.2551,-1.47904,2.97414e-06,1.06585e-06,3.9226e-06
2.10153e-06,3.60302e-08,-2.13755e-06,2.37669,-1.53873e-06,2.35107,-2.63378,-0.661339,2.12574e-06,2.97532e-07,2.22434e-06
1.54153e-06,6.30918e-07,-2.17244e-06,2.36406,-1.5695e-06,2.60411,2.89533,-0.442013,1.67657e-06,8.21676e-07,2.47492e-06
2.84477e-06,9.95577e-07,-3.84035e-06,2.36367,-2.77482e-06,2.19767,2.00665,-0.99403,2.84478e-06,1.01448e-06,3.84564e-06
1.61727e-06,2.52187e-07,-1.86945e-06,2.37118,-1.34782e-06,1.76413,1.23505,-1.48028,1.78407e-06,4.42855e-07,2.17787e-06
1.33266e-06,2.26236e-07,-1.5589e-06,2.37938,-1.12134e-06,2.61334,-3.04343,-0.385113,1.45521e-06,4.46722e-07,1.8359e-06
1.47378e-06,7.32785e-07,-2.20657e-06,2.38287,-1.5857e-06,2.47185,2.734,-0.576223,1.52996e-06,8.51304e-07,2.36251e-06
2.59593e-06,9.90802e-07,-3.58673e-06,2.38099,-2.57884e-06,2.59587,2.4258,-0.590787,2.81352e-06,1.01661e-06,3.81934e-06
2.06627e-06,3.21728e-07,-2.388e-06,2.3734,-1.7206e-06,1.79146,1.07681,-1.52161,2.25157e-06,7.43347e-07,2.85491e-06
1.29234e-06,1.14025e-07,-1.40636e-06,2.35811,-1.01783e-06,2.71145,2.85133,-0.417832,1.48198e-06,1.43377e-07,1.62408e-06
1.28885e-06,2.17816e-07,-1.50666e-06,2.33762,-1.09739e-06,2.76859,-3.10804,-0.291784,1.52949e-06,3.88232e-07,1.89231e-06
2.55621e-06,3.83154e-07,-2.93936e-06,2.31813,-2.15485e-06,2.20426,2.63174,-0.877914,2.55623e-06,4.21864e-07,2.94533e-06
1.88165e-06,3.44302e-07,-2.22596e-06,2.3046,-1.63962e-06,1.98925,1.93437,-1.16093,1.92423e-06,3.56816e-07,2.2806e-06
2.86285e-06,1.92889e-07,-3.05575e-06,2.29861,-2.25573e-06,2.36147,2.96635,-0.731373,2.90059e-06,2.67735e-07,3.12453e-06
1.71085e-06,2.41311e-07,-1.95217e-06,2.29979,-1.44046e-06,2.57542,2.89975,-0.51919,1.83893e-06,3.15439e-07,2.14028e-06
1.80745e-06,3.22847e-07,-2.13029e-06,2.30731,-1.56764e-06,2.40055,2.90802,-0.648102,1.84441e-06,4.24994e-07,2.22545e-06
2.41357e-06,4.67565e-07,-2.88114e-06,2.31954,-2.11114e-06,2.41944,2.66148,-0.680179,2.47287e-06,5.22189e-07,2.98247e-06
2.76735e-06,8.78612e-07,-3.64597e-06,2.3347,-2.65808e-06,2.23838,1.83637,-1.00407,2.76939e-06,9.40083e-07,3.65309e-06
1.24969e-06,-4.59656e-09,-1.24509e-06,2.34989,-9.03372e-07,1.43424,0.61636,-1.8386,1.73362e-06,3.5789e-07,1.9955e-06
7.52025e-07,2.84588e-07,-1.03661e-06,2.36146,-7.49485e-07,-2.88459,-2.81196,0.280101,2.06792e-06,9.64358e-07,3.03054e-06
2.67793e-06,1.16011e-06,-3.83805e-06,2.36905,-2.76882e-06,2.2344,2.04554,-0.964642,2.67952e-06,1.17409e-06,3.83907e-06
1.42261e-06,4.52277e-08,-1.46783e-06,2.37537,-1.05702e-06,2.04906,0.813733,-1.24447,1.43897e-06,2.46495e-07,1.53783e-06
1.61413e-06,6.78578e-07,-2.29271e-06,2.3811,-1.6484e-06,2.86996,3.09126,-0.195635,2.05924e-06,1.0798e-06,3.12172e-06
2.19851e-06,7.85937e-07,-2.98445e-06,2.38797,-2.14174e-06,2.37341,1.86358,-0.904667,2.23198e-06,8.32612e-07,2.98648e-06
2.03181e-06,4.31554e-07,-2.46336e-06,2.39859,-1.7629e-06,1.99543,1.74363,-1.19327,2.07508e-06,4.80755e-07,2.54349e-06
1.45279e-06,6.4428e-07,-2.09707e-06,2.41225,-1.49567e-06,2.93102,3.09611,-0.153539,1.95138e-06,1.03143e-06,2.97361e-06
2.91681e-06,1.14873e-06,-4.06554e-06,2.42615,-2.8902e-06,2.23465,2.08565,-0.949176,2.91856e-06,1.15628e-06,4.06566e-06
1.76774e-06,1.26696e-07,-1.89444e-06,2.4384,-1.34313e-06,1.66898,0.869397,-1.62905,2.05005e-06,5.32581e-07,2.4512e-06
1.41853e-06,5.98326e-07,-2.01686e-06,2.45023,-1.42641e-06,2.9728,-3.0603,-0.0771806,1.9813e-06,1.14862e-06,3.10723e-06
2.17677e-06,1.39785e-06,-3.57463e-06,2.46124,-2.52269e-06,2.21117,2.32131,-0.887168,2.17691e-06,1.4082e-06,3.57993e-06
2.04174e-06,1.10453e-06,-3.14627e-06,2.47041,-2.21662e-06,2.1882,1.96316,-1.03372,2.04189e-06,1.13625e-06,3.15967e-06
5.33604e-07,-2.07807e-07,-3.25795e-07,2.47604,-2.293e-07,1.7912,-0.663178,-1.66989,5.81523e-07,2.1613e-07,4.36541e-07
1.54282e-06,5.68287e-07,-2.11111e-06,2.47674,-1.48565e-06,2.73741,2.93213,-0.34617,1.79599e-06,7.6408e-07,2.54992e-06
1.80188e-06,7.78823e-07,-2.5807e-06,2.47207,-1.81761e-06,2.45976,2.62073,-0.631347,1.86443e-06,8.53235e-07,2.71008e-06
1.61871e-06,9.213e-07,-2.54001e-06,2.46312,-1.79189e-06,2.55345,2.54827,-0.590022,1.72536e-06,9.80143e-07,2.70549e-06
1.8135e-06,9.95573e-07,-2.80908e-06,2.4513,-1.98628e-06,2.61155,2.57077,-0.544336,1.97873e-06,1.06816e-06,3.04631e-06
1.52713e-06,9.87366e-07,-2.51449e-06,2.43837,-1.78275e-06,2.60884,2.43905,-0.597076,1.6643e-06,1.01627e-06,2.67147e-06
2.66485e-06,1.15428e-06,-3.81913e-06,2.42766,-2.71409e-06,2.17638,1.84139,-1.07064,2.6656e-06,1.23269e-06,3.85115e-06
8.08925e-07,-4.26402e-08,-7.66285e-07,2.42267,-5.45186e-07,1.7643,0.126447,-1.47658,8.92286e-07,8.84939e-08,8.90743e-07
1.7991e-06,6.70088e-07,-2.46918e-06,2.41609,-1.75945e-06,2.54507,2.88431,-0.491391,1.9118e-06,8.64795e-07,2.74244e-06
2.9935e-06,1.1156e-06,-4.1091e-06,2.3967,-2.94209e-06,2.4172,2.34783,-0.74304,3.06553e-06,1.12791e-06,4.19145e-06
2.46237e-06,4.01494e-07,-2.86385e-06,2.37104,-2.06485e-06,2.57751,1.90412,-0.65178,2.64889e-06,4.19733e-07,2.98848e-06
1.01628e-07,-1.01447e-07,-1.80991e-10,2.3462,-1.31321e-10,3.05897,-2.0396,0.628631,1.5558e-07,2.22778e-07,3.16139e-07
2.86417e-06,9.27977e-07,-3.79215e-06,2.32369,-2.77476e-06,2.45229,2.44429,-0.691258,2.95781e-06,9.56371e-07,3.91415e-06
1.02192e-06,-1.14393e-07,-9.07529e-07,2.30109,-6.69327e-07,2.21877,-0.728897,-0.947679,1.0221e-06,1.1703e-07,9.07545e-07
1.94506e-06,5.48742e-07,-2.49381e-06,2.28007,-1.8538e-06,2.78565,2.89258,-0.330937,2.33403e-06,7.13022e-07,3.04393e-06
8.80515e-07,2.16742e-07,-1.09725e-06,2.26252,-8.21356e-07,2.18658,1.17316,-1.26696,8.80594e-07,4.18803e-07,1.15801e-06
1.28931e-06,-2.56398e-07,-1.03291e-06,2.24662,-7.78331e-07,2.59273,-1.81887,-0.257358,1.39556e-06,4.01092e-07,1.33296e-06
3.10901e-06,5.21269e-07,-3.63028e-06,2.23148,-2.75359e-06,2.65275,2.56201,-0.501431,3.45734e-06,5.57396e-07,4.01277e-06
4.27191e-06,2.49435e-07,-4.52135e-06,2.21813,-3.45022e-06,2.27014,1.2083,-0.959583,4.28244e-06,4.55784e-07,4.52208e-06
2.94947e-07,-4.08878e-07,1.13931e-07,2.20904,8.73088e-08,0.979007,-1.27945,-2.6821,8.60623e-07,4.33378e-07,6.74544e-07
7.0482e-07,4.89043e-08,-7.53724e-07,2.20623,-5.78371e-07,3.04356,-2.65522,0.0417853,1.06018e-06,3.43551e-07,1.35999e-06
3.6974e-06,1.35375e-07,-3.83277e-06,2.21178,-2.9334e-06,2.5534,2.7908,-0.578839,3.94095e-06,1.63005e-07,4.09955e-06
1.87368e-06,1.18368e-07,-1.99206e-06,2.2192,-1.51938e-06,2.39272,2.56482,-0.738205,1.90903e-06,1.26707e-07,2.03398e-06
2.86973e-06,4.68402e-08,-2.91657e-06,2.22163,-2.22206e-06,2.2807,-2.93707,-0.827006,2.8791e-06,1.13682e-07,2.93582e-06
8.26906e-07,-2.97808e-07,-5.291e-07,2.22252,-4.02943e-07,1.4398,-0.575355,-1.98115,1.14104e-06,3.18961e-07,1.04441e-06
2.69506e-06,1.48271e-07,-2.84334e-06,2.22532,-2.16264e-06,2.0636,1.71954,-1.09759,2.72033e-06,1.672e-07,2.87829e-06
2.90666e-06,2.03161e-07,-3.10981e-06,2.22909,-2.36133e-06,2.74437,2.88296,-0.387326,3.3978e-06,2.61903e-07,3.65737e-06
3.23416e-06,1.65428e-07,-3.3996e-06,2.22885,-2.58164e-06,2.00602,1.06534,-1.22505,3.29598e-06,3.91598e-07,3.5409e-06
2.17053e-06,-1.62919e-07,-2.00761e-06,2.22371,-1.5281e-06,1.83993,-0.649954,-1.34887,2.31926e-06,1.70102e-07,2.18645e-06
2.71121e-07,-9.29204e-08,-1.78201e-07,2.21518,-1.3617e-07,-2.89154,-1.95092,0.417267,7.3249e-07,1.74522e-07,8.4715e-07
2.52553e-06,3.41159e-07,-2.86669e-06,2.20478,-2.20127e-06,2.83394,2.64299,-0.328094,3.13458e-06,3.77608e-07,3.50606e-06
3.53014e-06,1.48159e-07,-3.6783e-06,2.19302,-2.84059e-06,2.59998,1.26345,-0.60404,3.83266e-06,2.50029e-07,3.89829e-06
2.37422e-06,-4.76775e-07,-1.89745e-06,2.14789,-1.50005e-06,1.73823,-0.534495,-1.57285,2.65198e-06,5.19208e-07,2.3504e-06
9.02074e-07,-1.86282e-07,-7.15791e-07,2.13663,-5.69426e-07,2.66927,-1.99487,-0.11035,1.01141e-06,3.76538e-07,1.06207e-06
3.34156e-06,-5.03637e-08,-3.2912e-06,2.03771,-2.58325e-06,2.08922,-2.3,-0.983543,3.36217e-06,2.38923e-07,3.29409e-06
2.95243e-06,-4.16302e-07,-2.53613e-06,2.03418,-2.27815e-06,1.97693,-0.2255,-1.32805,3.02745e-06,5.51849e-07,2.73806e-06
1.18056e-06,-9.81921e-08,-1.08236e-06,2.0412,-9.14359e-07,2.61224,-2.00721,-0.371563,1.2885e-06,2.02893e-07,1.28564e-06
3.962e-06,-1.14954e-07,-3.84704e-06,2.03495,-3.0584e-06,2.43844,-1.45092,-0.680665,4.07736e-06,1.31666e-07,3.98182e-06
3.50067e-06,-3.15037e-07,-3.18564e-06,2.02119,-2.68297e-06,1.94943,-1.07541,-1.20339,3.61352e-06,3.17879e-07,3.29801e-06
8.61484e-07,-2.60992e-07,-6.00492e-07,2.01252,-6.5736e-07,1.7818,-0.540861,-1.62943,9.42728e-07,2.83448e-07,7.77216e-07
3.07645e-06,-4.72442e-07,-2.60401e-06,2.01051,-2.34513e-06,2.82634,-0.823946,-0.246844,3.79725e-06,4.7573e-07,3.38969e-06
1.80478e-06,6.92569e-08,-1.87404e-06,2.01321,-1.37762e-06,2.01174,1.53234,-1.15109,1.83724e-06,8.81951e-08,1.91593e-06
