Demodulated Signal 1,Demodulated Signal 2,Demodulated Signal 3,Interferometric Phase,PTI Signal,Response Phase 1,Response Phase 2,Response Phase 3,Root Mean Square 1,Root Mean Square 2,Root Mean Square 3
-2.1692e-05,2.79387e-05,-6.24678e-06,0.831224,1.92188e-05,-0.751528,2.37849,-0.803661,2.20897e-05,2.83898e-05,6.30668e-06
-1.88289e-05,2.35399e-05,-4.71097e-06,0.832998,1.62007e-05,-0.853746,2.28414,-0.872261,1.89018e-05,2.36235e-05,4.72232e-06
-2.04229e-05,2.56917e-05,-5.26879e-06,0.835243,1.76925e-05,-0.850083,2.31215,-0.750503,2.05087e-05,2.58541e-05,5.36647e-06
-1.75326e-05,2.2409e-05,-4.87642e-06,0.832717,1.54212e-05,-0.831196,2.31605,-0.805256,1.764e-05,2.25607e-05,4.92209e-06
-1.36038e-05,1.84126e-05,-4.80891e-06,0.794155,1.25484e-05,-0.884633,2.26675,-0.847233,1.36259e-05,1.84537e-05,4.8304e-06
-1.65624e-05,2.3549e-05,-6.98656e-06,0.739683,1.58721e-05,-0.709233,2.4149,-0.768607,1.70198e-05,2.41034e-05,7.09241e-06
-2.05394e-05,3.03078e-05,-9.76849e-06,0.695949,2.02917e-05,-0.802733,2.35906,-0.740508,2.0739e-05,3.06953e-05,9.96937e-06
-1.44395e-05,2.28775e-05,-8.43802e-06,0.668984,1.52688e-05,-0.92912,2.24014,-0.854277,1.44406e-05,2.2896e-05,8.47029e-06
-1.58853e-05,2.44202e-05,-8.53487e-06,0.668447,1.62975e-05,-0.770742,2.3571,-0.810239,1.612e-05,2.47246e-05,8.60903e-06
-1.45742e-05,2.20675e-05,-7.49328e-06,0.667306,1.47257e-05,-0.791212,2.38129,-0.701226,1.47406e-05,2.24352e-05,7.71508e-06
-1.30388e-05,2.10698e-05,-8.03098e-06,0.660373,1.40504e-05,-0.751171,2.39421,-0.741251,1.32788e-05,2.14734e-05,8.19489e-06
-1.72265e-05,2.68976e-05,-9.6711e-06,0.654648,1.79273e-05,-0.684535,2.46072,-0.674371,1.78118e-05,2.78383e-05,1.0027e-05
-1.44237e-05,2.24215e-05,-7.99777e-06,0.676548,1.49765e-05,-1.09165,2.08274,-0.99909,1.45876e-05,2.25765e-05,8.01101e-06
-1.42788e-05,2.16367e-05,-7.35789e-06,0.698583,1.44912e-05,-0.620894,2.51099,-0.649613,1.50459e-05,2.27269e-05,7.68307e-06
-1.61848e-05,2.34754e-05,-7.29062e-06,0.708756,1.57448e-05,-1.02785,2.12705,-0.984929,1.62451e-05,2.3538e-05,7.29747e-06
-1.50155e-05,2.28931e-05,-7.87759e-06,0.702783,1.53414e-05,-0.726995,2.43175,-0.677535,1.5368e-05,2.35219e-05,8.16044e-06
-1.43095e-05,2.16171e-05,-7.30763e-06,0.676366,1.4439e-05,-0.862177,2.27857,-0.864689,1.43547e-05,2.1684e-05,7.32929e-06
-1.48984e-05,2.34366e-05,-8.53808e-06,0.647074,1.56105e-05,-0.971827,2.19816,-0.893918,1.49053e-05,2.34366e-05,8.5478e-06
-1.55036e-05,2.59305e-05,-1.04269e-05,0.620406,1.72406e-05,-0.827014,2.33333,-0.780548,1.56059e-05,2.61627e-05,1.05635e-05
-1.39433e-05,2.3985e-05,-1.00417e-05,0.594182,1.593e-05,-0.7663,2.37954,-0.75615,1.41603e-05,2.43769e-05,1.02169e-05
-1.41957e-05,2.51737e-05,-1.0978e-05,0.571001,1.67132e-05,-0.822826,2.32591,-0.806469,1.42964e-05,2.53746e-05,1.10789e-05
-1.30329e-05,2.42528e-05,-1.12199e-05,0.552076,1.61032e-05,-0.832125,2.33449,-0.77824,1.31114e-05,2.44738e-05,1.13713e-05
-1.36625e-05,2.5026e-05,-1.13635e-05,0.540168,1.66207e-05,-0.813732,2.31268,-0.847233,1.3775e-05,2.51857e-05,1.14143e-05
-1.50461e-05,2.74128e-05,-1.23667e-05,0.539882,1.82059e-05,-0.897259,2.27652,-0.826124,1.50609e-05,2.74933e-05,1.24496e-05
-1.20487e-05,2.24057e-05,-1.0357e-05,0.553286,1.48766e-05,-0.815015,2.36466,-0.73324,1.21459e-05,2.27129e-05,1.0586e-05
-1.39551e-05,2.47722e-05,-1.08171e-05,0.579722,1.64479e-05,-0.733407,2.38775,-0.780437,1.42631e-05,2.52153e-05,1.09591e-05
-1.66173e-05,2.73144e-05,-1.06971e-05,0.610946,1.81522e-05,-0.807298,2.3498,-0.767849,1.67683e-05,2.76238e-05,1.08606e-05
-1.78186e-05,2.91316e-05,-1.13129e-05,0.64213,1.93962e-05,-0.858614,2.30611,-0.799277,1.78801e-05,2.92964e-05,1.14285e-05
-1.77332e-05,2.71616e-05,-9.42851e-06,0.673779,1.81373e-05,-0.772376,2.35109,-0.824859,1.79901e-05,2.74746e-05,9.49312e-06
-1.54523e-05,2.35863e-05,-8.13404e-06,0.674782,1.57516e-05,-1.01595,2.15522,-0.929991,1.54951e-05,2.361e-05,8.13458e-06
-1.68794e-05,2.60757e-05,-9.19622e-06,0.686517,1.74375e-05,-0.719339,2.42998,-0.697517,1.73051e-05,2.67808e-05,9.47711e-06
-1.41279e-05,2.09567e-05,-6.82874e-06,0.698671,1.40359e-05,-0.759732,2.37406,-0.783752,1.43648e-05,2.12782e-05,6.91469e-06
-2.22605e-05,3.20301e-05,-9.76952e-06,0.718179,2.15124e-05,-0.768688,2.38988,-0.713453,2.25975e-05,3.26163e-05,1.00294e-05
-1.7503e-05,2.45723e-05,-7.06937e-06,0.753424,1.66033e-05,-0.984803,2.17742,-0.913049,1.75194e-05,2.45786e-05,7.07225e-06
-1.69654e-05,2.31766e-05,-6.21119e-06,0.78617,1.57664e-05,-0.755623,2.3886,-0.745838,1.7263e-05,2.3595e-05,6.33212e-06
-1.69161e-05,2.17031e-05,-4.787e-06,0.820802,1.48881e-05,-0.794172,2.33792,-0.837432,1.71016e-05,2.19112e-05,4.81309e-06
-1.72881e-05,2.16443e-05,-4.3562e-06,0.842993,1.49376e-05,-1.00726,2.15589,-0.89996,1.73254e-05,2.16653e-05,4.35998e-06
-1.96924e-05,2.48301e-05,-5.13773e-06,0.852964,1.71858e-05,-0.909709,2.22796,-0.928678,1.97024e-05,2.48398e-05,5.13816e-06
-1.73221e-05,2.1508e-05,-4.18589e-06,0.856013,1.48999e-05,-0.765235,2.37681,-0.762881,1.7595e-05,2.18487e-05,4.25363e-06
-2.02825e-05,2.4617e-05,-4.33445e-06,0.864787,1.7099e-05,-0.984297,2.15539,-0.995142,2.03011e-05,2.46415e-05,4.34067e-06
-2.20881e-05,2.62806e-05,-4.19258e-06,0.885014,1.83727e-05,-0.819177,2.33237,-0.757263,2.22547e-05,2.65126e-05,4.26483e-06
-1.8625e-05,2.2142e-05,-3.51692e-06,0.897643,1.55453e-05,-0.828882,2.32578,-0.747426,1.8744e-05,2.23183e-05,3.58427e-06
-2.23613e-05,2.64986e-05,-4.13736e-06,0.900917,1.86251e-05,-0.768421,2.37571,-0.752169,2.27008e-05,2.6913e-05,4.21272e-06
-1.87494e-05,2.30877e-05,-4.33833e-06,0.863106,1.60285e-05,-0.565249,2.55803,-0.665549,2.01603e-05,2.46508e-05,4.50904e-06
-2.11245e-05,2.74815e-05,-6.35695e-06,0.792287,1.87208e-05,-0.794613,2.35123,-0.776262,2.13548e-05,2.77988e-05,6.44483e-06
-1.30823e-05,2.01955e-05,-7.11327e-06,0.706124,1.354e-05,-0.713809,2.44977,-0.652041,1.34292e-05,2.08423e-05,7.42224e-06
-1.98846e-05,3.2521e-05,-1.26364e-05,0.621239,2.16234e-05,-0.758294,2.3884,-0.745195,2.02234e-05,3.31068e-05,1.28841e-05
-1.61628e-05,2.97338e-05,-1.3571e-05,0.54707,1.97442e-05,-0.921242,2.25859,-0.837682,1.61662e-05,2.97849e-05,1.36446e-05
-1.09873e-05,2.30542e-05,-1.20668e-05,0.484086,1.53578e-05,-0.672007,2.46281,-0.684981,1.1399e-05,2.38739e-05,1.24753e-05
-1.29886e-05,2.76035e-05,-1.46149e-05,0.433196,1.84899e-05,-0.689951,2.49423,-0.61041,1.3411e-05,2.88429e-05,1.54547e-05
-8.35422e-06,2.09338e-05,-1.25795e-05,0.393988,1.41072e-05,-0.690252,2.47085,-0.657904,8.62523e-06,2.17258e-05,1.31033e-05
-1.11715e-05,2.69399e-05,-1.57685e-05,0.368155,1.82429e-05,-0.777904,2.399,-0.71787,1.13228e-05,2.74823e-05,1.61715e-05
-8.62229e-06,2.33645e-05,-1.47422e-05,0.35456,1.58665e-05,-1.06466,2.13897,-0.966098,8.688e-06,2.34081e-05,1.47467e-05
-1.10331e-05,2.87831e-05,-1.775e-05,0.351175,1.95605e-05,-0.756095,2.40151,-0.730182,1.12257e-05,2.93775e-05,1.81541e-05
-1.17315e-05,2.92335e-05,-1.75019e-05,0.362473,1.98189e-05,-0.915165,2.30284,-0.788141,1.17356e-05,2.93887e-05,1.77101e-05
-8.8241e-06,2.2726e-05,-1.39019e-05,0.383494,1.53439e-05,-0.890879,2.28222,-0.839453,8.83546e-06,2.28031e-05,1.39748e-05
-1.24131e-05,2.82232e-05,-1.58101e-05,0.408792,1.89727e-05,-0.756775,2.40153,-0.727022,1.26281e-05,2.88062e-05,1.61812e-05
-1.20049e-05,2.73626e-05,-1.53578e-05,0.430903,1.83343e-05,-1.09451,2.12587,-0.95344,1.21466e-05,2.7438e-05,1.53589e-05
-1.00694e-05,2.26721e-05,-1.26026e-05,0.428725,1.51959e-05,-0.724703,2.40587,-0.744568,1.0311e-05,2.31611e-05,1.28513e-05
-1.23139e-05,2.84254e-05,-1.61116e-05,0.399578,1.91375e-05,-0.767485,2.41495,-0.695907,1.25029e-05,2.9095e-05,1.66104e-05
-9.29989e-06,2.34989e-05,-1.41989e-05,0.374582,1.58925e-05,-0.96182,2.20184,-0.925295,9.3018e-06,2.34989e-05,1.42008e-05
-9.52629e-06,2.51484e-05,-1.5622e-05,0.360257,1.70573e-05,-0.640207,2.52388,-0.604164,9.97594e-06,2.65276e-05,1.65556e-05
-9.47558e-06,2.40797e-05,-1.4604e-05,0.35694,1.63438e-05,-0.779696,2.41308,-0.695891,9.60113e-06,2.46368e-05,1.50562e-05
-1.04535e-05,2.66873e-05,-1.62337e-05,0.355495,1.81193e-05,-1.10329,2.09012,-1.01777,1.05917e-05,2.68492e-05,1.62809e-05
-9.51759e-06,2.57087e-05,-1.61912e-05,0.346649,1.74887e-05,-0.824266,2.3603,-0.756295,9.58347e-06,2.60426e-05,1.64732e-05
-9.25061e-06,2.56863e-05,-1.64356e-05,0.336026,1.7516e-05,-0.94869,2.20355,-0.932047,9.25084e-06,2.56864e-05,1.64364e-05
-9.35172e-06,2.49782e-05,-1.56264e-05,0.330027,1.70574e-05,-0.725616,2.44151,-0.684943,9.57415e-06,2.57248e-05,1.61556e-05
-8.89534e-06,2.3878e-05,-1.49827e-05,0.331942,1.62987e-05,-0.969283,2.26191,-0.826861,8.89875e-06,2.39239e-05,1.50819e-05
-9.99253e-06,2.78159e-05,-1.78233e-05,0.34835,1.8915e-05,-0.85321,2.31952,-0.804705,1.00317e-05,2.80157e-05,1.79916e-05
-1.2321e-05,2.8815e-05,-1.64941e-05,0.384148,1.94526e-05,-0.906675,2.25976,-0.863322,1.23285e-05,2.88666e-05,1.65447e-05
-1.07237e-05,2.45518e-05,-1.38281e-05,0.432961,1.64463e-05,-0.928346,2.27754,-0.814605,1.07246e-05,2.46258e-05,1.39404e-05
-1.15882e-05,2.38924e-05,-1.23042e-05,0.46901,1.59378e-05,-0.577811,2.55396,-0.596945,1.23997e-05,2.54714e-05,1.3073e-05
-1.16506e-05,2.30896e-05,-1.14391e-05,0.490966,1.53731e-05,-0.863868,2.33923,-0.740797,1.16859e-05,2.33153e-05,1.16737e-05
-1.19244e-05,2.38349e-05,-1.19105e-05,0.506896,1.58522e-05,-0.867817,2.26794,-0.879508,1.19569e-05,2.389e-05,1.19335e-05
-1.38845e-05,2.59239e-05,-1.20394e-05,0.521011,1.72288e-05,-0.829045,2.32931,-0.79304,1.39729e-05,2.61421e-05,1.21735e-05
-1.29484e-05,2.52077e-05,-1.22594e-05,0.531122,1.6746e-05,-1.04954,2.13253,-0.966073,1.30242e-05,2.52652e-05,1.2263e-05
-1.51782e-05,2.80768e-05,-1.28986e-05,0.534452,1.86499e-05,-0.699988,2.43787,-0.708124,1.56322e-05,2.88903e-05,1.32583e-05
-1.30466e-05,2.40262e-05,-1.09796e-05,0.536943,1.59581e-05,-0.901623,2.27922,-0.81606,1.30571e-05,2.41018e-05,1.10667e-05
-1.18751e-05,2.25161e-05,-1.06409e-05,0.541593,1.49532e-05,-0.691818,2.46237,-0.665259,1.22554e-05,2.33139e-05,1.10605e-05
-1.2376e-05,2.2214e-05,-9.83795e-06,0.546299,1.4751e-05,-0.634568,2.51665,-0.612923,1.29832e-05,2.33762e-05,1.03943e-05
-1.11312e-05,2.0006e-05,-8.87484e-06,0.554662,1.32831e-05,-1.08719,2.0974,-0.989742,1.12502e-05,2.01118e-05,8.88514e-06
-1.61972e-05,2.95401e-05,-1.33429e-05,0.568774,1.9612e-05,-0.739904,2.42636,-0.685653,1.65324e-05,3.03134e-05,1.37921e-05
-1.5099e-05,2.68343e-05,-1.17353e-05,0.581532,1.78175e-05,-1.0199,2.13589,-0.987405,1.51454e-05,2.68895e-05,1.17477e-05
-1.34717e-05,2.33311e-05,-9.85938e-06,0.591807,1.54947e-05,-0.723844,2.42924,-0.696756,1.37975e-05,2.39578e-05,1.01625e-05
-1.32299e-05,2.17833e-05,-8.55339e-06,0.607461,1.44743e-05,-0.542397,2.61119,-0.512099,1.43589e-05,2.37641e-05,9.40784e-06
-1.64411e-05,2.66851e-05,-1.02439e-05,0.621509,1.77433e-05,-0.894776,2.27621,-0.818518,1.64592e-05,2.67627e-05,1.03219e-05
-1.41107e-05,2.42535e-05,-1.01428e-05,0.614637,1.61208e-05,-0.781297,2.35222,-0.80064,1.42939e-05,2.45372e-05,1.02444e-05
-1.67568e-05,2.84079e-05,-1.16511e-05,0.589557,1.88653e-05,-1.02052,2.1541,-0.939844,1.68091e-05,2.84379e-05,1.16511e-05
-1.12024e-05,2.06981e-05,-9.49562e-06,0.5649,1.37416e-05,-0.755781,2.37606,-0.777083,1.13987e-05,2.1023e-05,9.62558e-06
-1.41498e-05,2.5201e-05,-1.10512e-05,0.547424,1.67341e-05,-0.924331,2.24203,-0.867937,1.41519e-05,2.52233e-05,1.10812e-05
-1.09721e-05,2.188e-05,-1.09078e-05,0.512838,1.45471e-05,-0.839367,2.32261,-0.798592,1.10297e-05,2.20455e-05,1.10203e-05
-1.49529e-05,3.12172e-05,-1.62642e-05,0.453155,2.08589e-05,-0.853187,2.29266,-0.845026,1.50115e-05,3.13517e-05,1.63404e-05
-9.15131e-06,2.31608e-05,-1.40095e-05,0.384427,1.56347e-05,-1.06154,2.14821,-0.948556,9.21754e-06,2.31918e-05,1.40098e-05
-9.1496e-06,2.54238e-05,-1.62741e-05,0.321998,1.73959e-05,-0.608611,2.53021,-0.612949,9.68138e-06,2.68757e-05,1.71943e-05
-9.52274e-06,2.94871e-05,-1.99644e-05,0.274835,2.04393e-05,-0.96573,2.263,-0.837281,9.52552e-06,2.95458e-05,2.00735e-05
-7.03956e-06,2.5898e-05,-1.88585e-05,0.234562,1.81859e-05,-0.958384,2.24164,-0.878191,7.04055e-06,2.59204e-05,1.88964e-05
-6.90806e-06,2.51961e-05,-1.82881e-05,0.199783,1.79186e-05,-0.90333,2.31864,-0.792935,6.91312e-06,2.53745e-05,1.8492e-05
-4.60594e-06,2.10398e-05,-1.64339e-05,0.179272,1.50847e-05,-0.9329,2.39333,-0.698298,4.60611e-06,2.14392e-05,1.69326e-05
-5.80733e-06,2.51267e-05,-1.93194e-05,0.177761,1.8026e-05,-0.822108,2.34422,-0.789968,5.84903e-06,2.53903e-05,1.95436e-05
-5.36758e-06,2.26406e-05,-1.72731e-05,0.197853,1.61132e-05,-1.06119,2.25891,-0.827444,5.40619e-06,2.26799e-05,1.73862e-05
-5.50306e-06,1.97113e-05,-1.42082e-05,0.238232,1.38242e-05,-0.645757,2.49765,-0.643247,5.75297e-06,2.06179e-05,1.48649e-05
-8.44981e-06,2.46917e-05,-1.6242e-05,0.28968,1.70413e-05,-0.907322,2.27505,-0.845414,8.45478e-06,2.47614e-05,1.63174e-05
-1.07418e-05,2.77073e-05,-1.69655e-05,0.344344,1.88581e-05,-0.846476,2.32884,-0.791543,1.07905e-05,2.79389e-05,1.71583e-05
-1.01932e-05,2.38103e-05,-1.3617e-05,0.396694,1.60382e-05,-0.65435,2.51575,-0.604838,1.06287e-05,2.50486e-05,1.44274e-05
-9.8531e-06,2.11514e-05,-1.12983e-05,0.444595,1.41474e-05,-0.753077,2.39711,-0.737015,1.00308e-05,2.1569e-05,1.15389e-05
-1.24763e-05,2.50737e-05,-1.25974e-05,0.48768,1.66983e-05,-0.820515,2.34133,-0.780314,1.25683e-05,2.53262e-05,1.27631e-05
-1.21254e-05,2.31863e-05,-1.10609e-05,0.523857,1.54075e-05,-1.05703,2.12387,-0.974373,1.22067e-05,2.32537e-05,1.10668e-05
-1.42427e-05,2.71327e-05,-1.289e-05,0.551201,1.80157e-05,-0.868417,2.29272,-0.827354,1.42809e-05,2.72498e-05,1.29746e-05
-1.42666e-05,2.47495e-05,-1.04829e-05,0.570787,1.64315e-05,-0.922706,2.23464,-0.885551,1.42691e-05,2.47644e-05,1.04994e-05
-1.63514e-05,2.83501e-05,-1.19988e-05,0.585851,1.88254e-05,-1.11311,2.06845,-1.01802,1.65949e-05,2.85972e-05,1.20339e-05
-1.54604e-05,2.7087e-05,-1.16266e-05,0.598875,1.79928e-05,-0.727109,2.41405,-0.728114,1.58229e-05,2.77196e-05,1.18967e-05
-1.86734e-05,3.04367e-05,-1.17633e-05,0.611114,2.02274e-05,-0.916966,2.22589,-0.91369,1.86791e-05,3.04469e-05,1.17679e-05
-1.53227e-05,2.59949e-05,-1.06722e-05,0.615831,1.72793e-05,-0.871362,2.30728,-0.781666,1.53606e-05,2.61452e-05,1.08101e-05
-1.32596e-05,2.23544e-05,-9.09489e-06,0.609726,1.48552e-05,-0.729617,2.40433,-0.748445,1.35632e-05,2.28294e-05,9.26721e-06
-1.73818e-05,2.902e-05,-1.16382e-05,0.598473,1.92765e-05,-0.785057,2.3764,-0.7358,1.7597e-05,2.94774e-05,1.18891e-05
-1.36399e-05,2.44955e-05,-1.08556e-05,0.588508,1.62667e-05,-1.07929,2.08217,-1.03433,1.37703e-05,2.46665e-05,1.09024e-05
-1.45251e-05,2.48928e-05,-1.03676e-05,0.581358,1.65283e-05,-0.896991,2.24053,-0.906762,1.45396e-05,2.49132e-05,1.03739e-05
-1.60567e-05,2.89764e-05,-1.29196e-05,0.569293,1.92377e-05,-0.95284,2.22923,-0.862216,1.60578e-05,2.89888e-05,1.29604e-05
-1.30022e-05,2.38838e-05,-1.08816e-05,0.552117,1.58582e-05,-0.650436,2.484,-0.666192,1.35734e-05,2.48804e-05,1.13077e-05
-1.35901e-05,2.5148e-05,-1.15579e-05,0.537419,1.67029e-05,-0.906793,2.28114,-0.80643,1.35983e-05,2.5231e-05,1.16643e-05
-1.19191e-05,2.31479e-05,-1.12288e-05,0.528843,1.53789e-05,-0.877632,2.27703,-0.850729,1.19435e-05,2.32167e-05,1.12753e-05
-1.55906e-05,2.88206e-05,-1.32299e-05,0.526357,1.91495e-05,-0.713291,2.44961,-0.667172,1.60059e-05,2.97423e-05,1.37442e-05
-1.43891e-05,2.70664e-05,-1.26774e-05,0.53051,1.79812e-05,-0.866392,2.31906,-0.773319,1.44298e-05,2.72594e-05,1.2859e-05
-1.30169e-05,2.45781e-05,-1.15612e-05,0.538296,1.6324e-05,-0.681484,2.48148,-0.636356,1.347e-05,2.5585e-05,1.21215e-05
-1.38543e-05,2.58336e-05,-1.19793e-05,0.541719,1.71563e-05,-0.706589,2.4573,-0.658825,1.42458e-05,2.6713e-05,1.24747e-05
-1.45573e-05,2.7098e-05,-1.25408e-05,0.539383,1.79971e-05,-0.864402,2.29167,-0.833168,1.46007e-05,2.72123e-05,1.26149e-05
-1.35215e-05,2.51216e-05,-1.16001e-05,0.53529,1.66865e-05,-0.781806,2.36781,-0.764446,1.3696e-05,2.54796e-05,1.17846e-05
-1.58473e-05,2.94831e-05,-1.36358e-05,0.531503,1.9586e-05,-0.97133,2.18995,-0.928743,1.58543e-05,2.94846e-05,1.3637e-05
-1.27142e-05,2.40726e-05,-1.13584e-05,0.528577,1.59934e-05,-0.762597,2.42129,-0.673903,1.29206e-05,2.46743e-05,1.17779e-05
-1.23103e-05,2.37245e-05,-1.14142e-05,0.527741,1.57626e-05,-0.987467,2.14288,-1.01082,1.23233e-05,2.37632e-05,1.14416e-05
-1.4739e-05,2.70206e-05,-1.22816e-05,0.529507,1.79514e-05,-0.949944,2.21577,-0.896916,1.47396e-05,2.70239e-05,1.22939e-05
-1.21255e-05,2.35768e-05,-1.14512e-05,0.534626,1.56607e-05,-0.984067,2.19181,-0.913459,1.21365e-05,2.35776e-05,1.14558e-05
-1.50381e-05,2.73755e-05,-1.23375e-05,0.54348,1.81796e-05,-0.748541,2.39068,-0.753815,1.53227e-05,2.78808e-05,1.25582e-05
-1.65455e-05,2.97007e-05,-1.31553e-05,0.556509,1.97195e-05,-0.849896,2.32507,-0.774945,1.66153e-05,2.99345e-05,1.33401e-05
-1.60489e-05,2.91288e-05,-1.308e-05,0.57474,1.93395e-05,-0.878502,2.26834,-0.866821,1.60809e-05,2.9197e-05,1.31166e-05
-1.61925e-05,2.72252e-05,-1.10328e-05,0.595173,1.80825e-05,-0.963024,2.2114,-0.882084,1.61962e-05,2.7227e-05,1.10523e-05
-1.11141e-05,1.92903e-05,-8.17619e-06,0.60421,1.28161e-05,-0.674561,2.44928,-0.716695,1.15225e-05,1.99056e-05,8.38741e-06
-1.64513e-05,2.75312e-05,-1.10798e-05,0.60095,1.82891e-05,-0.845619,2.32186,-0.781622,1.65274e-05,2.77368e-05,1.12231e-05
-1.59827e-05,2.81114e-05,-1.21288e-05,0.595522,1.86713e-05,-0.913536,2.25201,-0.85812,1.5989e-05,2.81495e-05,1.21711e-05
-1.795e-05,3.10461e-05,-1.30961e-05,0.576305,2.06127e-05,-0.766285,2.37702,-0.762223,1.82294e-05,3.1539e-05,1.33097e-05
-1.44267e-05,2.76951e-05,-1.32684e-05,0.521112,1.84058e-05,-1.09039,2.10465,-0.978213,1.45879e-05,2.78215e-05,1.32773e-05
-9.78313e-06,2.13763e-05,-1.15931e-05,0.455477,1.42796e-05,-0.804783,2.32586,-0.824995,9.87541e-06,2.15467e-05,1.16724e-05
-1.21671e-05,2.83761e-05,-1.6209e-05,0.393859,1.9123e-05,-0.926775,2.22911,-0.901753,1.21684e-05,2.83882e-05,1.62219e-05
-1.13581e-05,2.97461e-05,-1.83879e-05,0.343743,2.02484e-05,-0.867561,2.32713,-0.781996,1.13893e-05,2.99881e-05,1.86246e-05
-8.0037e-06,2.38758e-05,-1.58721e-05,0.306025,1.64042e-05,-0.993033,2.21674,-0.890499,8.0143e-06,2.38791e-05,1.58929e-05
-6.92227e-06,2.26677e-05,-1.57455e-05,0.276977,1.57023e-05,-0.889258,2.3144,-0.800159,6.93176e-06,2.28168e-05,1.59043e-05
-8.00438e-06,2.68205e-05,-1.88161e-05,0.256511,1.86968e-05,-0.777102,2.38721,-0.744781,8.11391e-06,2.72974e-05,1.91865e-05
-7.64924e-06,2.47779e-05,-1.71286e-05,0.245411,1.73356e-05,-0.926247,2.30581,-0.795846,7.65014e-06,2.49172e-05,1.73122e-05
-5.5652e-06,2.08774e-05,-1.53122e-05,0.24116,1.46275e-05,-1.16345,2.10265,-0.99272,5.70503e-06,2.09767e-05,1.53323e-05
-5.78458e-06,2.09497e-05,-1.51652e-05,0.240378,1.4682e-05,-0.496034,2.63183,-0.515045,6.41043e-06,2.30672e-05,1.66577e-05
-8.62745e-06,2.88333e-05,-2.02059e-05,0.24269,2.01913e-05,-1.04181,2.15727,-0.959672,8.67096e-06,2.88596e-05,2.02092e-05
-7.75769e-06,2.68331e-05,-1.90755e-05,0.254772,1.87161e-05,-1.00594,2.23781,-0.86235,7.77378e-06,2.68523e-05,1.91355e-05
-7.82104e-06,2.53708e-05,-1.75497e-05,0.272496,1.75984e-05,-0.840411,2.30753,-0.831239,7.86124e-06,2.55182e-05,1.76571e-05
-1.07121e-05,3.22214e-05,-2.15093e-05,0.279779,2.23017e-05,-0.889634,2.31949,-0.788846,1.07265e-05,3.24528e-05,2.17627e-05
-5.29307e-06,1.77925e-05,-1.24994e-05,0.277717,1.23224e-05,-0.775088,2.4059,-0.719195,5.3673e-06,1.81764e-05,1.28151e-05
-8.63149e-06,2.56126e-05,-1.69812e-05,0.280907,1.77217e-05,-0.876248,2.27564,-0.860725,8.64995e-06,2.56861e-05,1.70368e-05
-7.49096e-06,2.25888e-05,-1.50979e-05,0.294005,1.5571e-05,-0.864536,2.35061,-0.755042,7.51325e-06,2.28475e-05,1.53645e-05
-8.75325e-06,2.54375e-05,-1.66842e-05,0.310768,1.74553e-05,-0.916586,2.22509,-0.916463,8.75599e-06,2.54455e-05,1.66894e-05
-7.83047e-06,2.08506e-05,-1.30202e-05,0.327587,1.42472e-05,-0.791097,2.45293,-0.629432,7.91999e-06,2.15358e-05,1.36814e-05
-7.01644e-06,1.95493e-05,-1.25329e-05,0.340624,1.33169e-05,-0.949674,2.24848,-0.86155,7.01667e-06,1.95723e-05,1.25731e-05
-1.07036e-05,2.79425e-05,-1.72389e-05,0.33903,1.90413e-05,-0.606165,2.55832,-0.569249,1.13353e-05,2.98376e-05,1.85071e-05
-6.69852e-06,1.90556e-05,-1.23571e-05,0.325192,1.30283e-05,-1.24936,2.00335,-1.07569,7.0288e-06,1.94301e-05,1.2469e-05
-9.84366e-06,2.84867e-05,-1.86431e-05,0.313668,1.9533e-05,-1.28451,1.85955,-1.28074,1.04522e-05,3.02213e-05,1.97692e-05
-1.35079e-05,3.8471e-05,-2.49631e-05,0.313424,2.63807e-05,-0.973074,2.25351,-0.842341,1.35146e-05,3.85261e-05,2.50866e-05
-1.30311e-05,3.53773e-05,-2.23461e-05,0.328578,2.41674e-05,-0.385677,2.77272,-0.359238,1.53412e-05,4.20942e-05,2.67564e-05
-9.14894e-06,2.32978e-05,-1.41488e-05,0.352938,1.58267e-05,-0.861532,2.31053,-0.811463,9.17834e-06,2.34408e-05,1.42695e-05
-1.08775e-05,2.66559e-05,-1.57784e-05,0.372645,1.80344e-05,-0.77499,2.41232,-0.698251,1.10302e-05,2.72683e-05,1.62573e-05
-1.06865e-05,2.55479e-05,-1.48614e-05,0.384589,1.72456e-05,-0.882178,2.29366,-0.823442,1.07054e-05,2.56604e-05,1.49657e-05
-9.8666e-06,2.353e-05,-1.36634e-05,0.395925,1.58515e-05,-0.773394,2.42487,-0.676672,1.00078e-05,2.41377e-05,1.41573e-05
-1.14516e-05,2.73318e-05,-1.58802e-05,0.41058,1.83683e-05,-0.835934,2.32651,-0.800105,1.15158e-05,2.7552e-05,1.60405e-05
-1.19983e-05,2.66094e-05,-1.46111e-05,0.429554,1.78328e-05,-0.894027,2.24559,-0.897616,1.20119e-05,2.6637e-05,1.46252e-05
-1.41111e-05,2.93479e-05,-1.52368e-05,0.4538,1.96084e-05,-0.986154,2.18031,-0.938232,1.41251e-05,2.93536e-05,1.52369e-05
-1.00733e-05,2.15255e-05,-1.14521e-05,0.476393,1.4349e-05,-0.63509,2.50533,-0.637296,1.05658e-05,2.25694e-05,1.20036e-05
