i,X1,Y1,X2,Y2,X3,Y3,DC1,DC2,DC3
433,-0.0000016095,0.0000018437,-0.0000002366,-0.0000000201,0.0000019038,-0.0000019871,0.3693979943,0.0085029306,0.5015555815
434,0.0000001499,-0.0000008541,0.0000000870,-0.0000002091,-0.0000002043,0.0000009593,0.3681964181,0.0083798408,0.5030356636
435,-0.0000020998,-0.0000007620,-0.0000001001,-0.0000002829,0.0000031695,0.0000005673,0.3667172276,0.0082165814,0.5048784763
436,-0.0000004798,-0.0000020249,-0.0000000572,-0.0000003885,0.0000005568,0.0000013201,0.3656702357,0.0081079856,0.5061441621
437,0.0000006158,0.0000010226,0.0000001603,-0.0000000434,-0.0000002942,-0.0000014324,0.3651060059,0.0080407468,0.5068454072
438,0.0000004204,0.0000004834,0.0000000693,-0.0000001337,-0.0000002100,-0.0000009098,0.3642362829,0.0079444325,0.5078673936
439,0.0000014123,-0.0000015278,0.0000001207,-0.0000004237,-0.0000018256,0.0000014289,0.3635784211,0.0078690436,0.5086473742
440,-0.0000002701,-0.0000014178,-0.0000000014,-0.0000004601,0.0000006913,0.0000009450,0.3625957883,0.0077693792,0.5098131767
441,0.0000008826,-0.0000006670,0.0000000733,-0.0000002755,-0.0000010204,0.0000001610,0.3615920714,0.0076707460,0.5110738193
442,-0.0000011953,0.0000006912,-0.0000000867,-0.0000001888,0.0000006029,-0.0000014328,0.3609936680,0.0076094074,0.5117906753
443,-0.0000008217,0.0000012065,0.0000000387,-0.0000001356,0.0000012789,-0.0000010394,0.3608029785,0.0075898445,0.5120357746
444,0.0000007060,0.0000006679,0.0000000934,-0.0000003032,-0.0000010894,-0.0000019550,0.3597572806,0.0074934302,0.5133272952
445,0.0000001328,-0.0000000297,0.0000000139,-0.0000002798,-0.0000004340,0.0000006657,0.3580904573,0.0073468149,0.5153244479
446,-0.0000003083,0.0000006491,-0.0000000479,-0.0000001163,0.0000002926,-0.0000002456,0.3567506178,0.0072315939,0.5170122769
447,0.0000015099,-0.0000001048,0.0000002675,-0.0000002118,-0.0000007951,0.0000002675,0.3558087095,0.0071563988,0.5180944945
448,0.0000016744,-0.0000006632,0.0000002543,-0.0000003694,-0.0000008765,-0.0000000410,0.3548312213,0.0070885850,0.5192531666
449,-0.0000007291,-0.0000005351,-0.0000000478,-0.0000002359,0.0000013767,-0.0000001140,0.3535885330,0.0069932144,0.5207697636
450,-0.0000015809,0.0000010227,-0.0000001080,-0.0000001055,0.0000031260,-0.0000014454,0.3522733657,0.0068891624,0.5223229442
451,-0.0000005488,-0.0000017075,0.0000000229,-0.0000002500,0.0000008732,0.0000022274,0.3506816030,0.0067652788,0.5242346559
452,-0.0000005128,-0.0000009631,-0.0000000859,-0.0000002335,0.0000008047,0.0000005355,0.3492121514,0.0066488266,0.5259524818
453,0.0000003759,-0.0000013694,0.0000001771,-0.0000002075,-0.0000005938,0.0000012153,0.3486171110,0.0066174573,0.5266406908
454,-0.0000015609,0.0000011956,-0.0000000324,-0.0000001403,0.0000021219,-0.0000021483,0.3483298516,0.0065987444,0.5269608884
455,-0.0000016619,0.0000002375,-0.0000000641,-0.0000001597,0.0000019569,0.0000001016,0.3480975688,0.0065804190,0.5271849649
456,-0.0000000258,0.0000004358,0.0000000941,-0.0000003056,0.0000000024,-0.0000013725,0.3481358429,0.0065857441,0.5271448941
457,0.0000006823,-0.0000002081,0.0000002014,-0.0000002644,-0.0000005470,-0.0000001906,0.3480128193,0.0065704189,0.5272814985
458,0.0000003109,-0.0000000684,0.0000000858,-0.0000002046,-0.0000011592,0.0000011845,0.3477280165,0.0065530435,0.5276204691
459,-0.0000009937,-0.0000013464,-0.0000000789,-0.0000003379,0.0000011467,0.0000010124,0.3479470287,0.0065709251,0.5273587779
460,0.0000021897,-0.0000004546,0.0000003402,-0.0000001981,-0.0000014913,0.0000007145,0.3484707903,0.0066044070,0.5267421739
461,-0.0000003245,-0.0000018575,0.0000000685,-0.0000003835,-0.0000001148,0.0000013407,0.3483238258,0.0065940256,0.5268804468
462,-0.0000003343,-0.0000009800,0.0000000289,-0.0000002541,0.0000006530,0.0000000994,0.3485657788,0.0066054445,0.5266103690
463,0.0000002274,0.0000002385,0.0000000049,-0.0000001718,-0.0000008439,-0.0000011643,0.3494701254,0.0066683957,0.5255258328
464,0.0000006164,-0.0000015492,0.0000001578,-0.0000003423,-0.0000008037,0.0000013166,0.3505158921,0.0067454472,0.5242663776
465,0.0000009291,-0.0000004823,0.0000001453,-0.0000002568,-0.0000010008,0.0000005927,0.3514210326,0.0068142797,0.5231972774
466,-0.0000008466,-0.0000024493,0.0000000585,-0.0000004368,0.0000012685,0.0000029779,0.3524074972,0.0068936188,0.5220030528
467,-0.0000016064,0.0000024068,-0.0000000471,-0.0000000207,0.0000019266,-0.0000031366,0.3527321306,0.0069150504,0.5216153748
468,0.0000010198,0.0000002308,0.0000001701,-0.0000003046,-0.0000017806,0.0000001200,0.3533466175,0.0069623826,0.5208720278
469,0.0000004723,-0.0000012520,0.0000000636,-0.0000004093,-0.0000010774,0.0000012352,0.3536774080,0.0069882956,0.5204679140
470,-0.0000003554,0.0000007719,0.0000000181,-0.0000002013,0.0000004385,-0.0000007830,0.3544773212,0.0070504780,0.5195268878
471,-0.0000004170,-0.0000004155,-0.0000000230,-0.0000002478,0.0000010883,0.0000000170,0.3553894565,0.0071232794,0.5184332402
472,0.0000002407,0.0000007570,0.0000000757,-0.0000001896,-0.0000002831,-0.0000011592,0.3565256672,0.0072104248,0.5170987178
473,0.0000000561,-0.0000001698,0.0000000531,-0.0000001376,-0.0000002296,0.0000004111,0.3572935821,0.0072778823,0.5161769084
474,0.0000002864,-0.0000005363,0.0000000448,-0.0000002212,-0.0000005401,0.0000004810,0.3577648425,0.0073162205,0.5155739092
475,0.0000015415,-0.0000012877,0.0000002199,-0.0000002742,-0.0000020101,0.0000007717,0.3580443633,0.0073408210,0.5152170780
476,0.0000010414,0.0000003515,0.0000001572,-0.0000002303,-0.0000014414,-0.0000003859,0.3582437852,0.0073507212,0.5149640795
477,0.0000006642,-0.0000006596,0.0000000692,-0.0000002077,-0.0000011582,0.0000011941,0.3582693826,0.0073532462,0.5149188155
478,0.0000008337,-0.0000019786,0.0000001179,-0.0000004143,-0.0000003761,0.0000019978,0.3580838063,0.0073403897,0.5151233316
479,-0.0000000327,-0.0000006915,0.0000000729,-0.0000002228,-0.0000005775,0.0000010163,0.3580119774,0.0073372084,0.5152100037
480,-0.0000006096,-0.0000017092,0.0000000340,-0.0000003478,0.0000008450,0.0000019278,0.3580462573,0.0073388772,0.5151588216
481,-0.0000002184,-0.0000018298,-0.0000000037,-0.0000003353,0.0000000702,0.0000020351,0.3583573700,0.0073573963,0.5147574012
482,-0.0000012690,-0.0000008497,-0.0000000574,-0.0000004111,0.0000013152,0.0000004957,0.3589088480,0.0073990971,0.5141106879
483,0.0000001718,0.0000002848,0.0000000884,-0.0000002237,-0.0000001143,0.0000001111,0.3592973155,0.0074338540,0.5136672657
484,-0.0000001741,-0.0000012112,0.0000000613,-0.0000003036,0.0000006620,0.0000014183,0.3597087987,0.0074733610,0.5131533322
485,0.0000003210,-0.0000005334,0.0000000850,-0.0000002866,-0.0000003126,0.0000002547,0.3605585189,0.0075580814,0.5121120103
486,0.0000005386,0.0000000001,0.0000000190,-0.0000002021,-0.0000006033,-0.0000000943,0.3618679979,0.0076844650,0.5105056165
487,-0.0000002477,0.0000006042,0.0000000812,-0.0000001603,-0.0000002468,-0.0000009312,0.3636172641,0.0078644685,0.5083836331
488,0.0000009942,0.0000005263,0.0000001397,-0.0000002401,-0.0000000132,-0.0000011881,0.3655540256,0.0080639785,0.5060134696
489,0.0000019293,-0.0000017096,0.0000002499,-0.0000004921,-0.0000014946,0.0000025597,0.3670155135,0.0082292004,0.5042275509
490,-0.0000003693,-0.0000006636,-0.0000000143,-0.0000003054,-0.0000001745,0.0000005642,0.3676601485,0.0082936016,0.5034337155
491,0.0000005951,0.0000001903,0.0000001657,-0.0000002361,0.0000002442,-0.0000003905,0.3676621675,0.0082947329,0.5034406898
492,0.0000003329,-0.0000004395,0.0000001173,-0.0000003201,-0.0000006125,-0.0000000217,0.3678807547,0.0083244085,0.5031574945
493,-0.0000011779,-0.0000005858,-0.0000000686,-0.0000003271,0.0000011191,-0.0000003493,0.3686842746,0.0084168477,0.5021673173
494,0.0000010952,0.0000006009,0.0000001636,-0.0000001291,-0.0000015064,0.0000001379,0.3695296317,0.0085060744,0.5011388628
495,0.0000003098,-0.0000014575,0.0000000631,-0.0000003783,-0.0000003945,0.0000014615,0.3700533433,0.0085654568,0.5005000986
496,0.0000009400,0.0000000340,0.0000001729,-0.0000002818,-0.0000011979,0.0000000005,0.3703254568,0.0085873197,0.5001601281
497,-0.0000005543,0.0000011812,-0.0000000169,-0.0000000333,0.0000002189,-0.0000018012,0.3705563894,0.0086149015,0.4998787264
498,0.0000014925,-0.0000004782,0.0000001088,-0.0000003097,-0.0000016657,0.0000004436,0.3709055138,0.0086558585,0.4994563208
499,0.0000004227,0.0000006289,0.0000001228,-0.0000001709,-0.0000000874,-0.0000003861,0.3711242385,0.0086857966,0.4991775875
500,0.0000029450,-0.0000015217,0.0000002772,-0.0000004189,-0.0000034439,0.0000011506,0.3711731767,0.0086862091,0.4991034203
501,0.0000005017,-0.0000000759,0.0000000772,-0.0000002423,-0.0000002898,-0.0000000858,0.3703763827,0.0085936011,0.5000934664
502,0.0000002791,-0.0000008057,-0.0000000251,-0.0000003752,-0.0000002751,-0.0000002589,0.3691276686,0.0084591298,0.5016374417
503,0.0000003094,-0.0000004693,-0.0000000611,-0.0000002409,-0.0000012667,0.0000002373,0.3677657822,0.0083112582,0.5032844687
504,0.0000003344,0.0000010505,0.0000000211,-0.0000001063,0.0000000190,-0.0000019704,0.3666595069,0.0081898372,0.5046502377
505,0.0000001034,-0.0000009662,0.0000000294,-0.0000002497,0.0000007579,0.0000013045,0.3654620063,0.0080510095,0.5061146527
506,0.0000003740,0.0000002303,0.0000001207,-0.0000001510,-0.0000004239,0.0000000881,0.3644097762,0.0079380261,0.5073865941
507,0.0000000639,-0.0000011988,-0.0000000582,-0.0000002614,-0.0000012337,0.0000006622,0.3635017352,0.0078323116,0.5084896158
508,0.0000000865,-0.0000011089,-0.0000000560,-0.0000003661,-0.0000003303,0.0000017137,0.3629900003,0.0077802981,0.5090922087
509,0.0000002346,-0.0000014840,0.0000000719,-0.0000003178,-0.0000003552,0.0000013431,0.3623536541,0.0077139844,0.5098820258
510,0.0000004162,-0.0000009687,0.0000000775,-0.0000003399,-0.0000008048,0.0000005937,0.3617773788,0.0076631959,0.5105966382
511,0.0000001565,-0.0000015892,0.0000000442,-0.0000003773,-0.0000002259,0.0000013557,0.3612417468,0.0076160637,0.5112541192
512,0.0000011092,-0.0000000675,0.0000001702,-0.0000001587,-0.0000011662,0.0000004558,0.3608599490,0.0075776380,0.5117239198
513,0.0000006184,-0.0000010981,0.0000001327,-0.0000003031,-0.0000002478,0.0000000400,0.3604757884,0.0075424998,0.5121860838
514,-0.0000016416,-0.0000003357,-0.0000001233,-0.0000003002,0.0000017822,-0.0000001878,0.3602678653,0.0075229870,0.5124127225
515,-0.0000004332,0.0000005349,0.0000001158,-0.0000001115,0.0000001705,-0.0000002021,0.3603001386,0.0075316496,0.5123822569
516,0.0000002823,0.0000016953,0.0000001423,-0.0000000955,0.0000005486,-0.0000017688,0.3603444511,0.0075362810,0.5123055962
517,-0.0000004698,-0.0000001656,0.0000000211,-0.0000002824,0.0000001270,-0.0000000427,0.3604708502,0.0075396560,0.5121657297
518,0.0000007652,0.0000004531,0.0000001034,-0.0000001953,-0.0000003473,-0.0000018140,0.3606214278,0.0075458374,0.5119563892
519,0.0000005060,-0.0000009220,0.0000000612,-0.0000002273,-0.0000006662,0.0000016531,0.3609555188,0.0075770693,0.5115429138
520,0.0000001949,-0.0000012666,-0.0000000017,-0.0000002876,0.0000001332,0.0000007783,0.3613377354,0.0076090449,0.5110829121
521,0.0000008200,-0.0000010420,0.0000001984,-0.0000002935,-0.0000010852,0.0000017489,0.3616687822,0.0076512707,0.5107199128
522,0.0000000722,0.0000002549,0.0000000834,-0.0000002618,-0.0000003307,-0.0000001155,0.3619213867,0.0076779337,0.5104064207
523,-0.0000003119,-0.0000000090,0.0000000282,-0.0000001536,0.0000012095,0.0000011712,0.3619703874,0.0076876151,0.5103648188
524,-0.0000001614,-0.0000007965,0.0000000624,-0.0000002728,0.0000017357,0.0000006550,0.3618852753,0.0076761086,0.5104486975
525,-0.0000011804,-0.0000006500,-0.0000000644,-0.0000003416,0.0000011159,0.0000005936,0.3618932077,0.0076715960,0.5104313806
526,0.0000002790,0.0000003241,-0.0000000095,-0.0000002335,-0.0000009937,-0.0000001719,0.3621407802,0.0077020966,0.5101271063
527,0.0000000886,0.0000006924,0.0000001382,-0.0000002373,0.0000011605,-0.0000005376,0.3623911281,0.0077303972,0.5098274815
528,0.0000006488,0.0000007179,0.0000001917,-0.0000001894,-0.0000003784,-0.0000012698,0.3624453421,0.0077368785,0.5097584825
529,0.0000001914,-0.0000002341,0.0000001229,-0.0000002254,0.0000003181,0.0000007066,0.3621982258,0.0077097655,0.5101211257
530,0.0000005835,0.0000003796,0.0000000536,-0.0000002167,-0.0000005016,0.0000006347,0.3618966832,0.0076825838,0.5105153030
531,0.0000009839,0.0000001764,0.0000001450,-0.0000001542,-0.0000009897,0.0000000108,0.3615647362,0.0076489019,0.5109301032
532,0.0000005579,-0.0000007466,0.0000000014,-0.0000003534,-0.0000014441,0.0000012618,0.3614682913,0.0076330328,0.5110263306
533,0.0000001439,-0.0000009826,-0.0000000138,-0.0000002575,-0.0000003805,0.0000006852,0.3616661818,0.0076506894,0.5107511532
534,-0.0000004378,0.0000000223,0.0000000706,-0.0000001476,0.0000008170,0.0000008983,0.3619683496,0.0076818650,0.5103816670
535,-0.0000000300,-0.0000015555,0.0000000295,-0.0000004078,0.0000004142,0.0000002742,0.3621301037,0.0077047092,0.5101629025
536,-0.0000004273,-0.0000016283,0.0000001346,-0.0000002896,0.0000007295,0.0000016456,0.3622042454,0.0077138219,0.5100524329
537,-0.0000004758,-0.0000016877,-0.0000000271,-0.0000004244,0.0000007044,0.0000018042,0.3624872792,0.0077380536,0.5097531018
538,-0.0000010952,-0.0000002160,-0.0000000105,-0.0000002998,0.0000008187,0.0000006524,0.3626789063,0.0077556539,0.5094879297
539,0.0000000735,0.0000007964,0.0000001032,-0.0000001877,0.0000000302,-0.0000014860,0.3621555198,0.0076991591,0.5101298685
540,-0.0000000660,0.0000007257,0.0000000210,-0.0000002798,-0.0000011390,-0.0000000171,0.3618040263,0.0076685710,0.5105928949
541,0.0000006451,0.0000002581,0.0000001821,-0.0000002500,-0.0000000201,0.0000001419,0.3623650995,0.0077197032,0.5098959368
542,-0.0000003533,-0.0000002642,0.0000000431,-0.0000002960,-0.0000002799,-0.0000004815,0.3630618543,0.0078010923,0.5090929899
543,0.0000007110,0.0000009571,0.0000001081,-0.0000002375,-0.0000006339,-0.0000017379,0.3634234429,0.0078345554,0.5086776335
544,0.0000001811,-0.0000001730,0.0000000372,-0.0000002755,0.0000002606,-0.0000002682,0.3636130947,0.0078520432,0.5084322218
545,0.0000015169,-0.0000003238,0.0000000962,-0.0000001842,-0.0000026332,0.0000009214,0.3637327117,0.0078608746,0.5083046227
546,0.0000006113,-0.0000017931,0.0000001025,-0.0000004022,-0.0000007283,0.0000008716,0.3639621816,0.0078913940,0.5080148281
547,0.0000001696,-0.0000007092,-0.0000000187,-0.0000002785,0.0000008717,0.0000019813,0.3637831625,0.0078687936,0.5082270558
548,-0.0000004769,-0.0000017933,0.0000000883,-0.0000004349,0.0000011128,0.0000013916,0.3637882320,0.0078580683,0.5082656080
549,-0.0000004687,-0.0000011337,0.0000000678,-0.0000002860,-0.0000004945,0.0000013095,0.3639694639,0.0078811375,0.5080364508
550,-0.0000010788,0.0000001871,0.0000000546,-0.0000002751,0.0000016073,-0.0000000978,0.3641653104,0.0079033817,0.5077929702
551,-0.0000007512,-0.0000005470,-0.0000000184,-0.0000002926,0.0000004854,0.0000017659,0.3636615203,0.0078518745,0.5083930634
552,-0.0000012137,-0.0000003530,-0.0000000168,-0.0000003032,0.0000012978,0.0000004761,0.3623242499,0.0077135968,0.5100418027
553,0.0000004101,-0.0000004916,0.0000000941,-0.0000003346,-0.0000003367,-0.0000006611,0.3608287634,0.0075719567,0.5118610492
554,0.0000003582,-0.0000002014,0.0000000669,-0.0000002854,-0.0000006520,-0.0000004658,0.3595689289,0.0074557732,0.5134204166
555,0.0000008429,-0.0000007557,0.0000000626,-0.0000002457,-0.0000013354,0.0000004619,0.3583841113,0.0073551713,0.5147836735
556,0.0000000764,-0.0000003053,0.0000000450,-0.0000002325,0.0000003498,-0.0000003380,0.3571853980,0.0072468880,0.5162158106
557,0.0000004192,-0.0000008651,0.0000001539,-0.0000002679,0.0000006804,0.0000002341,0.3562025027,0.0071621989,0.5174294644
558,-0.0000006042,-0.0000003431,0.0000000707,-0.0000002795,0.0000006187,0.0000002904,0.3551403775,0.0070779535,0.5186504361
559,0.0000003416,-0.0000009014,0.0000001445,-0.0000003270,0.0000001150,0.0000018647,0.3535410888,0.0069546199,0.5205521677
560,-0.0000013233,-0.0000006449,-0.0000000671,-0.0000002179,0.0000024431,0.0000012070,0.3521997740,0.0068503742,0.5221522621
561,0.0000001918,0.0000009790,0.0000000981,-0.0000001719,-0.0000003348,-0.0000010628,0.3514428857,0.0067859980,0.5230755714
562,-0.0000001042,0.0000007924,0.0000000802,-0.0000002642,0.0000001152,-0.0000009261,0.3512319059,0.0067718914,0.5233198208
563,0.0000000397,0.0000002918,0.0000000701,-0.0000001810,0.0000005473,0.0000001597,0.3508454700,0.0067451347,0.5237483633
564,0.0000003513,0.0000001764,0.0000000011,-0.0000002477,-0.0000009195,-0.0000002476,0.3506372280,0.0067339720,0.5240506940
565,0.0000008674,0.0000006096,0.0000001288,-0.0000002097,0.0000005777,0.0000003559,0.3510755963,0.0067666851,0.5235533150
566,0.0000012660,-0.0000006423,0.0000001188,-0.0000003798,-0.0000013363,0.0000000548,0.3520135852,0.0068354239,0.5224018672
567,0.0000013566,-0.0000003416,0.0000000952,-0.0000002305,-0.0000002456,-0.0000001776,0.3529869604,0.0069085940,0.5212609432
568,0.0000035172,0.0000001988,0.0000003042,-0.0000002711,-0.0000031016,-0.0000006316,0.3545088632,0.0070297088,0.5194241299
569,0.0000001643,-0.0000010035,0.0000000752,-0.0000002142,-0.0000004074,0.0000012267,0.3563180191,0.0071680240,0.5172713560
570,0.0000011497,-0.0000010825,0.0000001757,-0.0000002918,-0.0000007888,0.0000007507,0.3581894150,0.0073299583,0.5149086416
571,0.0000013327,0.0000013951,0.0000001182,-0.0000001546,-0.0000022117,-0.0000020056,0.3597636690,0.0074653609,0.5130344384
572,0.0000010649,-0.0000034194,0.0000001634,-0.0000004958,-0.0000009224,0.0000044096,0.3615954906,0.0076357766,0.5107996794
573,0.0000008781,0.0000001832,0.0000001549,-0.0000001719,0.0000001212,0.0000007380,0.3639301208,0.0078749187,0.5079421545
574,0.0000000967,-0.0000014712,0.0000001265,-0.0000003485,-0.0000003585,0.0000004622,0.3659633897,0.0080949791,0.5055075665
575,-0.0000002249,-0.0000017843,0.0000000225,-0.0000003864,0.0000009600,0.0000020256,0.3670256525,0.0082113126,0.5041997913
576,0.0000001034,-0.0000004231,0.0000000796,-0.0000003394,0.0000003394,0.0000011563,0.3665377835,0.0081505239,0.5047847674
577,0.0000013587,-0.0000008327,0.0000001888,-0.0000002263,-0.0000000959,-0.0000001686,0.3659960318,0.0080854289,0.5053846669
578,-0.0000008849,-0.0000012064,-0.0000000103,-0.0000003528,0.0000010385,-0.0000000010,0.3664818005,0.0081408487,0.5048365369
579,-0.0000008215,-0.0000008572,-0.0000000177,-0.0000002525,0.0000004910,0.0000018270,0.3676015652,0.0082778326,0.5034686868
580,-0.0000011341,-0.0000016064,-0.0000001000,-0.0000004873,0.0000006271,0.0000016825,0.3688189624,0.0084080226,0.5019606765
581,-0.0000017084,0.0000000434,-0.0000001306,-0.0000002557,0.0000021905,-0.0000007634,0.3695606486,0.0084798239,0.5010766631
582,0.0000004847,-0.0000009728,0.0000001038,-0.0000003201,-0.0000001833,0.0000014701,0.3699742633,0.0085322499,0.5005121599
583,0.0000004002,-0.0000016864,0.0000000866,-0.0000004808,-0.0000005838,0.0000016128,0.3701791798,0.0085499815,0.5002542557
584,0.0000001997,-0.0000006841,0.0000000533,-0.0000003395,-0.0000004988,0.0000002136,0.3703066041,0.0085614317,0.5001113145
585,-0.0000021842,-0.0000009759,-0.0000000767,-0.0000003219,0.0000023569,0.0000012408,0.3705335862,0.0085885385,0.4998530354
586,-0.0000007277,0.0000003973,-0.0000000863,-0.0000000777,-0.0000001437,-0.0000020740,0.3710183798,0.0086451833,0.4992799955
587,-0.0000000843,-0.0000005661,0.0000000605,-0.0000002054,0.0000006873,0.0000003082,0.3717007951,0.0087123283,0.4984891474
588,-0.0000000863,0.0000000711,0.0000000568,-0.0000002311,-0.0000005655,-0.0000010546,0.3726064170,0.0088211054,0.4973683651
589,-0.0000010732,-0.0000004705,-0.0000000233,-0.0000002812,0.0000015185,0.0000010894,0.3736130719,0.0089427202,0.4961354633
590,0.0000009542,-0.0000017446,0.0000001205,-0.0000003403,-0.0000017425,0.0000019500,0.3745462851,0.0090544349,0.4950321042
591,-0.0000009753,-0.0000004152,-0.0000000226,-0.0000003414,0.0000016623,0.0000002442,0.3753934237,0.0091657432,0.4939459433
592,-0.0000001347,-0.0000000310,-0.0000000047,-0.0000003075,0.0000000517,-0.0000007039,0.3761010676,0.0092526011,0.4930500562
593,0.0000006334,-0.0000005868,0.0000000907,-0.0000002724,-0.0000011993,0.0000003744,0.3766543083,0.0093238650,0.4924220346
594,-0.0000003421,0.0000001102,0.0000000289,-0.0000002601,0.0000001776,-0.0000009049,0.3771193366,0.0093845599,0.4918241037
595,-0.0000006333,-0.0000000830,0.0000000308,-0.0000001589,0.0000003730,-0.0000007139,0.3775940725,0.0094576550,0.4912203046
596,0.0000000538,-0.0000003171,-0.0000000409,-0.0000003582,-0.0000006161,-0.0000008369,0.3781981893,0.0095344502,0.4904988804
597,-0.0000000875,-0.0000011200,0.0000000352,-0.0000003772,-0.0000002327,0.0000007587,0.3787111431,0.0096034703,0.4898658281
598,-0.0000010481,0.0000019378,-0.0000000593,0.0000000314,0.0000008614,-0.0000012612,0.3791775966,0.0096682903,0.4892666161
599,0.0000000744,0.0000006964,0.0000001712,-0.0000001595,-0.0000014879,-0.0000007526,0.3795770218,0.0097176975,0.4887843105
600,0.0000004060,0.0000002406,0.0000001479,-0.0000001826,0.0000012690,-0.0000001906,0.3798946668,0.0097696922,0.4883741161
601,-0.0000002360,-0.0000000521,-0.0000000372,-0.0000002974,0.0000013488,-0.0000010718,0.3802752018,0.0098181869,0.4878888233
602,0.0000005607,0.0000005711,0.0000000864,-0.0000001553,-0.0000010568,-0.0000004611,0.3804005571,0.0098316809,0.4876992870
603,-0.0000004004,0.0000000203,-0.0000001670,-0.0000001948,-0.0000014179,-0.0000000245,0.3803769225,0.0098310434,0.4877420950
604,0.0000017298,0.0000001000,0.0000002290,-0.0000002229,-0.0000018430,-0.0000002631,0.3802722889,0.0098160993,0.4879020032
605,0.0000002129,0.0000002742,0.0000001189,-0.0000001496,0.0000007849,0.0000012091,0.3802047419,0.0098107805,0.4880295460
606,-0.0000002325,-0.0000015780,-0.0000000717,-0.0000003995,-0.0000001845,0.0000008235,0.3801293562,0.0097943364,0.4881717186
607,-0.0000002840,-0.0000015068,0.0000000051,-0.0000003609,0.0000012224,0.0000002873,0.3799572194,0.0097661421,0.4883653108
608,-0.0000002953,-0.0000015113,0.0000000154,-0.0000005247,-0.0000003028,0.0000005620,0.3798565739,0.0097533356,0.4885215631
609,0.0000002111,-0.0000004798,0.0000000649,-0.0000003570,-0.0000006503,0.0000005943,0.3798013348,0.0097419604,0.4885182509
610,0.0000004943,0.0000009177,0.0000001027,-0.0000001482,-0.0000008150,-0.0000009574,0.3799085125,0.0097553794,0.4883595864
611,0.0000017464,-0.0000008093,0.0000002206,-0.0000002476,-0.0000010610,0.0000009225,0.3799309781,0.0097632421,0.4883447192
612,0.0000005993,-0.0000006243,0.0000000637,-0.0000002758,-0.0000002170,0.0000020320,0.3800202470,0.0097729173,0.4882359493
613,0.0000010649,-0.0000001949,0.0000000774,-0.0000001026,-0.0000019586,0.0000003153,0.3802871348,0.0098138118,0.4878976536
614,-0.0000005841,-0.0000003884,-0.0000000541,-0.0000002946,-0.0000000450,0.0000019513,0.3809840209,0.0099067198,0.4870563795
615,-0.0000000112,-0.0000016666,0.0000001089,-0.0000004255,-0.0000003278,0.0000015509,0.3818939558,0.0100303159,0.4859463773
616,-0.0000003526,0.0000003578,0.0000000528,-0.0000001220,-0.0000011348,0.0000007795,0.3825188755,0.0101211239,0.4851827013
617,0.0000001455,-0.0000011611,0.0000000058,-0.0000003145,0.0000017198,0.0000018393,0.3824914591,0.0101158050,0.4851752271
618,0.0000005227,-0.0000018783,0.0000001743,-0.0000004167,-0.0000008130,0.0000015844,0.3823729111,0.0101012110,0.4853132001
619,0.0000010654,-0.0000003780,0.0000002195,-0.0000002559,-0.0000010897,0.0000005612,0.3821062921,0.0100605165,0.4857097022
620,-0.0000003128,-0.0000001850,-0.0000000192,-0.0000001235,-0.0000003147,0.0000017848,0.3816267806,0.0099973903,0.4863151636
621,-0.0000013228,-0.0000005514,-0.0000000830,-0.0000003387,0.0000016027,0.0000022242,0.3811134704,0.0099280015,0.4869595772
622,-0.0000003462,-0.0000016078,0.0000000251,-0.0000004204,-0.0000013552,0.0000017129,0.3805706874,0.0098519063,0.4876083528
623,-0.0000004430,-0.0000011871,0.0000000120,-0.0000003075,0.0000003348,0.0000005887,0.3799726215,0.0097714922,0.4883998571
624,0.0000004031,-0.0000010173,0.0000001423,-0.0000002976,-0.0000012441,0.0000017845,0.3791530618,0.0096544963,0.4894290928
625,-0.0000009556,-0.0000007908,-0.0000000491,-0.0000003177,0.0000019254,0.0000009686,0.3781545581,0.0095163061,0.4906597822
626,-0.0000001358,-0.0000004479,0.0000000700,-0.0000003042,-0.0000020650,-0.0000012585,0.3772699017,0.0094027290,0.4917861452
627,-0.0000003343,-0.0000005379,0.0000000185,-0.0000003141,0.0000002351,0.0000009035,0.3763023586,0.0092690327,0.4930455004
628,-0.0000000065,-0.0000008474,0.0000000604,-0.0000003239,0.0000011254,0.0000000195,0.3756834835,0.0091840936,0.4938446477
629,-0.0000012643,-0.0000005423,-0.0000000603,-0.0000002985,0.0000018792,0.0000016784,0.3753222699,0.0091352114,0.4941898177
630,-0.0000010055,0.0000002741,-0.0000000370,-0.0000002893,0.0000008835,-0.0000008716,0.3751788871,0.0091152735,0.4943509195
631,0.0000008055,-0.0000000270,0.0000000577,-0.0000002927,-0.0000009051,-0.0000003845,0.3747495576,0.0090594599,0.4949134417
632,0.0000009913,0.0000006713,0.0000001616,-0.0000001131,-0.0000007497,-0.0000019583,0.3742263086,0.0089926149,0.4955602675
633,0.0000014829,-0.0000001382,0.0000002305,-0.0000002592,-0.0000014566,0.0000001996,0.3745509795,0.0090383283,0.4951405491
634,0.0000009575,-0.0000013306,0.0000000915,-0.0000003816,-0.0000009789,0.0000006289,0.3756640057,0.0091760434,0.4937871600
635,0.0000016674,-0.0000028574,0.0000002517,-0.0000006086,-0.0000015402,0.0000020080,0.3759378382,0.0092118753,0.4934410088
636,0.0000002743,-0.0000010435,0.0000000615,-0.0000003227,0.0000000228,0.0000010432,0.3763379386,0.0092652514,0.4929363931
