i,X1,Y1,X2,Y2,X3,Y3,DC1,DC2,DC3
203,0.0000008005,0.0000008134,0.0000001041,-0.0000001617,-0.0000009865,0.0000002269,0.3569990216,0.0072567819,0.5202677350
204,0.0000002675,-0.0000000453,0.0000000309,-0.0000002132,0.0000002263,-0.0000000336,0.3565112276,0.0072207500,0.5208798270
205,0.0000006324,-0.0000008741,0.0000000438,-0.0000002703,-0.0000006592,0.0000006074,0.3566715503,0.0072295251,0.5206610937
206,-0.0000002495,-0.0000013938,-0.0000000305,-0.0000002628,0.0000007687,0.0000022157,0.3572795926,0.0072797823,0.5198032338
207,0.0000020052,-0.0000012618,0.0000001695,-0.0000002815,-0.0000019749,0.0000013344,0.3576436816,0.0073113329,0.5192878067
208,-0.0000003375,-0.0000016085,0.0000000437,-0.0000004100,0.0000001888,0.0000016156,0.3574861093,0.0073045703,0.5194686939
209,-0.0000016506,-0.0000016674,-0.0000000604,-0.0000002672,0.0000016079,0.0000011216,0.3574592430,0.0072982014,0.5195039152
210,-0.0000011824,-0.0000009813,-0.0000000735,-0.0000002591,0.0000013162,0.0000004117,0.3576466132,0.0073210581,0.5192225823
211,0.0000007721,-0.0000001126,0.0000001601,-0.0000002085,-0.0000008488,-0.0000004015,0.3578984676,0.0073412335,0.5188629451
212,-0.0000002693,-0.0000018747,0.0000000135,-0.0000002602,0.0000000753,0.0000010950,0.3581261811,0.0073595214,0.5185660137
213,-0.0000009741,-0.0000009339,0.0000000080,-0.0000002378,0.0000015950,0.0000003912,0.3579270842,0.0073417585,0.5187622869
214,-0.0000002792,-0.0000000947,0.0000000808,-0.0000002386,0.0000001572,-0.0000004702,0.3577155793,0.0073199581,0.5190127981
215,0.0000004889,0.0000001001,0.0000000198,-0.0000002575,-0.0000002972,0.0000000115,0.3575749219,0.0073078516,0.5192063965
216,0.0000000847,0.0000015783,0.0000000228,-0.0000001607,0.0000003557,-0.0000015798,0.3571731525,0.0072709259,0.5197537890
217,-0.0000009696,0.0000008986,0.0000000140,-0.0000002208,0.0000004384,-0.0000006872,0.3564764227,0.0072151186,0.5206434768
218,0.0000002056,0.0000008144,0.0000000663,-0.0000001481,0.0000000434,-0.0000019036,0.3558238492,0.0071720490,0.5214127085
219,-0.0000002428,0.0000006017,0.0000000383,-0.0000002247,-0.0000000296,-0.0000009370,0.3553734292,0.0071381922,0.5219195303
220,-0.0000009115,-0.0000003516,0.0000000032,-0.0000002323,0.0000013589,0.0000003479,0.3548455233,0.0070918288,0.5225207047
221,0.0000013504,-0.0000004359,0.0000001049,-0.0000003201,-0.0000009746,0.0000011275,0.3543020151,0.0070529468,0.5231990584
222,0.0000004386,-0.0000011707,0.0000000339,-0.0000003533,-0.0000007327,0.0000012597,0.3538839123,0.0070177524,0.5236950814
223,-0.0000006055,0.0000012591,0.0000000395,-0.0000002384,0.0000003378,-0.0000016176,0.3540017289,0.0070310339,0.5235252367
224,0.0000012101,0.0000003851,0.0000001117,-0.0000002476,-0.0000011042,-0.0000002179,0.3538787178,0.0070195649,0.5236386560
225,0.0000020858,-0.0000002753,0.0000000674,-0.0000002565,-0.0000013819,0.0000000438,0.3532803769,0.0069789891,0.5243318145
226,0.0000010455,0.0000006385,0.0000000792,-0.0000001735,-0.0000020352,-0.0000013108,0.3528941535,0.0069434697,0.5247864230
227,-0.0000004145,-0.0000006503,0.0000000328,-0.0000002130,-0.0000004065,0.0000001514,0.3526487813,0.0069299069,0.5250580132
228,-0.0000008333,0.0000016960,0.0000000082,-0.0000000904,0.0000000663,-0.0000021375,0.3520352695,0.0068801060,0.5258003478
229,0.0000000962,-0.0000015536,0.0000000579,-0.0000001949,0.0000001746,0.0000008007,0.3515428561,0.0068385552,0.5263881048
230,0.0000012156,0.0000010282,0.0000001369,-0.0000002656,-0.0000017195,-0.0000007978,0.3510612380,0.0068075734,0.5269264295
231,0.0000016909,0.0000001797,0.0000001101,-0.0000001950,-0.0000024561,-0.0000001991,0.3507704844,0.0067835479,0.5272558574
232,0.0000005671,-0.0000000342,-0.0000000375,-0.0000002235,-0.0000001332,0.0000000022,0.3503165201,0.0067497410,0.5277920074
233,0.0000003475,-0.0000004129,0.0000001074,-0.0000003249,-0.0000008580,0.0000001215,0.3495203700,0.0066990651,0.5287619555
234,-0.0000008838,0.0000008252,-0.0000000814,-0.0000002151,0.0000009792,-0.0000011201,0.3487812717,0.0066495704,0.5296218215
235,0.0000005631,-0.0000009402,0.0000000214,-0.0000002686,-0.0000001830,0.0000007934,0.3482646987,0.0066165322,0.5301794754
236,0.0000009261,0.0000008011,0.0000000866,-0.0000002039,-0.0000010023,-0.0000005587,0.3480075185,0.0065988569,0.5305008417
237,-0.0000010230,0.0000004778,-0.0000000206,-0.0000002466,0.0000010316,-0.0000004897,0.3477964762,0.0065846941,0.5307022393
238,-0.0000002552,-0.0000008391,0.0000000650,-0.0000002530,0.0000003056,0.0000005749,0.3474686986,0.0065617312,0.5310952542
239,0.0000001410,-0.0000000791,0.0000000320,-0.0000002192,-0.0000002397,-0.0000001391,0.3471794889,0.0065377995,0.5314377683
240,0.0000016202,-0.0000020240,0.0000001365,-0.0000003175,-0.0000011834,0.0000019137,0.3470250546,0.0065273930,0.5315958517
241,0.0000016274,-0.0000010027,0.0000001430,-0.0000003121,-0.0000018846,0.0000008587,0.3468423225,0.0065210054,0.5318148349
242,-0.0000017492,0.0000000577,-0.0000000688,-0.0000002610,0.0000021370,-0.0000001806,0.3466073955,0.0065069426,0.5320447233
243,0.0000017564,-0.0000024895,0.0000001280,-0.0000003215,-0.0000014067,0.0000029088,0.3464419534,0.0064991800,0.5321925703
244,0.0000010989,0.0000001454,0.0000001098,-0.0000002536,-0.0000009057,-0.0000001009,0.3463937778,0.0065004738,0.5322256043
245,-0.0000000365,0.0000002252,0.0000000405,-0.0000001697,-0.0000001647,-0.0000003825,0.3463224615,0.0064953862,0.5322789049
246,-0.0000009277,-0.0000009921,0.0000000614,-0.0000002648,0.0000007977,0.0000012597,0.3461896614,0.0064898423,0.5323925805
247,-0.0000019765,-0.0000003691,0.0000000283,-0.0000002476,0.0000020917,0.0000000673,0.3462163965,0.0064912986,0.5323510036
248,-0.0000008997,-0.0000003049,0.0000000278,-0.0000002974,0.0000013953,0.0000007232,0.3464705261,0.0064971925,0.5320406300
249,-0.0000005472,-0.0000010035,0.0000000542,-0.0000002812,0.0000004363,-0.0000001522,0.3468369780,0.0065235305,0.5315666235
250,0.0000002996,-0.0000009740,0.0000000408,-0.0000002898,-0.0000001753,0.0000014251,0.3473099949,0.0065572936,0.5309621057
251,-0.0000005409,0.0000010534,-0.0000000035,-0.0000002050,0.0000002265,-0.0000013375,0.3479661314,0.0065986631,0.5301497223
252,0.0000013212,0.0000007370,0.0000001018,-0.0000001972,-0.0000016512,-0.0000014887,0.3488210899,0.0066553955,0.5291195867
253,-0.0000007751,0.0000001382,0.0000000690,-0.0000002872,0.0000002253,-0.0000000498,0.3488319727,0.0066612956,0.5290373766
254,0.0000002441,-0.0000006853,0.0000000042,-0.0000002239,-0.0000004034,0.0000003435,0.3473422432,0.0065640062,0.5308384375
255,0.0000006134,-0.0000001540,0.0000000471,-0.0000002919,-0.0000005162,-0.0000001750,0.3469345793,0.0065311244,0.5313065571
256,0.0000007036,-0.0000006386,0.0000000433,-0.0000002750,-0.0000008054,0.0000004401,0.3483915666,0.0066286012,0.5295053712
257,0.0000007668,-0.0000013464,0.0000000499,-0.0000002718,-0.0000004792,0.0000012710,0.3501915275,0.0067565599,0.5273386300
258,0.0000016392,-0.0000003790,0.0000000825,-0.0000002452,-0.0000010643,0.0000008083,0.3514000422,0.0068361302,0.5258930880
259,-0.0000001567,-0.0000013975,-0.0000000197,-0.0000002265,-0.0000002566,0.0000014815,0.3521046606,0.0068874561,0.5249916389
260,-0.0000005319,0.0000006995,0.0000000286,-0.0000001693,0.0000002374,-0.0000011558,0.3526358732,0.0069304507,0.5242810761
261,-0.0000012298,-0.0000002394,-0.0000000331,-0.0000001774,0.0000012896,0.0000007081,0.3536207063,0.0070061584,0.5230623291
262,0.0000004447,0.0000008996,0.0000001094,-0.0000002164,-0.0000003618,-0.0000009872,0.3547912844,0.0070869162,0.5216971662
263,-0.0000000304,0.0000005584,0.0000000849,-0.0000001780,-0.0000000847,-0.0000003228,0.3557476321,0.0071598176,0.5205393690
264,-0.0000014738,-0.0000005670,0.0000000237,-0.0000002509,0.0000017478,-0.0000000281,0.3564897371,0.0072196437,0.5196342453
265,-0.0000007559,-0.0000006124,0.0000000380,-0.0000002863,0.0000008282,0.0000003367,0.3563616002,0.0072075622,0.5197952159
266,0.0000004268,-0.0000002207,0.0000000507,-0.0000002700,-0.0000001595,0.0000005530,0.3556119317,0.0071509361,0.5206810541
267,-0.0000006588,-0.0000006521,0.0000000234,-0.0000003195,0.0000004141,0.0000006177,0.3557014881,0.0071586675,0.5205548299
268,0.0000008717,0.0000005384,0.0000000480,-0.0000002723,0.0000000381,-0.0000005062,0.3563763523,0.0072048559,0.5197006008
269,-0.0000004769,0.0000000768,0.0000000111,-0.0000003343,0.0000008262,-0.0000001066,0.3567436855,0.0072389003,0.5192531041
270,-0.0000014812,-0.0000002962,-0.0000000182,-0.0000003776,0.0000012404,0.0000004979,0.3576603839,0.0073128892,0.5180324135
271,-0.0000000504,-0.0000009477,0.0000000479,-0.0000002013,0.0000002134,0.0000002554,0.3590494179,0.0074326665,0.5163520525
272,0.0000009060,0.0000019107,0.0000000760,-0.0000002179,-0.0000013632,-0.0000016180,0.3598886429,0.0075050929,0.5153328783
273,0.0000004937,-0.0000005704,0.0000000156,-0.0000002851,-0.0000003002,0.0000007350,0.3594651517,0.0074663609,0.5158894323
274,0.0000021424,-0.0000002754,0.0000001336,-0.0000003024,-0.0000019820,0.0000010184,0.3585338512,0.0073890907,0.5169726748
275,-0.0000001836,-0.0000007296,0.0000001114,-0.0000003621,-0.0000008528,0.0000004870,0.3579529441,0.0073422835,0.5176172134
276,0.0000011804,-0.0000006166,0.0000000682,-0.0000003176,-0.0000011305,0.0000007064,0.3579284281,0.0073357084,0.5176647147
277,-0.0000009605,-0.0000001152,-0.0000000064,-0.0000003472,0.0000003790,0.0000006197,0.3582108368,0.0073593214,0.5172696749
278,-0.0000004428,-0.0000007905,-0.0000000395,-0.0000003035,0.0000002786,0.0000011914,0.3586283396,0.0073948158,0.5167863069
279,0.0000005506,0.0000008697,0.0000000233,-0.0000002119,-0.0000004549,-0.0000009768,0.3590012986,0.0074238788,0.5163692132
280,-0.0000004692,-0.0000001979,-0.0000000384,-0.0000002377,0.0000001619,0.0000001904,0.3592261679,0.0074407792,0.5161052722
281,-0.0000010732,-0.0000023956,-0.0000000115,-0.0000003158,0.0000006860,0.0000018131,0.3595329176,0.0074687984,0.5157171692
282,0.0000002098,-0.0000007671,0.0000000537,-0.0000002243,-0.0000002117,0.0000012538,0.3599571838,0.0075003240,0.5151713015
283,-0.0000005678,-0.0000005587,0.0000001400,-0.0000002678,0.0000006036,0.0000002717,0.3602620332,0.0075282308,0.5147792552
284,-0.0000011284,-0.0000011442,-0.0000000138,-0.0000002795,0.0000011737,0.0000010913,0.3606020876,0.0075619002,0.5143457257
285,0.0000005623,-0.0000003673,0.0000000805,-0.0000003244,-0.0000002705,0.0000006720,0.3613071811,0.0076293140,0.5134706926
286,-0.0000021919,-0.0000008454,-0.0000001024,-0.0000002844,0.0000028505,0.0000009033,0.3620413662,0.0077006966,0.5125212048
287,0.0000012464,-0.0000000964,0.0000000642,-0.0000002632,-0.0000005995,0.0000000661,0.3624940177,0.0077425599,0.5119098378
288,0.0000000339,-0.0000000365,0.0000001000,-0.0000002115,0.0000004274,-0.0000003184,0.3629521888,0.0077788481,0.5113804684
289,0.0000008260,-0.0000013169,0.0000001335,-0.0000003640,-0.0000007601,0.0000015886,0.3634151417,0.0078264427,0.5107643831
290,-0.0000011268,0.0000000514,0.0000000463,-0.0000002339,0.0000009627,0.0000000175,0.3636790853,0.0078542745,0.5103832856
291,-0.0000016756,0.0000006165,-0.0000001227,-0.0000001596,0.0000018786,-0.0000011130,0.3637855504,0.0078674623,0.5102383883
292,-0.0000005344,0.0000011372,0.0000000012,-0.0000001990,0.0000006377,-0.0000008346,0.3637516706,0.0078674560,0.5102587050
293,0.0000016780,-0.0000013371,0.0000002258,-0.0000003685,-0.0000019731,0.0000013793,0.3638424834,0.0078743437,0.5101215631
294,0.0000004658,-0.0000029277,-0.0000000073,-0.0000004876,-0.0000003040,0.0000023730,0.3638443400,0.0078776750,0.5101122828
295,-0.0000001242,0.0000012663,0.0000000495,-0.0000001372,-0.0000001016,-0.0000019930,0.3637472700,0.0078711748,0.5101935680
296,0.0000008002,-0.0000008132,0.0000001124,-0.0000004000,-0.0000017731,0.0000009391,0.3636564509,0.0078504807,0.5103165301
297,0.0000001989,0.0000007545,0.0000000185,-0.0000001829,0.0000008638,-0.0000005458,0.3635835656,0.0078466431,0.5103930721
298,0.0000032270,0.0000019379,0.0000003122,-0.0000000909,-0.0000037780,-0.0000017759,0.3632523375,0.0078204864,0.5107510595
299,0.0000033183,0.0000006620,0.0000002611,-0.0000001630,-0.0000030063,-0.0000013931,0.3628057618,0.0077757668,0.5112896529
300,-0.0000003383,-0.0000005585,-0.0000000439,-0.0000002753,0.0000006739,0.0000004691,0.3621680278,0.0077087968,0.5120849694
301,0.0000007321,0.0000017753,0.0000001042,-0.0000001197,-0.0000008448,-0.0000029129,0.3615859955,0.0076493456,0.5127723660
302,0.0000001731,-0.0000005053,0.0000001182,-0.0000002494,-0.0000002656,0.0000002051,0.3613306281,0.0076236514,0.5130618730
303,0.0000011713,0.0000002382,0.0000001301,-0.0000001576,-0.0000015595,-0.0000004426,0.3610668783,0.0075970509,0.5134047495
304,0.0000010655,0.0000002155,0.0000001297,-0.0000001424,-0.0000016041,-0.0000008294,0.3604342826,0.0075359247,0.5141724189
305,0.0000018229,0.0000007749,0.0000001796,-0.0000001864,-0.0000021882,-0.0000010820,0.3595311861,0.0074561357,0.5152272644
306,0.0000004172,-0.0000011882,0.0000001407,-0.0000003371,-0.0000008770,0.0000016432,0.3585424150,0.0073763154,0.5163735627
307,0.0000007344,-0.0000020091,0.0000001036,-0.0000003675,-0.0000011144,0.0000021381,0.3576828121,0.0073108079,0.5173707018
308,0.0000014620,-0.0000015297,0.0000001394,-0.0000003505,-0.0000015643,0.0000015069,0.3571999688,0.0072704197,0.5179873870
309,-0.0000008961,-0.0000009250,-0.0000001091,-0.0000003223,0.0000007358,0.0000019554,0.3570900158,0.0072649758,0.5180861516
310,0.0000012650,-0.0000032221,0.0000001635,-0.0000003932,-0.0000014078,0.0000029942,0.3571288588,0.0072637133,0.5180385316
311,-0.0000003393,-0.0000027081,0.0000000368,-0.0000004602,-0.0000003745,0.0000028990,0.3569329248,0.0072449504,0.5183003479
312,0.0000002017,-0.0000001878,0.0000000681,-0.0000001829,-0.0000004369,0.0000002475,0.3562207741,0.0071855431,0.5191732062
313,0.0000010121,-0.0000008222,0.0000000684,-0.0000003083,-0.0000009829,0.0000008007,0.3551550108,0.0071079603,0.5204667391
314,-0.0000007760,-0.0000011130,-0.0000000050,-0.0000002871,0.0000009312,0.0000010854,0.3542365059,0.0070374465,0.5215618616
315,-0.0000004785,0.0000007622,0.0000000568,-0.0000001711,0.0000003933,-0.0000008122,0.3535074715,0.0069855955,0.5223672333
316,-0.0000001979,-0.0000008801,0.0000001344,-0.0000002831,0.0000002491,0.0000010376,0.3530985262,0.0069604325,0.5228334593
317,-0.0000001935,-0.0000013464,0.0000000223,-0.0000002429,0.0000002023,0.0000009133,0.3529207385,0.0069483385,0.5230117844
318,0.0000000623,0.0000002906,0.0000000169,-0.0000002040,-0.0000001215,-0.0000002791,0.3529246828,0.0069437322,0.5229874432
319,0.0000003203,-0.0000019234,0.0000000521,-0.0000002827,0.0000005390,0.0000014159,0.3530635775,0.0069503948,0.5228132302
320,-0.0000008767,-0.0000009118,-0.0000000663,-0.0000002513,0.0000006663,0.0000009344,0.3532621931,0.0069636451,0.5225641001
321,0.0000006785,-0.0000011837,0.0000000735,-0.0000003277,-0.0000006108,0.0000012927,0.3537240896,0.0070031896,0.5219950474
322,0.0000003438,-0.0000014265,0.0000000094,-0.0000003508,-0.0000005344,0.0000020393,0.3541821544,0.0070365465,0.5214429554
323,-0.0000013494,-0.0000000712,-0.0000000052,-0.0000001827,0.0000010393,0.0000001158,0.3544403285,0.0070541906,0.5211115652
324,-0.0000008165,-0.0000003471,0.0000000914,-0.0000003106,0.0000005814,-0.0000000558,0.3545712095,0.0070603719,0.5209300030
325,0.0000000479,-0.0000007800,-0.0000000061,-0.0000003427,0.0000000808,0.0000007940,0.3546009199,0.0070655345,0.5208828579
326,-0.0000011051,0.0000005125,-0.0000000736,-0.0000002318,0.0000010399,-0.0000007336,0.3544398284,0.0070509967,0.5210642139
327,-0.0000001361,-0.0000013592,0.0000000491,-0.0000003022,0.0000000882,0.0000014826,0.3542716671,0.0070375090,0.5212424327
328,-0.0000005097,-0.0000009173,0.0000000759,-0.0000003184,0.0000002670,0.0000011684,0.3542579214,0.0070383653,0.5212536377
329,0.0000008162,0.0000004200,0.0000001543,-0.0000002156,-0.0000013944,-0.0000003435,0.3543490968,0.0070432653,0.5211308819
330,-0.0000000093,0.0000001721,0.0000000415,-0.0000001598,0.0000001740,-0.0000001617,0.3545693217,0.0070617094,0.5208591229
331,-0.0000008280,0.0000002817,0.0000000205,-0.0000002285,0.0000010752,-0.0000004868,0.3548507678,0.0070827599,0.5205134780
332,-0.0000004235,0.0000011498,0.0000000386,-0.0000002217,0.0000007165,-0.0000015559,0.3551182056,0.0071021665,0.5201657207
333,-0.0000002988,-0.0000003115,0.0000000839,-0.0000002136,0.0000002736,-0.0000002136,0.3553170650,0.0071248794,0.5199102288
334,-0.0000002386,0.0000011105,0.0000000552,-0.0000001257,0.0000008475,-0.0000015215,0.3553236284,0.0071231606,0.5198904809
335,-0.0000003900,-0.0000006817,-0.0000000439,-0.0000002982,0.0000007067,0.0000003442,0.3548556122,0.0070887850,0.5204320553
336,0.0000009960,0.0000004708,0.0000000979,-0.0000002180,-0.0000008274,-0.0000008956,0.3545764915,0.0070699471,0.5207466910
337,0.0000007699,0.0000002889,0.0000000668,-0.0000003080,-0.0000007680,-0.0000001855,0.3556434924,0.0071443048,0.5194439465
338,-0.0000000328,0.0000000726,0.0000000068,-0.0000001927,0.0000001955,-0.0000002826,0.3570060789,0.0072564319,0.5177534553
339,0.0000009978,0.0000011069,0.0000000344,-0.0000001321,-0.0000004430,-0.0000011420,0.3580018885,0.0073429148,0.5164728773
340,0.0000004305,0.0000001739,0.0000000758,-0.0000001773,-0.0000009868,0.0000001815,0.3588164600,0.0074060910,0.5154642645
341,0.0000021523,-0.0000011830,0.0000001892,-0.0000003318,-0.0000026553,0.0000017673,0.3595289795,0.0074700297,0.5146017613
342,0.0000004238,0.0000000960,0.0000000247,-0.0000001817,-0.0000001197,-0.0000000373,0.3603759243,0.0075440061,0.5135261618
343,0.0000005830,-0.0000008000,0.0000001227,-0.0000002772,-0.0000004344,0.0000013816,0.3611516528,0.0076207701,0.5125760116
344,0.0000009740,-0.0000016375,0.0000001891,-0.0000002870,-0.0000014765,0.0000012764,0.3619548227,0.0076953903,0.5115783101
345,0.0000004680,-0.0000015763,0.0000002083,-0.0000002501,-0.0000009595,0.0000007299,0.3628210014,0.0077832919,0.5104699078
346,-0.0000003235,-0.0000001069,0.0000000294,-0.0000001964,0.0000006636,-0.0000008811,0.3638479530,0.0078921252,0.5092063655
347,-0.0000004330,-0.0000004924,-0.0000000140,-0.0000002173,0.0000004414,0.0000006707,0.3646614680,0.0079725268,0.5082004274
348,0.0000009487,-0.0000015863,0.0000001615,-0.0000003925,-0.0000011808,0.0000014596,0.3646866841,0.0079817457,0.5081605378
349,0.0000000306,-0.0000009585,0.0000000624,-0.0000003050,-0.0000000758,0.0000008365,0.3646171555,0.0079676642,0.5082724198
350,0.0000013080,-0.0000006978,0.0000001851,-0.0000002767,-0.0000011945,0.0000007235,0.3648526576,0.0079885208,0.5079894745
351,-0.0000003468,-0.0000008494,0.0000000419,-0.0000002088,0.0000000549,0.0000003518,0.3652069827,0.0080345155,0.5075350535
352,0.0000009020,0.0000004954,0.0000002645,-0.0000002286,-0.0000011894,-0.0000004625,0.3654726140,0.0080587222,0.5072091565
353,-0.0000006014,0.0000001801,-0.0000000342,-0.0000001995,0.0000005745,-0.0000004540,0.3657028904,0.0080905103,0.5069105441
354,0.0000001223,-0.0000006166,0.0000000686,-0.0000003251,-0.0000005913,0.0000005909,0.3658292707,0.0081085731,0.5067097339
355,-0.0000003772,0.0000006033,-0.0000000056,-0.0000001815,0.0000007775,-0.0000006836,0.3658991431,0.0081199796,0.5066008016
356,0.0000007764,0.0000011293,0.0000001353,-0.0000002226,-0.0000006926,-0.0000014559,0.3660459389,0.0081282485,0.5064260950
357,0.0000016429,0.0000000416,0.0000002837,-0.0000003272,-0.0000028137,0.0000000158,0.3661744258,0.0081414862,0.5062313279
358,-0.0000011487,-0.0000008106,-0.0000000894,-0.0000003525,0.0000012926,0.0000009303,0.3662065429,0.0081448613,0.5062067868
359,-0.0000002500,-0.0000011563,-0.0000001166,-0.0000003087,0.0000007018,0.0000012920,0.3660920204,0.0081348861,0.5063238307
360,0.0000034387,-0.0000022913,0.0000004101,-0.0000005013,-0.0000042192,0.0000026200,0.3659387112,0.0081171858,0.5065026807
361,0.0000039137,-0.0000006653,0.0000005342,-0.0000004043,-0.0000053454,0.0000006014,0.3658296958,0.0081104669,0.5066062261
362,-0.0000005829,0.0000000478,-0.0000000803,-0.0000002974,0.0000008002,-0.0000000480,0.3657322195,0.0080981854,0.5067294881
363,0.0000023598,0.0000026789,0.0000002331,-0.0000000101,-0.0000025979,-0.0000036598,0.3655195707,0.0080762037,0.5069729500
