i,X1,Y1,X2,Y2,X3,Y3,DC D1 con scaled (V),DC D2 con scaled,DC D3 con scaled,Norm D1X,Norm D1Y,Norm D2X,Norm D2Y,Norm D3X,Norm D3Y,Norm DC1 (V),Norm DC2 (V),Norm DC3 (V),Normalised phase (rad),Ernest new,Ernest new phase (rad),Proj Ernest new, 
1218,-2.76E-06,1.99E-06,2.60E-06,-1.53E-06,1.67E-07,-4.57E-07,8.07E-01,7.26E-01,-2.65E-03,-8.56E-07,6.16E-07,7.76E-07,-4.57E-07,4.91E-08,-1.35E-07,8.63E-01,6.53E-01,-1.52E+00,9.67E-01,1.00E-06,-5.35E-01,-9.56E-07,
1219,-3.57E-07,3.02E-06,5.58E-07,-2.78E-06,-2.01E-07,-2.41E-07,8.18E-01,7.14E-01,-8.71E-04,-1.11E-07,9.36E-07,1.67E-07,-8.31E-07,-5.92E-08,-7.10E-08,8.97E-01,6.15E-01,-1.51E+00,9.40E-01,9.32E-07,-1.37E+00,-8.02E-07,
1220,4.29E-07,1.53E-06,-2.47E-07,-1.74E-06,-1.81E-07,2.11E-07,8.26E-01,7.05E-01,6.99E-04,1.33E-07,4.74E-07,-7.39E-08,-5.20E-07,-5.34E-08,6.21E-08,9.22E-01,5.87E-01,-1.51E+00,9.19E-01,5.71E-07,-1.71E+00,-3.67E-07,
1221,2.01E-07,-1.46E-07,-5.31E-07,-4.33E-08,3.30E-07,1.89E-07,8.31E-01,6.99E-01,1.80E-03,6.23E-08,-4.52E-08,-1.59E-07,-1.30E-08,9.73E-08,5.58E-08,9.38E-01,5.68E-01,-1.51E+00,9.07E-01,1.70E-07,-3.07E+00,1.04E-07,
1222,-1.46E-06,2.28E-07,1.52E-06,5.20E-08,-5.36E-08,-2.80E-07,8.33E-01,6.96E-01,2.33E-03,-4.54E-07,7.05E-08,4.54E-07,1.55E-08,-1.58E-08,-8.24E-08,9.45E-01,5.60E-01,-1.50E+00,9.01E-01,4.90E-07,2.97E-02,-3.16E-07,
1223,-3.90E-07,1.71E-06,7.91E-07,-1.64E-06,-4.01E-07,-6.59E-08,8.34E-01,6.95E-01,2.42E-03,-1.21E-07,5.29E-07,2.36E-07,-4.90E-07,-1.18E-07,-1.94E-08,9.46E-01,5.59E-01,-1.50E+00,9.00E-01,5.87E-07,-1.13E+00,-5.64E-07,
1224,1.75E-08,1.34E-06,2.91E-07,-1.67E-06,-3.08E-07,3.29E-07,8.33E-01,6.96E-01,2.28E-03,5.41E-09,4.14E-07,8.68E-08,-4.98E-07,-9.08E-08,9.69E-08,9.44E-01,5.61E-01,-1.51E+00,9.01E-01,5.44E-07,-1.40E+00,-4.61E-07,
1225,2.45E-07,7.67E-07,-2.28E-07,-1.15E-06,-1.72E-08,3.88E-07,8.32E-01,6.98E-01,2.03E-03,7.59E-08,2.37E-07,-6.81E-08,-3.45E-07,-5.07E-09,1.14E-07,9.41E-01,5.65E-01,-1.51E+00,9.04E-01,3.78E-07,-1.77E+00,-2.27E-07,
1226,-5.47E-07,1.13E-06,5.33E-07,-1.36E-06,1.39E-08,2.25E-07,8.30E-01,7.00E-01,1.61E-03,-1.70E-07,3.51E-07,1.59E-07,-4.05E-07,4.10E-09,6.63E-08,9.35E-01,5.72E-01,-1.51E+00,9.09E-01,4.71E-07,-1.19E+00,-4.42E-07,
1227,-7.32E-07,1.35E-06,9.38E-07,-1.56E-06,-2.06E-07,2.04E-07,8.26E-01,7.04E-01,8.25E-04,-2.27E-07,4.19E-07,2.80E-07,-4.65E-07,-6.07E-08,6.02E-08,9.23E-01,5.85E-01,-1.51E+00,9.18E-01,5.88E-07,-1.03E+00,-5.78E-07,
1228,-1.97E-07,2.44E-06,2.58E-07,-2.83E-06,-6.11E-08,3.95E-07,8.20E-01,7.12E-01,-4.90E-04,-6.11E-08,7.55E-07,7.71E-08,-8.46E-07,-1.80E-08,1.16E-07,9.03E-01,6.09E-01,-1.51E+00,9.35E-01,9.28E-07,-1.48E+00,-7.45E-07,
1229,9.09E-07,1.76E-06,-1.02E-06,-2.00E-06,1.15E-07,2.43E-07,8.10E-01,7.24E-01,-2.19E-03,2.82E-07,5.46E-07,-3.06E-07,-5.99E-07,3.39E-08,7.16E-08,8.72E-01,6.44E-01,-1.52E+00,9.60E-01,7.42E-07,-2.04E+00,-2.68E-07,
1230,8.59E-07,2.99E-07,-9.04E-07,-2.92E-07,4.50E-08,-7.90E-09,7.97E-01,7.38E-01,-3.85E-03,2.66E-07,9.28E-08,-2.70E-07,-8.71E-08,1.33E-08,-2.33E-09,8.32E-01,6.87E-01,-1.52E+00,9.92E-01,3.18E-07,-2.83E+00,1.29E-07,
1231,-2.84E-06,6.06E-07,3.22E-06,-7.91E-07,-3.81E-07,1.84E-07,7.82E-01,7.54E-01,-5.15E-03,-8.81E-07,1.88E-07,9.63E-07,-2.36E-07,-1.12E-07,5.44E-08,7.86E-01,7.35E-01,-1.52E+00,1.03E+00,1.13E-06,-2.40E-01,-9.32E-07,
1232,-1.24E-06,4.00E-06,1.20E-06,-4.47E-06,3.21E-08,4.75E-07,7.65E-01,7.70E-01,-5.80E-03,-3.83E-07,1.24E-06,3.60E-07,-1.34E-06,9.46E-09,1.40E-07,7.35E-01,7.85E-01,-1.52E+00,1.07E+00,1.44E-06,-1.27E+00,-1.31E-06,
1233,1.37E-06,3.10E-06,-1.56E-06,-3.30E-06,1.83E-07,1.95E-07,7.48E-01,7.87E-01,-5.70E-03,4.25E-07,9.61E-07,-4.65E-07,-9.86E-07,5.40E-08,5.76E-08,6.83E-01,8.35E-01,-1.52E+00,1.10E+00,1.14E-06,-1.99E+00,-4.70E-07,
1234,1.23E-06,8.40E-07,-1.27E-06,-7.92E-07,4.13E-08,-4.77E-08,7.34E-01,8.00E-01,-5.06E-03,3.81E-07,2.60E-07,-3.80E-07,-2.37E-07,1.22E-08,-1.41E-08,6.40E-01,8.74E-01,-1.51E+00,1.14E+00,4.93E-07,-2.54E+00,6.42E-08,
1235,-1.41E-06,-2.98E-07,1.60E-06,3.35E-07,-1.88E-07,-3.70E-08,7.25E-01,8.08E-01,-4.36E-03,-4.38E-07,-9.25E-08,4.78E-07,1.00E-07,-5.54E-08,-1.09E-08,6.12E-01,8.99E-01,-1.51E+00,1.16E+00,4.73E-07,2.08E-01,-2.36E-07,
1236,-3.10E-06,1.75E-06,3.13E-06,-1.81E-06,-3.09E-08,5.47E-08,7.17E-01,8.14E-01,-3.66E-03,-9.59E-07,5.43E-07,9.34E-07,-5.40E-07,-9.12E-09,1.61E-08,5.89E-01,9.19E-01,-1.51E+00,1.17E+00,1.16E-06,-5.15E-01,-1.10E-06,
1237,-3.82E-07,3.89E-06,2.58E-07,-3.86E-06,1.24E-07,-3.58E-08,7.12E-01,8.19E-01,-3.04E-03,-1.18E-07,1.21E-06,7.71E-08,-1.15E-06,3.65E-08,-1.05E-08,5.72E-01,9.33E-01,-1.51E+00,1.18E+00,1.27E-06,-1.47E+00,-1.02E-06,
1238,1.82E-06,1.58E-06,-1.71E-06,-1.36E-06,-1.09E-07,-2.22E-07,7.09E-01,8.22E-01,-2.70E-03,5.62E-07,4.90E-07,-5.10E-07,-4.06E-07,-3.23E-08,-6.54E-08,5.64E-01,9.41E-01,-1.50E+00,1.19E+00,7.77E-07,-2.43E+00,1.00E-08,
1239,3.47E-07,3.94E-07,-1.37E-08,-2.29E-07,-3.33E-07,-1.65E-07,7.09E-01,8.22E-01,-2.66E-03,1.08E-07,1.22E-07,-4.08E-09,-6.85E-08,-9.83E-08,-4.85E-08,5.63E-01,9.41E-01,-1.50E+00,1.19E+00,1.69E-07,-2.29E+00,-2.04E-08,
1240,-1.09E-06,1.08E-06,1.28E-06,-1.11E-06,-1.87E-07,2.41E-08,7.11E-01,8.20E-01,-2.94E-03,-3.39E-07,3.35E-07,3.83E-07,-3.30E-07,-5.52E-08,7.11E-09,5.70E-01,9.35E-01,-1.50E+00,1.19E+00,4.98E-07,-7.79E-01,-4.97E-07,
1241,-1.71E-07,2.86E-06,7.60E-08,-2.70E-06,9.49E-08,-1.59E-07,7.16E-01,8.16E-01,-3.49E-03,-5.29E-08,8.85E-07,2.27E-08,-8.06E-07,2.80E-08,-4.69E-08,5.85E-01,9.22E-01,-1.51E+00,1.18E+00,9.30E-07,-1.51E+00,-7.29E-07,
1242,1.22E-06,2.11E-06,-1.07E-06,-1.80E-06,-1.56E-07,-3.13E-07,7.23E-01,8.10E-01,-4.14E-03,3.78E-07,6.54E-07,-3.18E-07,-5.37E-07,-4.60E-08,-9.21E-08,6.06E-01,9.04E-01,-1.51E+00,1.16E+00,7.96E-07,-2.10E+00,-2.48E-07,
1243,4.11E-07,9.61E-07,-2.44E-07,-7.77E-07,-1.67E-07,-1.84E-07,7.31E-01,8.03E-01,-4.80E-03,1.27E-07,2.98E-07,-7.30E-08,-2.32E-07,-4.92E-08,-5.43E-08,6.30E-01,8.83E-01,-1.51E+00,1.14E+00,3.44E-07,-1.97E+00,-1.46E-07,
1244,-9.02E-07,7.84E-07,9.51E-07,-5.87E-07,-4.89E-08,-1.97E-07,7.39E-01,7.95E-01,-5.29E-03,-2.79E-07,2.43E-07,2.84E-07,-1.75E-07,-1.44E-08,-5.82E-08,6.54E-01,8.61E-01,-1.52E+00,1.13E+00,3.97E-07,-7.15E-01,-3.94E-07,
1245,-1.02E-06,2.74E-06,1.12E-06,-2.40E-06,-9.94E-08,-3.41E-07,7.45E-01,7.89E-01,-5.59E-03,-3.16E-07,8.50E-07,3.35E-07,-7.18E-07,-2.93E-08,-1.01E-07,6.75E-01,8.42E-01,-1.52E+00,1.11E+00,9.80E-07,-1.21E+00,-9.13E-07,
1246,1.69E-06,3.24E-06,-1.34E-06,-2.99E-06,-3.44E-07,-2.48E-07,7.50E-01,7.85E-01,-5.74E-03,5.23E-07,1.00E-06,-4.01E-07,-8.94E-07,-1.02E-07,-7.30E-08,6.90E-01,8.28E-01,-1.52E+00,1.10E+00,1.23E-06,-2.05E+00,-4.35E-07,
1247,1.46E-06,6.10E-07,-1.28E-06,-5.60E-07,-1.84E-07,-4.92E-08,7.55E-01,7.80E-01,-5.82E-03,4.53E-07,1.89E-07,-3.82E-07,-1.67E-07,-5.43E-08,-1.45E-08,7.05E-01,8.14E-01,-1.52E+00,1.09E+00,5.37E-07,-2.75E+00,1.76E-07,
1248,-1.77E-06,1.36E-07,1.71E-06,-6.06E-08,5.40E-08,-7.58E-08,7.62E-01,7.74E-01,-5.83E-03,-5.47E-07,4.23E-08,5.11E-07,-1.81E-08,1.59E-08,-2.24E-08,7.25E-01,7.95E-01,-1.52E+00,1.07E+00,6.05E-07,-7.69E-02,-4.36E-07,
1249,-3.13E-06,2.28E-06,3.13E-06,-2.12E-06,-2.28E-09,-1.66E-07,7.69E-01,7.67E-01,-5.71E-03,-9.68E-07,7.08E-07,9.35E-07,-6.33E-07,-6.72E-10,-4.88E-08,7.47E-01,7.74E-01,-1.52E+00,1.06E+00,1.34E-06,-6.31E-01,-1.31E-06,
1250,-1.71E-06,3.79E-06,1.86E-06,-3.66E-06,-1.43E-07,-1.34E-07,7.76E-01,7.59E-01,-5.45E-03,-5.30E-07,1.17E-06,5.54E-07,-1.09E-06,-4.22E-08,-3.94E-08,7.68E-01,7.52E-01,-1.52E+00,1.04E+00,1.41E-06,-1.10E+00,-1.36E-06,
1251,9.94E-07,2.08E-06,-8.19E-07,-2.11E-06,-1.75E-07,2.58E-08,7.83E-01,7.53E-01,-5.08E-03,3.08E-07,6.46E-07,-2.45E-07,-6.31E-07,-5.17E-08,7.61E-09,7.89E-01,7.31E-01,-1.52E+00,1.03E+00,7.72E-07,-1.94E+00,-3.49E-07,
1252,-1.51E-06,-7.13E-07,1.57E-06,6.47E-07,-5.43E-08,6.56E-08,7.89E-01,7.46E-01,-4.64E-03,-4.69E-07,-2.21E-07,4.69E-07,1.93E-07,-1.60E-08,1.93E-08,8.07E-01,7.13E-01,-1.52E+00,1.01E+00,5.74E-07,3.93E-01,-1.90E-07,
1253,-3.99E-06,1.14E-06,4.11E-06,-1.22E-06,-1.16E-07,7.09E-08,7.93E-01,7.42E-01,-4.22E-03,-1.24E-06,3.54E-07,1.23E-06,-3.63E-07,-3.42E-08,2.09E-08,8.21E-01,6.98E-01,-1.52E+00,1.00E+00,1.44E-06,-2.87E-01,-1.23E-06,
1254,-2.42E-06,3.69E-06,2.57E-06,-3.88E-06,-1.43E-07,1.87E-07,7.96E-01,7.39E-01,-3.97E-03,-7.51E-07,1.14E-06,7.67E-07,-1.16E-06,-4.21E-08,5.52E-08,8.29E-01,6.90E-01,-1.52E+00,9.94E-01,1.56E-06,-9.86E-01,-1.54E-06,
1255,5.16E-07,2.75E-06,-4.93E-07,-3.02E-06,-2.29E-08,2.69E-07,7.96E-01,7.38E-01,-3.90E-03,1.60E-07,8.53E-07,-1.47E-07,-9.03E-07,-6.74E-09,7.94E-08,8.31E-01,6.87E-01,-1.52E+00,9.93E-01,1.03E-06,-1.73E+00,-6.45E-07,
1256,-6.41E-07,1.97E-07,5.89E-07,-4.21E-07,5.18E-08,2.24E-07,7.97E-01,7.37E-01,-3.80E-03,-1.99E-07,6.11E-08,1.76E-07,-1.26E-07,1.53E-08,6.60E-08,8.34E-01,6.84E-01,-1.52E+00,9.90E-01,2.42E-07,-6.13E-01,-2.36E-07,
1257,-3.28E-06,9.14E-07,3.41E-06,-1.14E-06,-1.25E-07,2.27E-07,7.98E-01,7.37E-01,-3.75E-03,-1.02E-06,2.83E-07,1.02E-06,-3.41E-07,-3.69E-08,6.70E-08,8.35E-01,6.83E-01,-1.52E+00,9.89E-01,1.20E-06,-3.22E-01,-1.04E-06,
1258,-2.68E-06,2.86E-06,2.93E-06,-3.15E-06,-2.45E-07,2.93E-07,7.96E-01,7.38E-01,-3.88E-03,-8.32E-07,8.86E-07,8.75E-07,-9.42E-07,-7.22E-08,8.64E-08,8.31E-01,6.87E-01,-1.52E+00,9.92E-01,1.44E-06,-8.22E-01,-1.44E-06,
1259,-1.02E-06,2.65E-06,1.19E-06,-3.05E-06,-1.67E-07,3.98E-07,7.94E-01,7.41E-01,-4.15E-03,-3.16E-07,8.21E-07,3.55E-07,-9.11E-07,-4.93E-08,1.17E-07,8.23E-01,6.95E-01,-1.52E+00,9.99E-01,1.10E-06,-1.20E+00,-1.03E-06,
1260,-8.48E-07,1.97E-06,9.56E-07,-2.36E-06,-1.08E-07,3.90E-07,7.91E-01,7.44E-01,-4.45E-03,-2.63E-07,6.09E-07,2.86E-07,-7.04E-07,-3.19E-08,1.15E-07,8.14E-01,7.05E-01,-1.52E+00,1.01E+00,8.55E-07,-1.18E+00,-8.05E-07,
1261,-1.09E-06,2.08E-06,1.24E-06,-2.46E-06,-1.47E-07,3.82E-07,7.87E-01,7.47E-01,-4.72E-03,-3.38E-07,6.43E-07,3.70E-07,-7.34E-07,-4.33E-08,1.13E-07,8.04E-01,7.15E-01,-1.52E+00,1.01E+00,9.29E-07,-1.10E+00,-8.97E-07,
1262,-7.33E-07,2.22E-06,8.64E-07,-2.62E-06,-1.31E-07,4.00E-07,7.84E-01,7.51E-01,-4.98E-03,-2.27E-07,6.87E-07,2.58E-07,-7.82E-07,-3.85E-08,1.18E-07,7.94E-01,7.26E-01,-1.52E+00,1.02E+00,9.34E-07,-1.25E+00,-8.57E-07,
1263,-6.73E-07,1.84E-06,7.50E-07,-2.22E-06,-7.74E-08,3.75E-07,7.80E-01,7.55E-01,-5.23E-03,-2.08E-07,5.70E-07,2.24E-07,-6.63E-07,-2.28E-08,1.11E-07,7.82E-01,7.38E-01,-1.52E+00,1.03E+00,7.97E-07,-1.24E+00,-7.34E-07,
1264,-9.19E-07,1.80E-06,9.81E-07,-2.08E-06,-6.14E-08,2.84E-07,7.76E-01,7.59E-01,-5.47E-03,-2.85E-07,5.58E-07,2.93E-07,-6.23E-07,-1.81E-08,8.38E-08,7.68E-01,7.52E-01,-1.52E+00,1.04E+00,7.90E-07,-1.13E+00,-7.57E-07,
1265,-1.32E-06,2.06E-06,1.54E-06,-2.30E-06,-2.14E-07,2.34E-07,7.70E-01,7.65E-01,-5.68E-03,-4.10E-07,6.39E-07,4.59E-07,-6.87E-07,-6.30E-08,6.90E-08,7.51E-01,7.69E-01,-1.52E+00,1.05E+00,8.48E-07,-1.00E+00,-8.37E-07,
1266,-7.76E-07,2.42E-06,1.08E-06,-2.74E-06,-3.01E-07,3.13E-07,7.63E-01,7.72E-01,-5.83E-03,-2.40E-07,7.51E-07,3.22E-07,-8.18E-07,-8.87E-08,9.22E-08,7.30E-01,7.90E-01,-1.52E+00,1.07E+00,8.72E-07,-1.26E+00,-7.97E-07,
1267,-1.70E-07,1.16E-06,2.52E-07,-1.54E-06,-8.25E-08,3.78E-07,7.55E-01,7.80E-01,-5.83E-03,-5.26E-08,3.60E-07,7.54E-08,-4.61E-07,-2.43E-08,1.12E-07,7.05E-01,8.14E-01,-1.52E+00,1.09E+00,3.99E-07,-1.43E+00,-3.33E-07,
1268,-5.37E-07,1.44E-06,4.52E-07,-1.68E-06,8.45E-08,2.33E-07,7.48E-01,7.87E-01,-5.70E-03,-1.66E-07,4.47E-07,1.35E-07,-5.01E-07,2.49E-08,6.87E-08,6.84E-01,8.34E-01,-1.52E+00,1.10E+00,5.17E-07,-1.22E+00,-4.82E-07,
1269,8.62E-07,1.60E-06,-8.78E-07,-1.68E-06,1.60E-08,7.57E-08,7.44E-01,7.91E-01,-5.56E-03,2.67E-07,4.96E-07,-2.62E-07,-5.01E-07,4.72E-09,2.23E-08,6.70E-01,8.47E-01,-1.52E+00,1.11E+00,6.09E-07,-2.06E+00,-2.08E-07,
1270,1.20E-06,2.66E-07,-1.11E-06,-3.38E-07,-8.55E-08,7.16E-08,7.42E-01,7.92E-01,-5.48E-03,3.72E-07,8.24E-08,-3.33E-07,-1.01E-07,-2.52E-08,2.11E-08,6.64E-01,8.52E-01,-1.52E+00,1.12E+00,4.10E-07,-2.92E+00,2.00E-07,
1271,-1.30E-06,-2.76E-07,1.33E-06,1.84E-07,-3.15E-08,9.24E-08,7.43E-01,7.91E-01,-5.53E-03,-4.03E-07,-8.55E-08,3.99E-07,5.48E-08,-9.29E-09,2.72E-08,6.67E-01,8.49E-01,-1.52E+00,1.12E+00,4.45E-07,2.08E-01,-2.21E-07,
1272,-2.06E-06,2.28E-06,1.95E-06,-2.42E-06,1.06E-07,1.41E-07,7.47E-01,7.88E-01,-5.67E-03,-6.37E-07,7.05E-07,5.82E-07,-7.23E-07,3.14E-08,4.16E-08,6.79E-01,8.38E-01,-1.52E+00,1.11E+00,1.03E-06,-8.37E-01,-1.03E-06,
1273,7.26E-07,3.29E-06,-8.32E-07,-3.34E-06,1.06E-07,5.17E-08,7.54E-01,7.81E-01,-5.83E-03,2.25E-07,1.02E-06,-2.49E-07,-9.99E-07,3.12E-08,1.52E-08,7.01E-01,8.18E-01,-1.52E+00,1.09E+00,1.14E-06,-1.79E+00,-6.67E-07,
1274,1.60E-06,1.66E-06,-1.72E-06,-1.64E-06,1.16E-07,-2.26E-08,7.65E-01,7.70E-01,-5.79E-03,4.95E-07,5.15E-07,-5.13E-07,-4.90E-07,3.42E-08,-6.68E-09,7.36E-01,7.84E-01,-1.52E+00,1.07E+00,7.93E-07,-2.34E+00,-5.98E-08,
1275,3.24E-08,1.04E-07,-1.51E-07,-6.29E-08,1.18E-07,-4.16E-08,7.81E-01,7.54E-01,-5.13E-03,1.01E-08,3.24E-08,-4.51E-08,-1.88E-08,3.49E-08,-1.23E-08,7.86E-01,7.34E-01,-1.52E+00,1.03E+00,5.50E-08,-2.73E+00,1.74E-08,
1276,-1.60E-06,5.93E-07,1.51E-06,-4.80E-07,9.26E-08,-1.13E-07,7.99E-01,7.35E-01,-3.52E-03,-4.96E-07,1.84E-07,4.50E-07,-1.43E-07,2.73E-08,-3.32E-08,8.40E-01,6.77E-01,-1.52E+00,9.85E-01,5.30E-07,-3.10E-01,-4.57E-07,
1277,-1.59E-06,3.47E-06,1.77E-06,-3.47E-06,-1.84E-07,3.49E-09,8.15E-01,7.16E-01,-1.16E-03,-4.92E-07,1.07E-06,5.29E-07,-1.04E-06,-5.43E-08,1.03E-09,8.91E-01,6.22E-01,-1.51E+00,9.45E-01,1.28E-06,-1.10E+00,-1.24E-06,
1278,6.15E-07,3.45E-06,-5.75E-07,-3.76E-06,-3.96E-08,3.07E-07,8.29E-01,7.01E-01,1.45E-03,1.90E-07,1.07E-06,-1.72E-07,-1.12E-06,-1.17E-08,9.05E-08,9.32E-01,5.75E-01,-1.51E+00,9.11E-01,1.23E-06,-1.72E+00,-7.82E-07,
1279,-7.06E-09,1.24E-06,-3.15E-07,-1.39E-06,3.22E-07,1.52E-07,8.39E-01,6.88E-01,3.95E-03,-2.19E-09,3.84E-07,-9.42E-08,-4.16E-07,9.50E-08,4.49E-08,9.64E-01,5.37E-01,-1.50E+00,8.84E-01,4.57E-07,-1.79E+00,-2.67E-07,
1280,-1.41E-06,1.45E-06,1.21E-06,-1.30E-06,1.99E-07,-1.54E-07,8.47E-01,6.78E-01,6.23E-03,-4.36E-07,4.50E-07,3.61E-07,-3.88E-07,5.88E-08,-4.55E-08,9.89E-01,5.06E-01,-1.49E+00,8.63E-01,5.67E-07,-8.21E-01,-5.67E-07,
1281,-1.37E-06,2.38E-06,1.73E-06,-2.27E-06,-3.66E-07,-1.05E-07,8.54E-01,6.70E-01,8.22E-03,-4.24E-07,7.37E-07,5.18E-07,-6.79E-07,-1.08E-07,-3.09E-08,1.01E+00,4.81E-01,-1.49E+00,8.46E-01,9.06E-07,-9.22E-01,-9.03E-07,
1282,-1.76E-07,2.58E-06,7.42E-07,-3.07E-06,-5.65E-07,4.89E-07,8.59E-01,6.63E-01,9.95E-03,-5.46E-08,7.98E-07,2.22E-07,-9.16E-07,-1.67E-07,1.44E-07,1.02E+00,4.61E-01,-1.49E+00,8.31E-01,9.91E-07,-1.34E+00,-8.72E-07,
1283,8.92E-08,1.78E-06,-2.05E-07,-2.57E-06,1.16E-07,7.85E-07,8.63E-01,6.57E-01,1.14E-02,2.76E-08,5.52E-07,-6.14E-08,-7.67E-07,3.42E-08,2.32E-07,1.04E+00,4.45E-01,-1.48E+00,8.20E-01,8.05E-07,-1.65E+00,-5.56E-07,
1284,-1.43E-06,4.32E-07,1.52E-06,-6.38E-07,-8.24E-08,2.06E-07,8.66E-01,6.53E-01,1.26E-02,-4.44E-07,1.34E-07,4.53E-07,-1.91E-07,-2.43E-08,6.07E-08,1.05E+00,4.32E-01,-1.48E+00,8.12E-01,5.15E-07,-3.96E-01,-4.65E-07,
1285,-2.19E-06,1.86E-06,2.77E-06,-2.21E-06,-5.72E-07,3.45E-07,8.68E-01,6.50E-01,1.34E-02,-6.79E-07,5.77E-07,8.26E-07,-6.60E-07,-1.69E-07,1.02E-07,1.05E+00,4.23E-01,-1.48E+00,8.06E-01,1.10E-06,-6.74E-01,-1.09E-06,
1286,-1.44E-06,2.83E-06,2.10E-06,-3.60E-06,-6.58E-07,7.74E-07,8.69E-01,6.49E-01,1.38E-02,-4.47E-07,8.76E-07,6.28E-07,-1.08E-06,-1.94E-07,2.28E-07,1.06E+00,4.19E-01,-1.48E+00,8.03E-01,1.30E-06,-1.04E+00,-1.27E-06,
1287,8.84E-07,2.47E-06,-9.30E-07,-3.50E-06,4.57E-08,1.02E-06,8.68E-01,6.50E-01,1.35E-02,2.74E-07,7.66E-07,-2.78E-07,-1.05E-06,1.35E-08,3.02E-07,1.05E+00,4.22E-01,-1.48E+00,8.05E-01,1.13E-06,-1.83E+00,-6.18E-07,
1288,7.20E-07,9.21E-07,-9.18E-07,-1.53E-06,1.98E-07,6.12E-07,8.66E-01,6.54E-01,1.25E-02,2.23E-07,2.85E-07,-2.74E-07,-4.58E-07,5.84E-08,1.80E-07,1.05E+00,4.33E-01,-1.48E+00,8.12E-01,5.57E-07,-2.11E+00,-1.65E-07,
1289,-1.02E-06,9.16E-07,1.38E-06,-1.39E-06,-3.60E-07,4.76E-07,8.62E-01,6.59E-01,1.09E-02,-3.16E-07,2.84E-07,4.12E-07,-4.16E-07,-1.06E-07,1.40E-07,1.03E+00,4.50E-01,-1.48E+00,8.24E-01,6.13E-07,-7.89E-01,-6.12E-07,
1290,-1.68E-06,2.13E-06,2.28E-06,-3.04E-06,-6.07E-07,9.08E-07,8.57E-01,6.66E-01,9.16E-03,-5.20E-07,6.60E-07,6.82E-07,-9.08E-07,-1.79E-07,2.68E-07,1.02E+00,4.70E-01,-1.49E+00,8.38E-01,1.19E-06,-9.26E-01,-1.19E-06,
1291,-3.02E-07,3.51E-06,4.79E-07,-4.80E-06,-1.77E-07,1.29E-06,8.51E-01,6.73E-01,7.41E-03,-9.36E-08,1.09E-06,1.43E-07,-1.43E-06,-5.21E-08,3.80E-07,1.00E+00,4.91E-01,-1.49E+00,8.52E-01,1.52E-06,-1.47E+00,-1.23E-06,
1292,1.56E-06,2.66E-06,-2.04E-06,-3.59E-06,4.79E-07,9.37E-07,8.46E-01,6.80E-01,5.75E-03,4.84E-07,8.23E-07,-6.10E-07,-1.07E-06,1.41E-07,2.76E-07,9.84E-01,5.12E-01,-1.50E+00,8.67E-01,1.31E-06,-2.09E+00,-4.19E-07,
1293,9.99E-08,1.14E-06,3.04E-10,-1.58E-06,-1.00E-07,4.38E-07,8.41E-01,6.86E-01,4.32E-03,3.09E-08,3.53E-07,9.08E-11,-4.72E-07,-2.95E-08,1.29E-07,9.68E-01,5.31E-01,-1.50E+00,8.81E-01,5.03E-07,-1.57E+00,-3.75E-07,
1294,-5.34E-07,1.88E-06,7.39E-07,-2.73E-06,-2.05E-07,8.47E-07,8.37E-01,6.91E-01,3.31E-03,-1.65E-07,5.83E-07,2.21E-07,-8.15E-07,-6.04E-08,2.50E-07,9.56E-01,5.46E-01,-1.50E+00,8.91E-01,9.03E-07,-1.31E+00,-8.07E-07,
1295,-5.12E-07,2.85E-06,5.34E-07,-3.95E-06,-2.24E-08,1.10E-06,8.34E-01,6.95E-01,2.61E-03,-1.59E-07,8.82E-07,1.60E-07,-1.18E-06,-6.60E-09,3.26E-07,9.48E-01,5.56E-01,-1.50E+00,8.98E-01,1.28E-06,-1.44E+00,-1.06E-06,
1296,1.16E-06,3.11E-06,-1.62E-06,-4.11E-06,4.56E-07,1.00E-06,8.31E-01,6.98E-01,1.95E-03,3.60E-07,9.63E-07,-4.84E-07,-1.23E-06,1.35E-07,2.95E-07,9.39E-01,5.67E-01,-1.51E+00,9.06E-01,1.42E-06,-1.95E+00,-6.40E-07,
1297,7.33E-07,1.78E-06,-8.95E-07,-2.26E-06,1.62E-07,4.77E-07,8.27E-01,7.02E-01,1.16E-03,2.27E-07,5.51E-07,-2.67E-07,-6.74E-07,4.77E-08,1.41E-07,9.27E-01,5.80E-01,-1.51E+00,9.15E-01,7.84E-07,-1.95E+00,-3.51E-07,
1298,-7.66E-07,8.10E-07,1.11E-06,-1.20E-06,-3.44E-07,3.90E-07,8.23E-01,7.07E-01,2.68E-04,-2.37E-07,2.51E-07,3.32E-07,-3.59E-07,-1.01E-07,1.15E-07,9.14E-01,5.95E-01,-1.51E+00,9.26E-01,5.29E-07,-8.25E-01,-5.29E-07,
1299,-1.45E-06,2.60E-06,1.82E-06,-3.48E-06,-3.70E-07,8.88E-07,8.18E-01,7.13E-01,-6.38E-04,-4.48E-07,8.04E-07,5.43E-07,-1.04E-06,-1.09E-07,2.62E-07,9.00E-01,6.12E-01,-1.51E+00,9.38E-01,1.28E-06,-1.09E+00,-1.24E-06,
