i;DC1;DC2;DC3;X1;Y1;X2;Y2;X3;Y3
534;0.2542741;1.152826;0.3096913;1.89465E-07;3.20357E-07;3.86636E-07;7.19258E-07;-2.86285E-08;5.29274E-08
535;0.2533356;1.15273;0.3106944;3.60266E-07;1.70329E-07;3.45267E-07;4.25272E-07;-2.15769E-07;3.06037E-08
536;0.2527498;1.152662;0.3113183;3.12913E-06;-6.86667E-07;7.09681E-07;2.26434E-07;-3.10333E-06;9.06486E-07
537;0.2525718;1.152641;0.3115083;3.0769E-06;-1.16087E-06;8.61358E-07;3.12277E-07;-2.98945E-06;1.50541E-06
538;0.2528047;1.152669;0.3112615;3.11486E-06;-1.20693E-06;1.18643E-06;6.42164E-07;-2.88273E-06;1.72209E-06
539;0.2534062;1.15274;0.3106199;3.09588E-06;-1.12853E-06;1.22657E-06;9.98017E-07;-2.84516E-06;1.78721E-06
540;0.2543695;1.15287;0.3096033;2.96724E-06;-1.18179E-06;1.19182E-06;1.02526E-06;-2.69222E-06;1.84468E-06
541;0.2556894;1.153037;0.3082093;3.19191E-06;-9.13888E-07;1.39851E-06;7.35025E-07;-2.80731E-06;1.41981E-06
542;0.257299;1.153226;0.30651;3.14695E-06;-1.06049E-06;9.17939E-07;4.58831E-07;-3.02901E-06;1.46418E-06
543;0.259216;1.153438;0.3044868;2.95324E-06;-1.70001E-06;5.35771E-07;2.70932E-07;-3.0167E-06;2.12269E-06
544;0.2612894;1.15365;0.3023088;3.01221E-06;-1.85564E-06;5.83979E-07;7.91135E-07;-3.10732E-06;2.55273E-06
545;0.2635331;1.153867;0.2999702;2.87231E-06;-1.82035E-06;3.56939E-07;8.54573E-07;-3.04504E-06;2.5577E-06
546;0.2659571;1.154095;0.2974597;3.03129E-07;-8.58422E-07;1.65151E-07;1.03502E-06;-2.56139E-07;1.55073E-06
547;0.2685166;1.154324;0.2948235;2.86669E-07;-4.27423E-07;2.33963E-07;7.98547E-07;-1.65276E-07;9.11491E-07
548;0.271163;1.154539;0.2921118;3.27331E-07;-4.05088E-07;2.20145E-07;4.78867E-07;-2.13933E-07;7.05996E-07
549;0.2738537;1.154741;0.2893727;3.41918E-07;-5.04397E-07;1.83392E-07;6.24713E-08;-2.18628E-07;5.92101E-07
550;0.2765002;1.154908;0.2866808;4.06856E-07;-3.61196E-07;2.40599E-07;5.34972E-07;-2.96337E-07;6.77466E-07
551;0.2790141;1.155055;0.2841345;2.24359E-07;-5.34161E-07;5.15694E-07;2.74476E-07;1.27306E-08;7.06183E-07
552;0.2813517;1.155187;0.2817783;4.55674E-07;-6.0812E-07;9.36227E-07;9.54186E-09;-4.81054E-08;6.45731E-07
553;0.2835332;1.155294;0.2795913;4.60114E-07;-6.24959E-07;1.24613E-06;1.25631E-08;1.22491E-07;6.59513E-07
554;0.2855593;1.155379;0.2775699;5.65117E-07;-7.40416E-07;1.57577E-06;-2.65391E-07;1.59711E-07;6.43941E-07
555;0.2874276;1.155448;0.2757165;5.36417E-07;-6.73584E-07;1.44234E-06;-2.20798E-07;1.45633E-07;6.09562E-07
556;0.2891661;1.155497;0.2740019;3.46356E-07;-6.47965E-07;1.22501E-06;-4.72307E-08;2.24811E-07;6.75707E-07
557;0.2908117;1.155538;0.2723906;4.21891E-07;-6.96894E-07;9.09607E-07;-4.05059E-07;9.29461E-09;5.54903E-07
558;0.2923943;1.155577;0.27085;2.52533E-07;-7.69795E-07;6.37639E-07;-8.41531E-07;8.9234E-08;4.25491E-07
559;0.293943;1.1556;0.2693445;3.4566E-07;-8.54233E-07;1.00876E-06;-1.01074E-06;1.60922E-07;4.11148E-07
560;0.2954919;1.155633;0.267855;2.41703E-07;-1.00133E-06;6.76452E-07;-1.56847E-06;1.29731E-07;2.79523E-07
561;0.2970988;1.155669;0.2663211;2.5463E-07;-8.94197E-07;7.17487E-07;-1.20085E-06;1.01678E-07;3.22386E-07
562;0.2987945;1.155696;0.264707;4.30671E-07;-6.83013E-07;1.14376E-06;-6.23664E-07;1.64768E-07;4.06675E-07
563;0.3005485;1.155723;0.2630445;2.8826E-07;-9.58849E-07;7.89923E-07;-1.32696E-06;1.4924E-07;3.38563E-07
564;0.3023545;1.155747;0.2613424;3.28807E-07;-9.2451E-07;5.66885E-07;-1.45851E-06;4.39152E-08;2.2891E-07
565;0.3042048;1.155754;0.2595999;1.62627E-07;-9.4091E-07;5.04289E-07;-1.37139E-06;1.07568E-07;2.74592E-07
566;0.3060949;1.155757;0.2578301;2.56196E-07;-1.10515E-06;5.8985E-07;-1.8535E-06;6.30555E-08;1.95674E-07
567;0.3080036;1.155747;0.2560544;1.63201E-07;-8.72357E-07;4.88021E-07;-1.21141E-06;8.29928E-08;2.91031E-07
568;0.3099159;1.155723;0.2542823;2.81729E-07;-8.66844E-07;6.73355E-07;-5.21663E-07;3.53053E-08;5.96135E-07
569;0.3118297;1.155699;0.2525217;2.43576E-07;-6.56452E-07;2.96882E-07;-2.95464E-07;-9.63252E-08;5.50395E-07
570;0.3137605;1.15566;0.2507509;1.9467E-07;-6.06934E-07;4.40828E-07;1.62069E-07;-9.11979E-09;7.41402E-07
571;0.3157146;1.155607;0.2489623;2.63629E-07;-6.5018E-07;4.66956E-07;-1.01506E-07;-2.88333E-08;6.30308E-07
572;0.3176809;1.155535;0.2471655;-4.88417E-08;-9.63831E-07;-5.00097E-07;-6.75518E-07;-1.89407E-07;5.9194E-07
573;0.319677;1.155461;0.2453575;3.13314E-07;-9.48875E-07;3.08634E-07;-7.19313E-07;-1.56993E-07;5.22384E-07
574;0.3217162;1.15537;0.2435172;1.87436E-07;-1.06326E-06;3.30118E-07;-1.15716E-06;-7.28008E-08;4.25145E-07
575;0.3238315;1.155266;0.2416201;4.00343E-07;-1.14856E-06;4.82994E-07;-1.46437E-06;-1.30407E-07;3.43665E-07
576;0.3260324;1.155147;0.239658;2.3533E-07;-1.01269E-06;1.88265E-08;-1.08966E-06;-2.08684E-07;3.9339E-07
577;0.3283225;1.155006;0.2376238;3.57957E-07;-1.44297E-06;3.80118E-07;-1.93282E-06;-1.48693E-07;3.14111E-07
578;0.3307351;1.15484;0.2354969;-1.80652E-07;-1.71532E-06;4.70924E-07;-1.98019E-06;3.14396E-07;5.06446E-07
579;0.3332177;1.154661;0.2333222;-2.06058E-07;-1.04688E-06;1.80007E-07;-2.70107E-06;2.52147E-07;-3.35955E-07
580;0.335774;1.154455;0.2310896;-7.31633E-07;-1.13791E-06;-5.64217E-08;-3.10827E-06;5.8724E-07;-4.75891E-07
581;0.3381839;1.154254;0.2289917;-1.54699E-06;6.47543E-07;-2.23329E-07;-2.73411E-06;1.16835E-06;-1.77498E-06
582;0.3408411;1.15402;0.2266988;-1.45607E-06;9.69339E-07;-1.68671E-08;-2.14275E-06;1.18624E-06;-1.75468E-06
583;0.343446;1.153775;0.2244582;-1.71427E-06;9.2806E-07;-6.72221E-07;-1.91814E-06;1.10018E-06;-1.5995E-06
584;0.3459881;1.153528;0.2222843;-1.59024E-06;1.03247E-06;-2.58705E-07;-1.62286E-06;1.19446E-06;-1.53614E-06
585;0.3483545;1.153289;0.2202699;-1.61969E-06;1.11591E-06;-2.43956E-07;-1.18108E-06;1.21123E-06;-1.41858E-06
586;0.3506093;1.153041;0.2183566;-0.000001708;1.19444E-06;-5.73002E-07;-1.09387E-06;1.14786E-06;-1.45998E-06
587;0.3527123;1.152796;0.2165804;-2.15849E-06;1.48714E-06;-5.28473E-07;-1.13322E-06;1.50769E-06;-1.67596E-06
588;0.3545883;1.152563;0.2150008;-1.71861E-06;1.83154E-06;-9.70808E-07;-1.29577E-06;1.00154E-06;-2.04517E-06
589;0.3562775;1.152349;0.2135879;-1.72818E-06;8.88856E-07;-6.14238E-07;-9.98586E-07;1.14963E-06;-1.17968E-06
590;0.3577486;1.152156;0.2123632;-1.03432E-06;8.93928E-07;-3.47134E-07;-1.16839E-06;7.27493E-07;-1.24073E-06
591;0.3591821;1.151964;0.2111692;-2.29647E-07;-1.08731E-06;-3.35504E-07;-1.9756E-06;1.10065E-07;5.30547E-08
592;0.3601427;1.15183;0.210372;-2.8548E-07;-1.2702E-06;-4.3549E-07;-2.49773E-06;9.63075E-08;-6.3455E-08
593;0.359174;1.151905;0.2112013;-3.78044E-07;-1.40118E-06;-7.72973E-07;-2.90113E-06;1.55451E-08;-1.55528E-07
594;0.3557533;1.152203;0.2141578;-9.01472E-07;-1.73891E-06;-1.54366E-06;-2.97662E-06;1.62088E-07;1.16565E-07
595;0.351989;1.152532;0.2174208;-9.52164E-07;-1.87247E-06;-1.06627E-06;-3.22545E-06;4.22417E-07;1.2894E-07
596;0.3480468;1.152876;0.2208282;-8.62695E-07;-1.88296E-06;-5.49516E-07;-3.12318E-06;5.66177E-07;1.86286E-07
597;0.3440841;1.153231;0.2242394;-5.25383E-07;-1.95243E-06;-3.54132E-07;-2.34058E-06;4.3205E-07;6.09121E-07
598;0.340192;1.153595;0.2275796;-2.75547E-07;-1.73807E-06;-2.87725E-07;-1.74749E-06;2.173E-07;6.81916E-07
599;0.3363275;1.15396;0.2308846;-3.30369E-07;-1.73489E-06;-3.79404E-07;-1.42085E-06;2.15084E-07;8.20946E-07
600;0.332466;1.154338;0.2341866;-4.86091E-07;-1.6765E-06;-5.28954E-07;-1.1651E-06;2.29169E-07;8.56556E-07
601;0.3287594;1.154711;0.2373521;-6.52818E-07;-1.41311E-06;-7.53442E-07;-3.25941E-07;2.17808E-07;1.01638E-06
602;0.3247728;1.155094;0.2407699;-5.57934E-07;-1.40234E-06;-3.50824E-07;-1.56512E-07;3.20944E-07;1.12012E-06
603;0.3224166;1.155288;0.2428167;-4.802E-07;-1.02992E-06;-2.13139E-07;7.83206E-07;3.07748E-07;1.21556E-06
604;0.3221802;1.155287;0.2430291;1.2489E-09;-6.40427E-07;5.57042E-08;9.50747E-07;-3.93128E-08;9.17006E-07
605;0.319397;1.155312;0.2456437;-1.6662E-07;-5.64944E-07;-8.7579E-07;1.09798E-06;-3.59999E-07;9.22462E-07
606;0.3145607;1.155249;0.2503189;-1.03461E-07;-6.71398E-07;-8.20481E-07;9.71324E-07;-3.8344E-07;9.84387E-07
607;0.3065991;1.154863;0.2583036;2.83466E-08;-6.32157E-07;-1.12071E-06;4.35082E-07;-6.65335E-07;7.14888E-07
608;0.2965668;1.154117;0.2686;-8.74313E-08;-8.8699E-07;-4.3174E-07;-1.00223E-07;-2.26159E-07;7.78807E-07
609;0.28606;1.153287;0.2794153;1.57162E-07;-6.86953E-07;2.43607E-07;-1.2315E-07;-1.48892E-07;6.03197E-07
610;0.2756959;1.152506;0.2900516;7.50046E-08;-7.77891E-07;6.12352E-08;-2.91771E-07;-1.38193E-07;6.80753E-07
611;0.2654131;1.151782;0.3005454;2.12245E-07;-7.87881E-07;4.39103E-07;-6.06265E-07;-6.59042E-08;5.70983E-07
612;0.2557191;1.151103;0.3104392;9.37752E-08;-7.81469E-07;-4.19532E-08;-5.10525E-07;-2.02323E-07;6.44721E-07
613;0.2459597;1.150382;0.3204496;4.52275E-08;-8.25312E-07;7.80731E-08;-8.81266E-07;-1.10102E-07;5.68068E-07
614;0.2363742;1.149654;0.3302903;1.23276E-07;-8.07859E-07;2.57287E-07;-5.57486E-07;-1.04892E-07;7.10321E-07
615;0.2298311;1.148937;0.3372127;3.51497E-07;-6.428E-07;1.15333E-06;-1.58667E-07;1.47006E-07;7.77049E-07
616;0.2256516;1.148385;0.3417211;4.8063E-07;-5.80907E-07;1.29218E-06;-4.71857E-08;1.01888E-07;7.75496E-07
617;0.2248101;1.148237;0.3426522;4.80443E-07;-6.05192E-07;1.55297E-06;-2.94889E-08;2.44811E-07;8.02178E-07
618;0.2262477;1.148524;0.3410002;3.41841E-07;-4.49489E-07;6.39545E-07;4.35578E-07;-9.82673E-08;8.30515E-07
619;0.2284025;1.148958;0.3385344;5.65829E-08;-5.43666E-07;-7.9707E-08;5.00029E-07;-1.68898E-07;9.60315E-07
620;0.2305686;1.149373;0.336064;2.1946E-07;-4.74991E-07;2.9137E-07;3.54961E-07;-1.37071E-07;7.86659E-07
621;0.2325774;1.149748;0.3337848;1.57763E-07;-6.05349E-07;1.27389E-07;1.08162E-07;-1.68914E-07;7.81142E-07
622;0.2343557;1.150071;0.331778;1.59634E-07;-6.34152E-07;1.81561E-07;-3.02876E-07;-1.16906E-07;5.85793E-07
623;0.2363913;1.150441;0.3294739;2.60618E-07;-7.5602E-07;4.02003E-07;-5.83893E-07;-1.24548E-07;5.53653E-07
624;0.2384996;1.150825;0.3270926;1.32177E-07;-9.18834E-07;1.38982E-07;-9.95344E-07;-6.49901E-08;5.44693E-07
625;0.2404824;1.151175;0.3248665;1.74825E-07;-9.5856E-07;-1.29335E-07;-1.3491E-06;-2.52499E-07;3.95484E-07
626;0.242301;1.151477;0.3228342;1.12617E-07;-9.40903E-07;-2.18637E-07;-1.31152E-06;-2.5386E-07;3.79356E-07
627;0.2439575;1.151739;0.3209958;5.74361E-09;-8.83829E-07;-7.25854E-07;-1.24136E-06;-4.03283E-07;3.54998E-07
628;0.2454092;1.151956;0.3193947;6.58677E-08;-1.00749E-06;-3.81764E-07;-1.67673E-06;-3.03406E-07;2.74436E-07
629;0.2466774;1.152133;0.3180032;3.38701E-08;-1.02374E-06;-6.91005E-07;-1.72856E-06;-4.26183E-07;2.81923E-07
630;0.2479026;1.152299;0.3166666;1.17106E-07;-1.06456E-06;-2.89722E-07;-1.63741E-06;-3.3944E-07;3.93808E-07
631;0.249206;1.152473;0.3152519;9.15822E-10;-1.03259E-06;-7.14345E-07;-1.37264E-06;-3.95271E-07;4.80402E-07
632;0.2506341;1.152663;0.3137047;3.00154E-08;-8.73383E-07;-8.70074E-07;-8.62016E-07;-4.96793E-07;5.69384E-07
633;0.2521642;1.152862;0.3120501;3.77269E-09;-9.15925E-07;-1.1995E-06;-1.24254E-06;-0.0000006;4.37067E-07
634;0.2537495;1.153057;0.3103396;6.74193E-09;-8.50235E-07;-1.0926E-06;-1.27136E-06;-5.76899E-07;3.59695E-07
635;0.25536;1.153263;0.3086137;-3.56134E-08;-8.55473E-07;-1.12743E-06;-1.1361E-06;-5.58618E-07;4.51056E-07
636;0.2569495;1.153466;0.306924;-4.80201E-08;-1.02761E-06;-9.43334E-07;-1.44636E-06;-4.40908E-07;4.82945E-07
637;0.2584703;1.15365;0.3053145;-2.40209E-08;-1.06188E-06;-8.70313E-07;-1.30421E-06;-3.97243E-07;5.82017E-07
638;0.2599002;1.153821;0.3038082;1.65663E-07;-1.09377E-06;-3.57877E-07;-1.36248E-06;-3.20031E-07;5.70249E-07
639;0.2612407;1.153983;0.3024046;3.06238E-07;-9.28856E-07;1.38784E-07;-8.19064E-07;-2.2579E-07;6.71561E-07
640;0.2624905;1.154129;0.3010991;2.42583E-07;-9.22658E-07;-2.73814E-07;-7.83454E-07;-3.65955E-07;6.57459E-07
641;0.2636405;1.154264;0.2999008;4.25657E-07;-9.023E-07;7.74784E-08;-9.27718E-07;-4.11273E-07;5.81731E-07
642;0.2646869;1.154383;0.2988125;4.77438E-07;-1.02138E-06;4.99358E-07;-1.06489E-06;-2.53164E-07;6.33447E-07
643;0.2656358;1.154489;0.2978312;5.30565E-07;-9.48225E-07;8.17395E-07;-7.45122E-07;-1.68843E-07;6.99744E-07
644;0.2664872;1.154592;0.2969579;5.52837E-07;-9.40025E-07;8.26549E-07;-3.44466E-07;-2.20958E-07;8.76636E-07
645;0.2672221;1.154664;0.296199;4.14543E-07;-9.97268E-07;4.0584E-07;-4.11926E-07;-2.79853E-07;8.63013E-07
646;0.26785;1.154716;0.2955465;5.92371E-07;-8.79426E-07;5.37644E-07;-2.87933E-07;-4.33105E-07;8.32834E-07
647;0.2684042;1.154766;0.2949717;7.95517E-07;-7.84037E-07;1.26611E-06;1.39222E-07;-3.20812E-07;9.60278E-07
648;0.2689144;1.154814;0.2944439;7.73419E-07;-7.70923E-07;1.14368E-06;7.06831E-08;-3.53044E-07;9.17797E-07
649;0.2693976;1.154857;0.2939441;7.90443E-07;-1.00025E-06;1.30946E-06;-8.36965E-07;-2.86718E-07;7.1077E-07
650;0.2698653;1.154906;0.2934633;7.467E-07;-9.59103E-07;1.20363E-06;-4.59113E-07;-2.47832E-07;8.31491E-07
651;0.2703239;1.154953;0.2929928;7.56908E-07;-1.00324E-06;8.8288E-07;-5.7635E-07;-4.07414E-07;8.19357E-07
652;0.2707666;1.154993;0.29254;8.43269E-07;-9.5329E-07;8.04172E-07;-9.30196E-08;-5.53536E-07;1.02098E-06
653;0.2711877;1.155032;0.29211;7.07083E-07;-9.16331E-07;9.30047E-08;3.96689E-08;-7.3937E-07;1.06124E-06
654;0.2715744;1.155062;0.2917126;7.03909E-07;-8.75132E-07;-8.39132E-08;1.00243E-07;-7.92828E-07;1.05042E-06
655;0.2719265;1.155086;0.2913496;7.22191E-07;-8.87266E-07;-1.86016E-08;2.50044E-07;-7.24902E-07;1.15408E-06
656;0.2722501;1.155113;0.2910181;5.52466E-07;-9.34543E-07;-5.31281E-07;-4.15445E-08;-7.70971E-07;1.03232E-06
657;0.2725499;1.155141;0.2907129;5.16803E-07;-1.11996E-06;-9.60391E-07;-5.25019E-07;-9.7567E-07;9.72215E-07
658;0.2728212;1.155164;0.2904357;4.66545E-07;-1.07444E-06;-1.02957E-06;-1.11339E-07;-9.48723E-07;1.13703E-06
659;0.2730588;1.155183;0.2901931;5.29411E-07;-9.31924E-07;-1.4133E-06;3.16663E-07;-1.18281E-06;1.18213E-06
660;0.2732517;1.155188;0.2899917;5.02353E-07;-1.04734E-06;-0.000001575;1.51326E-08;-1.24957E-06;1.15789E-06
661;0.2734189;1.155191;0.2898171;3.25215E-07;-1.0285E-06;-1.61588E-06;3.58021E-07;-1.07366E-06;1.28379E-06
662;0.2736427;1.155208;0.2895916;2.48218E-07;-1.13141E-06;-1.8979E-06;-3.33846E-07;-1.17074E-06;1.0403E-06
663;0.2740007;1.155228;0.2892303;3.75915E-07;-1.12358E-06;-1.4807E-06;-1.59939E-08;-1.10933E-06;1.18737E-06
664;0.2745674;1.155269;0.2886597;4.7443E-07;-1.15121E-06;-1.22803E-06;-2.45079E-07;-1.11355E-06;1.09535E-06
665;0.275389;1.155326;0.287836;5.7628E-07;-1.2014E-06;-1.06463E-06;-6.29469E-07;-1.18537E-06;9.67316E-07
666;0.2764861;1.155396;0.2867396;4.81857E-07;-1.26166E-06;-1.00791E-06;-3.17769E-07;-1.06774E-06;1.16783E-06
667;0.2778736;1.155472;0.2853562;3.56852E-07;-1.12597E-06;-1.26339E-06;2.90179E-07;-1.04514E-06;1.28281E-06
668;0.2795839;1.155561;0.2836567;3.6896E-07;-1.17126E-06;-1.51473E-06;6.14697E-08;-1.18876E-06;1.21179E-06
669;0.2816335;1.155658;0.2816306;3.5977E-07;-1.19947E-06;-1.2121E-06;2.1708E-07;-1.02968E-06;1.30439E-06
670;0.2840417;1.155755;0.2792577;3.90752E-07;-1.0511E-06;-1.29588E-06;4.7983E-07;-1.11579E-06;1.27472E-06
671;0.2868135;1.155851;0.2765383;5.20815E-07;-1.05025E-06;-1.07246E-06;6.62991E-07;-1.15691E-06;1.34427E-06
672;0.2898799;1.155928;0.2735443;4.97279E-07;-1.08007E-06;-8.70788E-07;8.91679E-07;-9.99242E-07;1.47545E-06
673;0.2931743;1.15598;0.2703445;6.60212E-07;-1.28661E-06;-4.33879E-07;-4.86688E-08;-9.06034E-07;1.21118E-06
674;0.2966536;1.156009;0.2669951;5.38883E-07;-1.39851E-06;-9.37753E-07;-3.15168E-07;-1.03549E-06;1.19226E-06
675;0.3002976;1.156011;0.26352;5.06865E-07;-1.53299E-06;-8.62308E-07;-2.86394E-07;-9.71822E-07;1.30087E-06
676;0.304094;1.155985;0.259929;7.16483E-07;-1.53071E-06;-5.1544E-07;-6.07123E-07;-9.99589E-07;1.13683E-06
677;0.3079989;1.155922;0.2562656;9.96102E-07;-1.51229E-06;1.98388E-07;-8.93681E-07;-9.17962E-07;1.00674E-06
678;0.3119671;1.155811;0.2525728;1.00094E-06;-1.68448E-06;3.38101E-07;-7.49294E-07;-8.50871E-07;1.19596E-06
679;0.3159543;1.155664;0.2488923;9.41971E-07;-1.77803E-06;4.13873E-07;-1.05813E-06;-8.02581E-07;1.14245E-06
680;0.3199126;1.155493;0.2452751;1.10992E-06;-1.8513E-06;9.58548E-07;-1.13303E-06;-6.99172E-07;1.19179E-06
681;0.3237942;1.155292;0.2417591;1.18581E-06;-1.77749E-06;1.12341E-06;-9.10162E-07;-6.72311E-07;1.19776E-06
682;0.3275547;1.155065;0.2383777;1.11471E-06;-1.82025E-06;7.60502E-07;-1.18545E-06;-7.40557E-07;1.08261E-06
683;0.3311779;1.154822;0.2351491;9.97524E-07;-1.57542E-06;4.76863E-07;-4.5839E-07;-7.75704E-07;1.22396E-06
684;0.3346269;1.154555;0.2320934;1.05838E-06;-1.48558E-06;6.9144E-07;-1.70455E-07;-6.80181E-07;1.25609E-06
685;0.3378462;1.154288;0.2292626;1.09244E-06;-1.49218E-06;6.03156E-07;-1.18572E-07;-7.20465E-07;1.27665E-06
686;0.3407862;1.154015;0.2266932;1.13674E-06;-1.53863E-06;6.29077E-07;-5.15392E-08;-7.34444E-07;1.34086E-06
687;0.3434185;1.153751;0.2244052;9.22747E-07;-1.60995E-06;-2.57645E-07;-3.84228E-07;-9.1902E-07;1.25554E-06
688;0.3457149;1.153512;0.2224199;9.21812E-07;-1.4571E-06;-1.90815E-07;-6.18967E-07;-8.60828E-07;1.01482E-06
689;0.3476581;1.153302;0.2207488;9.08253E-07;-1.61399E-06;-2.25166E-07;-8.64124E-07;-8.46591E-07;9.99233E-07
690;0.3492384;1.153126;0.2193948;9.0405E-07;-1.5667E-06;-4.52403E-07;-7.04318E-07;-9.28223E-07;9.83797E-07
691;0.3504394;1.152977;0.2183638;1.02892E-06;-1.52422E-06;-2.79178E-07;-9.53257E-07;-9.25246E-07;8.90841E-07
692;0.3512891;1.152869;0.2176359;1.09208E-06;-1.54489E-06;2.0628E-07;-7.53076E-07;-8.07992E-07;9.91507E-07
693;0.351841;1.152794;0.2171627;9.9018E-07;-1.57504E-06;-6.99562E-09;-3.22698E-07;-8.11864E-07;1.15789E-06
694;0.3521328;1.152752;0.2169126;1.15466E-06;-1.61109E-06;2.98778E-07;-4.50708E-07;-8.04459E-07;1.10875E-06
695;0.3522064;1.152727;0.2168427;1.25062E-06;-1.35923E-06;5.29632E-07;-1.80365E-07;-7.97911E-07;1.01595E-06
696;0.3521163;1.152729;0.2169125;8.81867E-07;-1.3361E-06;-2.43623E-07;2.49133E-07;-8.23472E-07;1.15982E-06
697;0.3519331;1.152736;0.2170572;8.97658E-07;-1.40656E-06;-1.88164E-08;3.89467E-07;-7.54608E-07;1.24622E-06
698;0.3517276;1.152747;0.2172227;1.18887E-06;-1.31162E-06;6.1026E-07;7.88425E-07;-7.4794E-07;1.34378E-06
699;0.3515674;1.152753;0.2173508;1.38531E-06;-1.11036E-06;7.27462E-07;1.02138E-06;-8.15749E-07;1.31858E-06
700;0.3515056;1.152735;0.2173916;1.19902E-06;-1.32614E-06;6.14124E-07;7.16293E-07;-7.09129E-07;1.3896E-06
701;0.3516033;1.152716;0.2173049;1.00649E-06;-1.49231E-06;1.58678E-07;4.64241E-07;-7.76217E-07;1.39295E-06
702;0.351899;1.152668;0.217051;1.1722E-06;-1.44682E-06;2.06067E-08;2.92783E-07;-9.24846E-07;1.27211E-06
703;0.3523835;1.152593;0.2166381;1.19968E-06;-1.6894E-06;9.4451E-08;-5.01062E-07;-8.94587E-07;1.11974E-06
704;0.3530529;1.152505;0.2160771;1.11475E-06;-1.72362E-06;2.97251E-07;-3.21413E-07;-7.59156E-07;1.23348E-06
705;0.3538918;1.152394;0.2153737;1.20516E-06;-1.9081E-06;4.09418E-07;-5.77199E-07;-7.64141E-07;1.26308E-06
706;0.3549031;1.152263;0.2145304;1.44687E-06;-1.72811E-06;6.06145E-07;-5.41807E-07;-8.77328E-07;1.14829E-06
707;0.3561242;1.152117;0.2135238;1.43105E-06;-1.71368E-06;8.38477E-07;-5.35814E-07;-7.60278E-07;1.17204E-06
708;0.3575484;1.151944;0.2123533;1.08464E-06;-1.7139E-06;9.62983E-08;-4.29146E-07;-7.97461E-07;1.18717E-06
709;0.3591206;1.151737;0.2110589;1.00376E-06;-1.75198E-06;-1.40388E-07;-4.34078E-07;-8.71433E-07;1.19096E-06
710;0.3608105;1.151517;0.2096728;9.71565E-07;-1.44763E-06;-4.52188E-07;1.84007E-07;-9.73706E-07;1.19953E-06
711;0.3625869;1.151271;0.208217;9.10709E-07;-1.53705E-06;-4.79503E-07;5.5882E-08;-9.11594E-07;1.19151E-06
712;0.3644184;1.151011;0.2067205;9.01262E-07;-1.41413E-06;-4.85224E-07;4.41877E-07;-9.33812E-07;1.27339E-06
713;0.3662897;1.150745;0.2052044;9.31361E-07;-1.1693E-06;-5.76176E-07;9.63473E-07;-9.83033E-07;1.32538E-06
714;0.3681875;1.150461;0.2036704;8.77722E-07;-1.25488E-06;-7.70649E-07;7.9253E-07;-1.02083E-06;1.2626E-06
715;0.3701376;1.150164;0.2021002;6.84223E-07;-1.10229E-06;-9.91058E-07;1.32382E-06;-9.60677E-07;1.35296E-06
716;0.372135;1.149844;0.2004946;7.55388E-07;-1.15629E-06;-8.96643E-07;1.21907E-06;-9.84868E-07;1.32953E-06
717;0.374106;1.14951;0.1989104;6.05657E-07;-1.09622E-06;-1.58112E-06;1.59801E-06;-1.15408E-06;1.3839E-06
718;0.3760054;1.149176;0.19739;4.55201E-07;-1.23185E-06;-1.76062E-06;1.33391E-06;-1.12714E-06;1.36889E-06
719;0.3778749;1.148842;0.1959029;4.83622E-07;-1.2477E-06;-1.61588E-06;1.29564E-06;-1.06825E-06;1.35571E-06
720;0.3797704;1.148491;0.1944048;6.06525E-07;-1.35797E-06;-1.48245E-06;7.67039E-07;-1.09058E-06;1.21313E-06
721;0.3817281;1.148125;0.192867;5.9727E-07;-1.21212E-06;-1.34961E-06;1.25193E-06;-1.05872E-06;1.26804E-06
722;0.3837566;1.147747;0.1912865;5.39235E-07;-1.08144E-06;-1.30162E-06;1.87957E-06;-9.8763E-07;1.41345E-06
723;0.3858299;1.147345;0.1896739;5.56471E-07;-1.02991E-06;-1.43119E-06;2.00477E-06;-1.08919E-06;1.39616E-06
724;0.387946;1.146913;0.1880297;6.1998E-07;-8.85975E-07;-1.46787E-06;2.13321E-06;-1.12465E-06;1.41067E-06
725;0.3901142;1.146466;0.1863604;5.75904E-07;-9.35938E-07;-1.68006E-06;2.0447E-06;-1.18701E-06;1.42777E-06
726;0.3923696;1.146003;0.1846402;5.47306E-07;-9.80654E-07;-1.61633E-06;2.06695E-06;-1.09566E-06;1.4674E-06
727;0.3947523;1.145506;0.1828365;6.93058E-07;-8.67289E-07;-1.13731E-06;2.06819E-06;-1.00395E-06;1.40416E-06
728;0.3972899;1.144956;0.1809213;8.15033E-07;-7.75394E-07;-1.18089E-06;2.40611E-06;-1.05075E-06;1.44913E-06
729;0.3999851;1.144361;0.1789015;8.38488E-07;-7.7259E-07;-1.35209E-06;2.57341E-06;-1.10905E-06;1.49768E-06
730;0.4028065;1.143727;0.1768039;6.76622E-07;-8.19886E-07;-1.54242E-06;2.5098E-06;-1.05509E-06;1.50392E-06
731;0.4057433;1.143042;0.1746321;7.19136E-07;-9.97737E-07;-1.63531E-06;2.12855E-06;-1.08857E-06;1.47044E-06
732;0.4088196;1.142307;0.1723743;8.39293E-07;-1.0814E-06;-1.62615E-06;1.71183E-06;-1.11744E-06;1.36116E-06
733;0.4120484;1.141522;0.1700256;8.85095E-07;-1.09781E-06;-1.30025E-06;1.66488E-06;-9.91344E-07;1.3622E-06
