i;DC1;DC2;DC3;X1;Y1;X2;Y2;X3;Y3
2923;0.1338134;0.4939038;1.052679;-7.43077E-07;1.01947E-06;1.09741E-06;-1.16992E-06;-6.24449E-07;1.54406E-06
2924;0.1318243;0.4972025;1.051376;-6.47506E-07;1.05846E-06;1.35296E-06;-1.04085E-06;-5.0454E-09;1.86294E-06
2925;0.1298782;0.5004598;1.050082;-6.39553E-07;1.07012E-06;1.26689E-06;-1.26207E-06;-1.17537E-07;1.53996E-06
2926;0.1280184;0.503596;1.048826;-6.46084E-07;1.04486E-06;1.3242E-06;-1.26979E-06;-1.04765E-08;1.47801E-06
2927;0.1262649;0.5065722;1.04763;-6.78347E-07;9.61605E-07;1.46318E-06;-1.38656E-06;1.04694E-07;1.10874E-06
2928;0.1246255;0.509373;1.046491;-6.23606E-07;9.83905E-07;1.44531E-06;-1.37446E-06;1.82904E-07;1.29085E-06
2929;0.123105;0.5119948;1.045417;-5.64393E-07;9.41515E-07;1.54171E-06;-1.57217E-06;5.07522E-07;9.86642E-07
2930;0.121707;0.5144195;1.044412;-5.66611E-07;9.42006E-07;1.61795E-06;-1.43199E-06;4.71201E-07;1.12077E-06
2931;0.1204343;0.5166427;1.043486;-5.14416E-07;9.05856E-07;1.61303E-06;-1.6718E-06;5.5227E-07;6.66994E-07
2932;0.1192932;0.5186476;1.042645;-5.31012E-07;8.51165E-07;1.56621E-06;-1.97228E-06;4.16646E-07;1.54291E-07
2933;0.1182942;0.5204101;1.041897;-4.70801E-07;8.93833E-07;1.92497E-06;-1.95997E-06;1.06787E-06;2.52474E-07
2934;0.1174528;0.5219057;1.041264;-5.57281E-07;8.75708E-07;1.54662E-06;-2.05479E-06;2.67396E-07;7.26904E-08
2935;0.1167624;0.5231313;1.040732;-4.94802E-07;8.60319E-07;1.83743E-06;-1.82919E-06;8.12857E-07;4.45969E-07
2936;0.1162169;0.5241025;1.040305;-5.33809E-07;7.92348E-07;1.77157E-06;-2.0497E-06;5.60981E-07;-2.21264E-08
2937;0.1158105;0.5248306;1.039989;-5.31671E-07;8.46634E-07;1.53415E-06;-2.07741E-06;2.63856E-07;1.31502E-07
2938;0.1155176;0.5253552;1.039757;-5.64875E-07;7.92927E-07;1.30496E-06;-2.34046E-06;-8.21887E-08;-3.92923E-07
2939;0.1153125;0.5257205;1.039592;-5.9338E-07;8.28282E-07;1.34736E-06;-2.10766E-06;-1.54878E-07;3.43235E-08
2940;0.1151829;0.5259578;1.039492;-5.80417E-07;7.71984E-07;1.31273E-06;-2.38602E-06;-1.32995E-07;-5.27006E-07
2941;0.1151194;0.5260775;1.039441;-6.45752E-07;7.61292E-07;1.2363E-06;-2.15146E-06;-4.31722E-07;-1.30169E-07
2942;0.1151149;0.5260895;1.03944;-6.1246E-07;8.05091E-07;1.25193E-06;-2.00885E-06;-2.43629E-07;1.49352E-07
2943;0.1151726;0.5259843;1.039483;-6.63336E-07;7.83572E-07;8.351E-07;-2.02652E-06;-9.69008E-07;1.43944E-07
2944;0.1152933;0.5257687;1.039581;-6.32661E-07;7.4317E-07;1.08629E-06;-1.96746E-06;-5.11634E-07;1.18335E-07
2945;0.1154877;0.5254226;1.039735;-6.79426E-07;7.25964E-07;1.06397E-06;-2.01136E-06;-6.17381E-07;-2.97835E-08
2946;0.1157624;0.5249371;1.039958;-6.34913E-07;8.39098E-07;1.03662E-06;-1.73228E-06;-5.8881E-07;6.37795E-07
2947;0.1161187;0.5242947;1.040228;-5.78593E-07;7.91402E-07;1.15913E-06;-1.89331E-06;-3.0854E-07;3.55067E-07
2948;0.1165733;0.5234821;1.040573;-6.0052E-07;8.02486E-07;1.35801E-06;-1.62387E-06;-5.88499E-08;7.22054E-07
2949;0.1171486;0.5224558;1.041011;-5.9969E-07;7.82438E-07;1.35456E-06;-1.77889E-06;-7.53631E-08;3.98322E-07
2950;0.1178632;0.5211816;1.041546;-7.13001E-07;8.07386E-07;1.08091E-06;-1.72593E-06;-6.7429E-07;5.58285E-07
2951;0.1187009;0.5196891;1.042168;-6.95981E-07;8.22986E-07;9.33359E-07;-1.73896E-06;-7.70406E-07;5.39271E-07
2952;0.1196238;0.5180528;1.042849;-6.96634E-07;8.11728E-07;8.20958E-07;-1.6662E-06;-8.85879E-07;5.87934E-07
2953;0.1206007;0.5163262;1.043564;-7.55762E-07;7.85345E-07;6.81972E-07;-1.68644E-06;-1.16271E-06;4.69816E-07
2954;0.1216145;0.5145388;1.044301;-7.43393E-07;8.18606E-07;5.78457E-07;-1.71188E-06;-1.35339E-06;4.99208E-07
2955;0.1226322;0.5127502;1.045033;-7.35371E-07;8.40638E-07;5.03393E-07;-1.78325E-06;-1.48817E-06;4.43628E-07
2956;0.1236126;0.5110298;1.045724;-7.70006E-07;8.44129E-07;5.93197E-07;-1.69283E-06;-1.35103E-06;5.5489E-07
2957;0.1245036;0.5094749;1.046348;-7.8939E-07;8.63939E-07;7.76738E-07;-1.45879E-06;-1.1315E-06;8.48737E-07
2958;0.1252812;0.5081222;1.046891;-7.9786E-07;9.38861E-07;6.65635E-07;-1.44025E-06;-1.39071E-06;1.06398E-06
2959;0.1259571;0.5069472;1.047355;-7.97422E-07;1.04469E-06;7.87073E-07;-1.03839E-06;-1.10676E-06;1.97829E-06
2960;0.1265414;0.5059314;1.047753;-7.76614E-07;1.07626E-06;9.06633E-07;-1.01283E-06;-8.43004E-07;2.05491E-06
2961;0.1270646;0.5050266;1.048106;-7.92362E-07;1.12481E-06;1.05275E-06;-8.12965E-07;-7.35054E-07;2.38899E-06
2962;0.1275508;0.5041821;1.048429;-8.35267E-07;1.11005E-06;1.07382E-06;-8.72051E-07;-8.61741E-07;2.26946E-06
2963;0.1279873;0.5034218;1.048713;-7.68701E-07;1.13639E-06;1.31941E-06;-8.50073E-07;-3.69938E-07;2.3578E-06
2964;0.1283269;0.5028309;1.04893;-7.05588E-07;1.16163E-06;1.42186E-06;-7.78168E-07;1.8902E-09;2.54338E-06
2965;0.1285208;0.5024845;1.049042;-7.42523E-07;1.19153E-06;1.18829E-06;-7.60743E-07;-3.27986E-07;2.66391E-06
2966;0.1285456;0.5024246;1.049037;-6.66076E-07;1.10829E-06;1.4096E-06;-9.22729E-07;1.04764E-07;2.23477E-06
2967;0.1284211;0.5026247;1.048934;-7.18915E-07;1.07591E-06;1.24353E-06;-1.06007E-06;-2.55758E-07;1.95071E-06
2968;0.1281646;0.5030504;1.048738;-6.78074E-07;1.03682E-06;1.2197E-06;-1.22955E-06;-1.6635E-07;1.65709E-06
2969;0.1277747;0.5037028;1.048443;-6.99538E-07;9.54043E-07;1.0578E-06;-1.52478E-06;-4.89548E-07;9.45702E-07
2970;0.1272523;0.5045843;1.048054;-6.95553E-07;8.81257E-07;1.13099E-06;-1.72524E-06;-4.97832E-07;4.91231E-07
2971;0.1266026;0.5056875;1.047578;-7.25659E-07;8.31407E-07;1.13832E-06;-1.88162E-06;-5.90774E-07;1.67929E-07
2972;0.1258385;0.5069891;1.047023;-6.77129E-07;8.57313E-07;1.34125E-06;-1.76202E-06;-1.76946E-07;3.78478E-07
2973;0.1249941;0.5084323;1.046415;-6.53415E-07;8.93018E-07;1.25725E-06;-1.65895E-06;-1.67617E-07;6.74046E-07
2974;0.1241125;0.5099402;1.045781;-6.7487E-07;8.60551E-07;1.40542E-06;-1.80842E-06;-2.88514E-08;4.35724E-07
2975;0.1232563;0.5114157;1.045172;-6.81526E-07;8.30354E-07;1.49682E-06;-1.83358E-06;9.14268E-09;2.71317E-07
2976;0.1224711;0.5127727;1.044608;-7.49978E-07;8.23169E-07;1.22461E-06;-1.81836E-06;-6.0321E-07;2.52005E-07
2977;0.1217904;0.5139495;1.044113;-7.48294E-07;8.17619E-07;1.17172E-06;-1.70964E-06;-6.72261E-07;3.76286E-07
2978;0.1212445;0.5148914;1.043708;-6.88341E-07;8.06319E-07;1.42224E-06;-1.81844E-06;-5.73096E-08;3.11878E-07
2979;0.1208463;0.5155862;1.043418;-6.58653E-07;8.18853E-07;1.45045E-06;-1.85428E-06;-1.40563E-08;3.53817E-07
2980;0.1205915;0.5160326;1.043234;-6.56294E-07;8.56875E-07;1.4657E-06;-1.64399E-06;5.12209E-08;7.43791E-07
2981;0.1204799;0.5162264;1.043152;-6.46087E-07;8.4833E-07;1.41507E-06;-1.74639E-06;1.39995E-07;6.06816E-07
2982;0.1205387;0.5161296;1.0432;-6.58449E-07;8.72448E-07;1.39837E-06;-1.81674E-06;1.26254E-07;6.05457E-07
2983;0.1207928;0.5156962;1.043393;-6.95566E-07;8.21665E-07;1.43381E-06;-1.9283E-06;2.96187E-08;2.07348E-07
2984;0.1212703;0.514879;1.043744;-7.9646E-07;8.79836E-07;9.47073E-07;-1.71542E-06;-8.84512E-07;6.0585E-07
2985;0.1219831;0.5136485;1.044253;-7.43159E-07;9.12574E-07;1.16476E-06;-1.52815E-06;-4.51932E-07;1.04157E-06
2986;0.1229284;0.5120211;1.044925;-6.81598E-07;9.41649E-07;1.34434E-06;-1.53057E-06;4.97702E-08;1.12343E-06
2987;0.1240803;0.5100471;1.045737;-5.7258E-07;1.00482E-06;1.5539E-06;-1.36952E-06;5.68466E-07;1.52548E-06
2988;0.1253695;0.5078489;1.046649;-6.29879E-07;9.83017E-07;1.49603E-06;-1.23842E-06;2.91551E-07;1.49562E-06
2989;0.1267209;0.5055492;1.047595;-6.45666E-07;1.00475E-06;1.52372E-06;-1.13601E-06;3.34033E-07;1.66113E-06
2990;0.1280671;0.5032681;1.048537;-6.1321E-07;1.00361E-06;1.54646E-06;-1.22679E-06;4.37758E-07;0.000001498
2991;0.1293422;0.5011133;1.049431;-5.93118E-07;1.01671E-06;1.35012E-06;-1.34756E-06;2.06777E-07;1.32834E-06
2992;0.1304807;0.4991801;1.050213;-6.3002E-07;9.81186E-07;1.15276E-06;-1.22117E-06;-2.14587E-07;1.38542E-06
2993;0.1314365;0.4975602;1.050866;-5.86272E-07;9.80312E-07;1.23577E-06;-1.28957E-06;4.97525E-08;1.30668E-06
2994;0.1321912;0.4962842;1.051379;-5.13119E-07;9.39931E-07;1.63602E-06;-1.54401E-06;8.28265E-07;8.8955E-07
2995;0.1327433;0.4953609;1.05176;-5.65747E-07;9.52384E-07;1.43779E-06;-1.54111E-06;3.74688E-07;8.80329E-07
2996;0.1331035;0.4947705;1.052018;-6.19597E-07;9.8234E-07;1.27651E-06;-1.34988E-06;1.7312E-08;1.15023E-06
2997;0.1332863;0.4944794;1.052159;-7.2014E-07;9.18505E-07;1.02272E-06;-1.57693E-06;-4.88083E-07;6.65579E-07
2998;0.1333423;0.4943944;1.052207;-7.51629E-07;9.23783E-07;1.07959E-06;-1.65516E-06;-5.11825E-07;5.70292E-07
2999;0.1333259;0.4944292;1.052211;-6.85888E-07;9.53834E-07;1.17058E-06;-1.68972E-06;-1.85037E-07;5.03358E-07
3000;0.1332808;0.4945063;1.052191;-6.85212E-07;9.49655E-07;1.15721E-06;-1.56336E-06;-1.80656E-07;7.11834E-07
3001;0.1332382;0.4945742;1.052166;-7.12756E-07;9.97392E-07;1.20244E-06;-1.25057E-06;-2.87169E-07;1.23137E-06
3002;0.1331952;0.4946473;1.052146;-6.72133E-07;9.99268E-07;1.43295E-06;-1.25093E-06;1.33577E-07;1.24116E-06
3003;0.1331296;0.4947606;1.052115;-7.04065E-07;1.00793E-06;1.34556E-06;-1.37458E-06;-9.51356E-08;1.13616E-06
3004;0.1330153;0.4949513;1.052045;-7.20489E-07;1.03814E-06;1.16918E-06;-1.26778E-06;-4.16422E-07;1.30054E-06
3005;0.1328327;0.4952566;1.051929;-7.50131E-07;1.00801E-06;9.45813E-07;-1.17585E-06;-7.61306E-07;1.35658E-06
3006;0.1325587;0.4957098;1.051745;-7.06754E-07;9.73815E-07;1.17912E-06;-1.41004E-06;-3.37866E-07;1.05191E-06
3007;0.1315345;0.497449;1.051039;-7.00062E-07;9.8302E-07;1.25462E-06;-1.3143E-06;-3.25276E-07;1.24911E-06
3008;0.1294267;0.5011212;1.049509;-6.37159E-07;9.65963E-07;1.38791E-06;-1.43452E-06;3.39419E-08;1.1062E-06
3009;0.1263385;0.5066301;1.047144;-6.77558E-07;9.23121E-07;1.13489E-06;-1.55169E-06;-5.23793E-07;9.00434E-07
3010;0.1224065;0.5138093;1.043985;-6.96454E-07;9.01378E-07;1.1252E-06;-1.68361E-06;-6.27069E-07;7.59045E-07
3011;0.117754;0.5224796;1.040079;-6.61277E-07;7.94958E-07;1.13146E-06;-1.97389E-06;-5.49803E-07;2.29783E-07
3012;0.1124995;0.5324636;1.03548;-6.44442E-07;8.17954E-07;9.1613E-07;-1.84106E-06;-9.30445E-07;5.33984E-07
3013;0.1067502;0.5435969;1.030236;-6.38499E-07;8.55387E-07;8.09058E-07;-1.7321E-06;-1.14199E-06;8.53138E-07
3014;0.1005717;0.5557876;1.024386;-6.6982E-07;7.81901E-07;1.00853E-06;-1.54444E-06;-1.13104E-06;8.6537E-07
3015;0.09400424;0.5689906;1.017929;-5.01917E-07;8.9359E-07;1.26312E-06;-2.05739E-06;-2.18893E-07;8.94896E-07
3016;0.0870776;0.5831807;1.010856;-4.79322E-07;9.11097E-07;8.89992E-07;-2.15477E-06;-6.16954E-07;1.02838E-06
3017;0.08048143;0.5971935;1.003618;-4.22849E-07;9.0902E-07;9.7705E-07;-2.33198E-06;-3.68868E-07;9.02568E-07
3018;0.0745888;0.6103258;0.9965655;-3.63565E-07;9.94811E-07;2.02761E-07;-2.5148E-06;-1.15399E-06;1.3136E-06
3019;0.06934754;0.6225531;0.9897557;-2.10685E-07;1.01003E-06;-2.47427E-07;-2.90597E-06;-8.33813E-07;1.24275E-06
3020;0.06467236;0.633944;0.9832043;-2.18647E-07;9.62028E-07;1.38563E-08;-2.48785E-06;-7.95155E-07;1.59217E-06
3021;0.06050093;0.6445297;0.9769503;-1.85117E-07;9.44374E-07;4.22167E-08;-2.58901E-06;-6.73812E-07;1.46857E-06
3022;0.05678993;0.6543004;0.9710433;-1.87951E-07;8.91276E-07;2.5328E-07;-2.72156E-06;-4.59899E-07;1.22124E-06
3023;0.0535167;0.6632115;0.9655542;-1.43836E-07;8.0536E-07;4.51686E-07;-2.57793E-06;-1.7311E-07;1.19444E-06
3024;0.05066893;0.671204;0.9605471;-6.07876E-08;8.08564E-07;-2.80604E-08;-2.71475E-06;-4.40081E-07;1.22645E-06
3025;0.04823149;0.6782352;0.9560767;-1.23226E-07;6.08137E-07;-2.09595E-07;-2.52344E-06;-9.08055E-07;5.63888E-07
3026;0.0461953;0.6842795;0.9521784;-1.51404E-07;5.49145E-07;-6.05288E-08;-2.37684E-06;-1.01362E-06;5.17876E-07
3027;0.04454506;0.6893108;0.9488971;-1.24032E-07;5.44956E-07;-3.74287E-07;-2.21104E-06;-1.31668E-06;7.46154E-07
3028;0.04323838;0.6933942;0.9461875;-1.84617E-07;4.42715E-07;6.74295E-08;-1.80277E-06;-1.08851E-06;7.24571E-07
3029;0.04225158;0.6965465;0.9440703;-3.1578E-07;3.7353E-07;8.13537E-07;-1.31616E-06;-9.32691E-07;9.2047E-07
3030;0.04154067;0.698852;0.9425016;-2.51771E-07;3.82958E-07;2.0496E-07;-1.28055E-06;-1.22698E-06;1.03833E-06
3031;0.0410451;0.7004841;0.9413842;-2.38122E-07;4.20814E-07;2.90137E-07;-9.22707E-07;-1.05116E-06;1.52494E-06
3032;0.04070581;0.7016163;0.9405948;-2.41587E-07;4.18287E-07;8.00247E-08;-9.01832E-07;-1.24823E-06;1.49689E-06
3033;0.04046222;0.7024261;0.9400126;-2.5971E-07;4.0117E-07;-8.67967E-08;-8.4418E-07;-1.53008E-06;1.53519E-06
3034;0.04027803;0.7030414;0.9395694;-3.03643E-07;4.0248E-07;2.41341E-07;-1.0544E-06;-1.33541E-06;1.21149E-06
3035;0.04015131;0.7034607;0.9392556;-3.25982E-07;4.2746E-07;5.96712E-08;-9.77866E-07;-1.70894E-06;1.43254E-06
3036;0.04010386;0.7036126;0.9391316;-3.28508E-07;4.14995E-07;-1.3974E-07;-1.01927E-06;-1.84155E-06;1.3256E-06
3037;0.04014065;0.703464;0.9392043;-3.27206E-07;3.9059E-07;-5.52592E-08;-9.158E-07;-1.7648E-06;1.39573E-06
3038;0.0402735;0.7029884;0.9395052;-3.17651E-07;4.05185E-07;9.91623E-08;-8.33016E-07;-1.60559E-06;1.46809E-06
3039;0.04047038;0.7022967;0.9399528;-3.13388E-07;4.05682E-07;1.22273E-07;-8.02665E-07;-1.61332E-06;1.50746E-06
3040;0.04072116;0.7014294;0.9405256;-3.27993E-07;4.15282E-07;3.36665E-07;-1.25635E-06;-1.43087E-06;1.01069E-06
3041;0.04102107;0.7003956;0.9412092;-3.39545E-07;3.98731E-07;3.52057E-07;-1.3301E-06;-1.53391E-06;8.92186E-07
3042;0.04136967;0.6992055;0.9420067;-3.05067E-07;4.06463E-07;3.0459E-07;-1.32106E-06;-1.44002E-06;9.99435E-07
3043;0.04176546;0.6978671;0.9429144;-2.90021E-07;4.4446E-07;2.80275E-07;-1.37508E-06;-1.27163E-06;1.1275E-06
3044;0.04220533;0.6963791;0.9439167;-2.74461E-07;4.51154E-07;2.38246E-07;-1.04093E-06;-1.21459E-06;1.55537E-06
3045;0.0426599;0.6948483;0.9449511;-2.91673E-07;4.47713E-07;4.30491E-07;-7.80138E-07;-1.13203E-06;1.82207E-06
3046;0.04310833;0.6933408;0.9459574;-2.93413E-07;4.76683E-07;4.59074E-07;-4.83332E-07;-1.2083E-06;2.09852E-06
3047;0.04354571;0.6918943;0.9469315;-3.1703E-07;4.54217E-07;6.96502E-07;-6.04668E-07;-9.92518E-07;1.86244E-06
3048;0.04397038;0.6904999;0.9478681;-2.96925E-07;4.50136E-07;5.20206E-07;-5.6566E-07;-1.05732E-06;1.94439E-06
3049;0.04438319;0.6891676;0.9487699;-3.75287E-07;4.87576E-07;4.2569E-07;-6.54149E-07;-1.52798E-06;2.07095E-06
3050;0.04997213;0.6762606;0.955881;-3.73765E-07;2.65863E-07;8.85195E-07;2.99634E-09;-1.40586E-06;1.78704E-06
3051;0.06030387;0.6542569;0.9672303;-5.36128E-07;4.06517E-07;9.71162E-07;-3.58277E-07;-1.51273E-06;1.63925E-06
3052;0.07086749;0.6319445;0.9786549;-5.33537E-07;3.99165E-07;1.1574E-06;-4.89815E-07;-1.19969E-06;1.24591E-06
3053;0.08126932;0.6099234;0.989948;-5.04302E-07;4.1194E-07;1.47299E-06;-6.38189E-07;-6.89654E-07;8.4337E-07
3054;0.0915614;0.5881253;1.001144;-5.74085E-07;4.53628E-07;1.32093E-06;-7.96116E-07;-1.0202E-06;6.08644E-07
3055;0.1018966;0.5662916;1.012334;-5.60502E-07;4.91733E-07;1.57576E-06;-1.05032E-06;-4.49252E-07;2.81624E-07
3056;0.1123938;0.5442601;1.02357;-5.7984E-07;5.36957E-07;1.94827E-06;-1.27974E-06;2.09784E-07;8.2986E-08
3057;0.1231067;0.521975;1.034841;-6.54804E-07;6.23344E-07;1.74714E-06;-1.31481E-06;-1.79814E-07;1.5643E-07
3058;0.1340163;0.499492;1.046118;-6.84666E-07;6.48439E-07;2.05619E-06;-1.47111E-06;1.62382E-07;-1.31766E-07
3059;0.144992;0.4769963;1.057333;-5.84589E-07;5.78579E-07;1.93938E-06;-1.5199E-06;5.38594E-07;-7.4445E-07
3060;0.150661;0.4663833;1.062156;-5.94288E-07;7.50792E-07;1.46655E-06;-2.11305E-06;4.36607E-07;-6.76013E-07
3061;0.151423;0.4651943;1.062564;-4.71888E-07;6.70097E-07;1.09659E-06;-1.55867E-06;1.67108E-07;-1.69187E-07
3062;0.1518608;0.4645164;1.062796;-4.33481E-07;6.21474E-07;1.2407E-06;-1.65251E-06;4.84515E-07;-4.31996E-07
3063;0.1524372;0.463623;1.063105;-4.6681E-07;6.47842E-07;8.66791E-07;-1.43729E-06;-8.50581E-08;-1.23198E-07
3064;0.1531147;0.4625698;1.06347;-3.8025E-07;5.36186E-07;9.47855E-07;-1.48621E-06;2.95245E-07;-4.50307E-07
3065;0.15372;0.4616283;1.063791;-3.96884E-07;5.80301E-07;6.23408E-07;-1.03541E-06;-1.83325E-07;2.63035E-07
3066;0.1540933;0.4610494;1.063987;-3.92777E-07;5.43707E-07;1.78567E-07;-8.62877E-07;-8.00686E-07;3.47158E-07
3067;0.1541474;0.460967;1.064014;-3.45732E-07;5.45433E-07;8.55056E-08;-6.87594E-07;-7.34385E-07;5.0932E-07
3068;0.1538616;0.4614062;1.063866;-3.27348E-07;5.12937E-07;-1.44227E-07;-5.62175E-07;-9.01926E-07;5.92478E-07
3069;0.1533328;0.4622182;1.06359;-3.20665E-07;5.5168E-07;-2.04994E-07;-2.67906E-07;-9.52755E-07;1.10498E-06
3070;0.1527483;0.4631263;1.063292;-2.36523E-07;6.04875E-07;-4.00137E-09;-3.27249E-08;-4.71197E-07;1.56504E-06
3071;0.1521696;0.4640341;1.063003;-1.52285E-07;5.2006E-07;7.18549E-08;-3.8919E-07;-5.9256E-08;7.81995E-07
3072;0.1515573;0.4649978;1.062688;-1.1372E-07;5.93906E-07;-1.16978E-09;-4.00187E-07;-4.39694E-08;9.55668E-07
3073;0.1508442;0.4661171;1.062309;-1.05958E-07;5.69165E-07;-7.8654E-08;-3.46245E-07;-1.92475E-07;1.06984E-06
3074;0.1499897;0.4674564;1.06185;-1.01615E-07;6.70262E-07;-9.54322E-08;-1.2736E-07;-1.92374E-07;1.60819E-06
3075;0.1490177;0.4689808;1.061319;-7.19022E-08;5.5909E-07;2.87221E-08;-4.60459E-07;2.84258E-09;9.07566E-07
3076;0.1479617;0.4706382;1.060736;-2.21946E-08;5.58858E-07;2.97288E-07;-4.62974E-07;4.93861E-07;9.35029E-07
3077;0.1468584;0.4723737;1.060125;2.49834E-08;5.2089E-07;2.87675E-07;-5.78664E-07;5.88404E-07;6.4746E-07
3078;0.1457967;0.4740398;1.059523;5.49704E-08;4.73286E-07;2.17777E-07;-8.83646E-07;5.53405E-07;1.13145E-07
3079;0.1448869;0.4754694;1.059004;2.10646E-08;4.60355E-07;1.89114E-07;-9.5875E-07;4.57971E-07;-1.31962E-08
3080;0.1442001;0.4765421;1.058603;-2.78599E-08;4.48862E-07;1.21196E-07;-1.09255E-06;2.73208E-07;-1.72095E-07
3081;0.1437768;0.4771995;1.058347;-6.08545E-08;4.45985E-07;1.89513E-07;-1.11124E-06;2.70525E-07;-2.20191E-07
3082;0.1436322;0.477414;1.05825;-2.09139E-07;4.21924E-07;-1.71941E-07;-7.37686E-07;-6.78176E-07;2.06806E-07
3083;0.1437869;0.4771533;1.058324;-1.46865E-07;4.1896E-07;4.57242E-08;-7.83517E-07;-2.0611E-07;1.13326E-07
3084;0.1442778;0.4763638;1.058581;-1.4367E-07;4.09796E-07;8.21082E-08;-6.81545E-07;-1.7687E-07;2.34541E-07
3085;0.145126;0.475018;1.059035;-7.00787E-08;4.67189E-07;2.51464E-07;-6.14619E-07;2.56297E-07;4.33847E-07
3086;0.1463417;0.473106;1.05969;-1.30511E-07;4.62453E-07;1.07304E-07;-6.3135E-07;-1.25569E-07;3.95801E-07
3087;0.1478834;0.4706916;1.060518;-1.38169E-07;3.76343E-07;2.55995E-07;-7.17352E-07;6.2481E-08;1.10464E-07
3088;0.1496508;0.4679423;1.061477;-1.24086E-07;3.66132E-07;1.23892E-07;-5.65099E-07;-1.10837E-07;2.52046E-07
3089;0.1515423;0.4650091;1.062489;-5.55884E-08;4.08249E-07;3.52079E-07;-5.24155E-07;3.60924E-07;4.5082E-07
3090;0.1534733;0.4620303;1.063508;-3.13044E-08;4.74318E-07;2.88885E-07;-3.72018E-07;3.26809E-07;7.38534E-07
3091;0.1553675;0.4591241;1.064496;-1.04751E-08;4.26164E-07;4.20148E-07;-2.30682E-07;5.70224E-07;8.39399E-07
3092;0.15716;0.4563864;1.065411;7.06018E-08;4.16882E-07;5.60306E-07;-4.41085E-07;9.60739E-07;5.30501E-07
3093;0.1587949;0.4539025;1.066232;1.18141E-07;4.04999E-07;7.52021E-07;-6.12469E-07;1.3814E-06;2.47386E-07
3094;0.1602166;0.451749;1.066934;1.24507E-07;3.53995E-07;7.03572E-07;-8.30721E-07;1.33709E-06;-1.70119E-07
3095;0.1613501;0.4500425;1.067492;6.27026E-08;3.63227E-07;5.82897E-07;-7.25581E-07;1.01905E-06;-2.36429E-09
3096;0.1621196;0.4488822;1.067865;6.61441E-08;2.5712E-07;3.40887E-07;-1.03733E-06;7.31555E-07;-7.32469E-07
3097;0.1624847;0.4483236;1.068031;4.83546E-08;3.53935E-07;3.82234E-07;-8.24083E-07;7.27125E-07;-1.9369E-07
3098;0.1624355;0.4483835;1.067988;-6.9267E-08;4.28278E-07;2.95979E-07;-6.2436E-07;3.19522E-07;2.89967E-07
3099;0.1620076;0.4490186;1.067765;-1.28695E-07;3.41007E-07;5.92171E-08;-8.28438E-07;-1.7977E-07;-2.75637E-07
3100;0.1612527;0.4501402;1.067373;-1.87943E-07;3.33233E-07;-1.71964E-07;-8.15013E-07;-6.66851E-07;-2.72915E-07
3101;0.1602236;0.4516762;1.066847;-1.65776E-07;4.56284E-07;-1.50275E-07;-6.48584E-07;-5.90526E-07;2.85228E-07
3102;0.1589606;0.4535702;1.066209;-1.88029E-07;4.88609E-07;1.9261E-08;-5.3768E-07;-3.60468E-07;5.59897E-07
3103;0.157509;0.4557539;1.06547;-3.15912E-07;4.85001E-07;-3.95644E-07;-4.49357E-07;-1.26702E-06;6.96496E-07
3104;0.1559101;0.458162;1.064646;-3.05904E-07;5.85774E-07;-4.67561E-07;-2.04594E-07;-1.38023E-06;1.25889E-06
3105;0.1542352;0.460694;1.063767;-3.24287E-07;5.49913E-07;-5.95275E-07;-3.82721E-07;-1.60901E-06;9.606E-07
3106;0.1525579;0.463246;1.062876;-2.64204E-07;6.70877E-07;-2.39553E-07;-1.63238E-08;-9.77329E-07;1.83471E-06
3107;0.150958;0.4656981;1.062021;-3.20206E-07;6.4888E-07;-3.20264E-07;-5.39537E-08;-1.23669E-06;1.72137E-06
3108;0.1495096;0.4679307;1.06123;-2.40994E-07;6.805E-07;-7.59615E-08;-1.55636E-07;-6.87662E-07;1.63366E-06
3109;0.1482162;0.4699275;1.060505;-1.70763E-07;7.44492E-07;6.59246E-08;-2.58721E-08;-2.96504E-07;2.06173E-06
3110;0.1470666;0.471711;1.059857;-1.66734E-07;6.8213E-07;1.04915E-07;-7.82118E-08;-2.71088E-07;1.90797E-06
3111;0.146059;0.4732744;1.059274;-2.02856E-07;5.9991E-07;3.10965E-08;-1.67058E-07;-5.19384E-07;1.52897E-06
3112;0.1452198;0.4745828;1.058788;-2.13331E-07;6.05485E-07;-2.99934E-07;-7.49906E-08;-1.0816E-06;1.68592E-06
3113;0.1445742;0.4755924;1.058412;-1.52268E-07;6.67842E-07;6.00096E-08;7.46758E-08;-3.92481E-07;2.07996E-06
3114;0.1441399;0.4762796;1.058164;-1.44636E-07;5.98843E-07;2.6056E-07;-5.75713E-08;-1.21834E-07;1.85313E-06
3115;0.1439171;0.4766279;1.058035;-9.44522E-08;5.46113E-07;4.81589E-07;-5.66686E-08;3.23315E-07;1.66044E-06
3116;0.143911;0.4766332;1.058028;-1.04571E-07;5.04092E-07;2.06653E-07;-2.04738E-07;-8.87758E-08;1.37536E-06
3117;0.1441079;0.4763115;1.058125;-2.93482E-08;5.23176E-07;2.04915E-07;-2.77987E-07;1.14613E-07;1.29968E-06
3118;0.1444668;0.475733;1.058315;1.00519E-08;4.50592E-07;3.9408E-07;-2.86547E-07;4.76131E-07;1.17198E-06
3119;0.1449496;0.4749576;1.058577;-1.2011E-07;4.32591E-07;2.55921E-07;-2.96251E-07;-4.6325E-08;1.06727E-06
