Time,Interferometric Phase,Sensitivity,PTI Signal
s,rad,1/rad,µrad
3320,1.5732317029411214,0.6158799747728214,-27.51491842725505
3321,1.6092674456071858,0.6152169856877684,-19.283074584423346
3322,1.6371872127936486,0.6141540201717253,-32.48180142016273
3323,1.6538432400601042,0.6132918445978591,-17.887170721778027
3324,1.6577176021287705,0.6130668932998073,-36.49666270570135
3325,1.6497681182221517,0.6135185184319358,-20.244849347634982
3326,1.635814905483389,0.614217461598368,-12.90910833104066
3327,1.6217932181552834,0.6147993715193616,-19.523394984587625
3328,1.6050268661706628,0.6153365007151717,-25.192719156871387
3329,1.5819340717269805,0.61579309266841,-29.04222647942243
3330,1.550407410994834,0.6158862558132165,-11.627326363520915
3331,1.5185567013007362,0.6153588109191136,-20.175950071256157
3332,1.4955889018587183,0.6145910562525216,-34.527422368564736
3333,1.4809087760764783,0.6139304771617029,-15.559697358317665
3334,1.4700401022875802,0.6133561604274695,-13.560511572801394
3335,1.4581124799036649,0.612642503402656,-25.749648660252134
3336,1.4459869447170453,0.6118276656259823,-3.607563347474398
3337,1.436030340495519,0.6110913162310527,-13.352712242280388
3338,1.4311281706829493,0.6107065113605404,-19.33776057843255
3339,1.4319819233691367,0.6107745839234627,-20.129763842653915
3340,1.433052398872889,0.610859307468391,-17.251035828233963
3341,1.429556511811025,0.6105800337860576,-19.787811232288774
3342,1.4223325576988926,0.6099793008310418,-34.034003853830356
3343,1.2851065282891563,0.5925678348121064,123.84398876756511
3344,1.1511101224145515,0.564811570717194,-49.913140158826614
3345,1.147483405199747,0.5639169147863418,-19.066167185851615
3346,1.1499160255134961,0.5645178249415681,-24.321554777718916
3347,1.1447653518885328,0.5632415492728732,-29.512000764010413
3348,1.13034780335474,0.5595897093879885,-18.426230058184743
3349,1.1081912637569853,0.5537511931535047,-31.671851264965074
3350,1.0895598054408078,0.5492349712355805,-21.024664080599536
3351,1.0801193343453777,0.5520400467039634,-23.98464969466259
3352,1.072860016030258,0.5541635812388963,-26.81114983831668
3353,1.0746206090334989,0.5536512413679063,-12.196551876766133
3354,1.085937942499364,0.5503169472554097,-10.744852208908931
3355,1.1000699158070548,0.5515428837946416,-7.1178473603387005
3356,1.1115501610067604,0.5546538565252651,-3.1381374052416073
3357,1.1184531359008874,0.5564892920016831,2.6203996052900376
3358,1.1240697170102836,0.5579631262742597,3.372506684294383
3359,1.1344564126061003,0.5606422686418907,7.968560669883617
3360,1.152480125303916,0.5651475969951624,9.131613516167517
3361,1.168955662097941,0.5691053596623042,-5.215915978186538
3362,1.175074158331462,0.570535868148579,4.427960268916514
3363,1.174403388911337,0.5703800832662511,2.4670586723784895
3364,1.1733100115614263,0.5701255984558284,-2.705218066411957
3365,1.174642443284675,0.5704356326118408,-1.92339258351983
3366,1.1768579127713281,0.5709488924513506,1.4927203749614324
3367,1.1725844726282264,0.5699563522367891,3.925817442706827
3368,1.1607209826964058,0.5671464637550009,-1.7819558492801686
3369,1.144911013937053,0.5632778480689824,3.451189473801714
3370,1.1290849758397217,0.5592642946688426,2.1278611141385375
3371,1.1154364642083887,0.5556904445632612,-4.519296201387545
3372,1.1025280340385324,0.5522151265876436,6.66600213941794
3373,1.0888374985453284,0.5494513249496569,-0.239527161502
3374,1.074933001283552,0.553560154613098,5.042422526647461
3375,1.0685803481532499,0.555401816558113,6.1614149676495416
3376,1.0845305283295237,0.5507354437906608,2.5603532844779284
3377,1.1234531014935871,0.5578021808770746,2.9715567900568085
3378,1.1601630306446442,0.567012343390128,10.097708304470421
3379,1.1995110421933772,0.5760357040867178,3.369995299307757
3380,1.2307113194016037,0.5825573672769505,4.201673780034123
3381,1.2491726799515284,0.5861496232317108,-2.214989799812446
3382,1.2629458419710888,0.5886995900526386,1.9972948558122772
3383,1.2666248731683427,0.5893618472874863,1.8795002352689292
3384,1.2618532361889674,0.5885013766178683,4.690032885473216
3385,1.2541320757173564,0.5870806431573922,2.0023620359685412
3386,1.2449921764802774,0.5853536244623332,2.638393957050479
3387,1.2347829402271944,0.5833667423290239,3.154037124163216
3388,1.2243882730421578,0.5812813041670387,-2.2332652747956465
3389,1.2145062153437687,0.5792404683511336,7.137369068390808
3390,1.2054341602639287,0.5773171082405822,-5.216498504896085
3391,1.1983355570625738,0.5757789955286186,11.705126282402126
3392,1.1971722237883202,0.5755241574580328,-2.2142694853355773
3393,1.2032249275227607,0.5768415300255372,4.940893903814505
3394,1.2125138371194606,0.5788221453501456,4.895425810134397
3395,1.2206117154043579,0.5805080628127878,7.22013597324839
3396,1.226261899785803,0.5816618487327223,-5.991204214513486
3397,1.2297409074760421,0.5823630387547029,2.897611371371202
3398,1.2317638814241412,0.5827675264282065,-1.8378677592793993
3399,1.2326003631310642,0.5829340816168264,8.996463760660376
3400,1.2319872793548556,0.5828120479889983,-4.157201727269102
3401,1.22617025164077,0.5816432819438841,1.971002733693756
3402,1.2149573130494462,0.5793348623920772,0.6232918893083456
3403,1.2100771670235326,0.5783074149065789,-1.7360871090086558
3404,1.1949354221443385,0.5750319787358742,3.398407089166729
3405,1.1732045637008295,0.5701010193067858,2.809999802665796
3406,1.1578272578474607,0.5664489551907637,0.22343978787514485
3407,1.1532354871488069,0.5653324141115302,6.248600807378018
3408,1.1543888313804593,0.5656139847231728,-1.7014973576423846
3409,1.1547028150720438,0.5656905085587862,-2.015188381205746
3410,1.1528228989708833,0.565231504637968,-0.6292185056990521
3411,1.1470452328948149,0.5638083219122065,-0.1631688823508348
3412,1.1364753121622935,0.561156011361381,-0.04951730019166802
3413,1.1224194801828755,0.5575319153558345,3.766182829920222
3414,1.1053052185906629,0.5529706125517019,-0.7788440131681436
3415,1.0836759563193334,0.5509890197097667,8.298529958895626
3416,1.0614212814551252,0.557450395312069,-4.42870049762176
3417,1.0479609242146144,0.5612246580753909,7.258970189024936
3418,1.0388430694726754,0.5637235637246769,-0.30965044064690056
3419,1.0313213234779905,0.5657497599429019,9.030739640490985
3420,1.0208880351514,0.5685072480233115,14.63488148009352
3421,1.004788589127439,0.5726407594433286,8.282405620184125
3422,0.9884792611616718,0.5766768173993385,-2.8887232580643176
3423,0.9796325001629698,0.5788020177233674,2.4506463093183446
3424,0.9817441785804273,0.5782988525875383,7.446707686785126
3425,0.9884322305824399,0.5766882347308441,4.855194874071691
3426,0.9908638803450255,0.5760962463115442,6.0242115882087806
3427,0.9862074328612627,0.5772268776840929,-2.4791477850374646
3428,0.9775380505265384,0.5792985281529219,2.476901418261076
3429,0.9673209113411388,0.5816841293832677,-5.228282238894032
