Interferometric Phase;PTI;R1;R2;R3;System_Phase_1;System_Phase_2;System_Phase_3
1.54208;-4.21235e-06;1.64043e-06;2.34792e-06;1.05219e-06;-0.468118;1.74693;2.18866
1.53645;-3.99964e-06;1.81649e-06;1.94866e-06;1.00476e-06;-0.589957;1.66676;2.19221
1.53064;-4.06356e-06;1.72575e-06;2.04779e-06;9.8228e-07;-0.657114;1.71898;2.1588
1.52472;-4.05048e-06;1.59687e-06;2.01572e-06;9.6558e-07;-0.759783;1.85607;2.17492
1.51877;-4.18669e-06;1.41172e-06;2.43892e-06;9.63189e-07;-0.616235;1.8445;2.16401
1.51284;-4.28192e-06;1.34245e-06;2.58026e-06;9.79485e-07;-0.567806;1.89685;2.1802
1.50695;-4.34328e-06;1.25362e-06;2.70828e-06;9.69906e-07;-0.549802;1.96137;2.23698
1.5011;-4.12531e-06;1.49252e-06;2.2267e-06;9.42744e-07;-0.709444;1.8902;2.14812
1.49529;-4.42172e-06;1.29209e-06;2.85318e-06;9.72427e-07;-0.562736;1.84085;2.12874
1.48947;-4.24811e-06;1.40854e-06;2.42221e-06;9.56278e-07;-0.744204;1.89454;2.12535
1.48359;-4.29726e-06;1.45891e-06;2.33869e-06;9.64062e-07;-0.838883;1.9762;2.14075
1.4776;-4.3771e-06;1.27596e-06;2.77023e-06;9.63849e-07;-0.567182;1.89129;2.16191
1.47151;-4.34366e-06;1.14371e-06;2.81863e-06;9.5009e-07;-0.606528;1.93465;2.14747
1.46533;-4.27775e-06;1.32548e-06;2.61048e-06;9.20773e-07;-0.56254;1.94749;2.20097
1.45912;-4.2196e-06;1.26211e-06;2.51363e-06;8.9241e-07;-0.738801;2.03312;2.18978
1.45293;-4.40492e-06;1.264e-06;2.79385e-06;9.04157e-07;-0.62869;1.94697;2.16934
1.44684;-4.11564e-06;1.34288e-06;2.296e-06;8.43801e-07;-0.941832;2.21643;2.20803
1.44093;-4.4081e-06;1.19288e-06;2.78275e-06;8.67749e-07;-1.19028;2.31079;2.20101
1.43521;-4.17723e-06;1.25148e-06;2.62339e-06;8.3166e-07;-1.23666;2.49665;2.28407
1.42967;-4.20417e-06;1.12261e-06;2.69252e-06;8.1817e-07;-1.22698;2.33722;2.20987
1.42431;-4.2014e-06;1.35963e-06;2.42083e-06;8.16281e-07;-1.03836;2.34375;2.26464
1.41912;-4.03826e-06;1.5254e-06;2.22783e-06;7.80305e-07;-1.24459;2.48584;2.2243
1.41411;-4.12023e-06;1.74506e-06;1.9707e-06;8.03774e-07;-1.06254;2.3984;2.2322
1.40925;-4.07332e-06;1.61906e-06;2.02042e-06;7.89665e-07;-0.998278;2.29392;2.21061
1.4045;-4.14032e-06;1.78778e-06;2.04685e-06;8.04759e-07;-1.19289;2.52394;2.20608
1.39985;-3.87057e-06;1.79952e-06;1.86509e-06;7.37414e-07;-1.14886;2.64049;2.25369
1.39528;-4.01342e-06;1.84407e-06;1.81527e-06;7.64759e-07;-1.16444;2.41796;2.16022
1.39076;-3.83195e-06;1.89287e-06;1.55517e-06;7.62879e-07;-1.02902;2.47585;2.24063
1.38628;-3.83784e-06;1.84651e-06;1.56115e-06;7.48129e-07;-0.969553;2.13529;2.14179
1.38188;-3.83118e-06;1.83584e-06;1.61747e-06;7.17398e-07;-0.819912;2.1035;2.20046
1.37761;-3.89628e-06;1.53187e-06;2.00914e-06;7.02212e-07;-1.08341;2.35542;2.16943
1.3735;-3.9727e-06;1.64554e-06;1.95478e-06;7.00362e-07;-0.926746;2.30215;2.1737
1.36952;-3.70678e-06;1.7675e-06;1.59868e-06;6.50877e-07;-1.02452;2.33519;2.14506
1.36567;-3.91176e-06;1.78039e-06;1.83703e-06;6.7242e-07;-1.10738;2.44579;2.16981
1.36192;-3.68431e-06;2.11074e-06;1.41579e-06;6.37967e-07;-1.12606;2.69221;2.2289
1.35819;-3.7546e-06;2.4815e-06;1.06339e-06;6.7727e-07;-1.0826;2.76092;2.20115
1.35452;-3.56001e-06;2.43132e-06;7.82839e-07;6.31873e-07;-0.871101;2.26958;2.2036
1.35093;-3.62034e-06;2.67724e-06;6.43353e-07;6.10109e-07;-0.985255;2.5358;2.15234
1.34748;-3.57857e-06;2.50512e-06;9.22917e-07;5.81129e-07;-1.02554;2.79337;2.23325
1.34418;-3.62774e-06;2.82638e-06;9.05619e-07;5.97679e-07;-1.15511;-3.1258;2.13384
1.34101;-3.59751e-06;2.7975e-06;5.4562e-07;6.05361e-07;-0.995455;2.76506;2.16962
1.33799;-3.68953e-06;2.59413e-06;7.48708e-07;6.24504e-07;-1.01129;2.10788;2.10712
1.33509;-3.82455e-06;2.16631e-06;1.32748e-06;6.24301e-07;-0.983367;2.35168;2.19721
1.3323;-3.74838e-06;2.27817e-06;1.15474e-06;5.95057e-07;-1.03899;2.26069;2.10362
1.32968;-3.77737e-06;1.96456e-06;1.51712e-06;5.74622e-07;-1.01092;2.29462;2.15642
1.32725;-3.88273e-06;1.97123e-06;1.90627e-06;5.6102e-07;-1.36072;2.57289;2.11612
1.32498;-3.98577e-06;2.12399e-06;2.42912e-06;5.73476e-07;-1.52465;2.88179;2.21763
1.32281;-4.00132e-06;2.04136e-06;2.71751e-06;5.8568e-07;-1.68175;2.85815;2.25097
1.32068;-4.04431e-06;2.13027e-06;2.68958e-06;5.8327e-07;-1.59201;2.92512;2.2953
1.31858;-4.06589e-06;2.06914e-06;3.02717e-06;5.76668e-07;-1.74143;2.91311;2.31061
1.31651;-4.20002e-06;1.89525e-06;3.42256e-06;5.69977e-07;-1.84002;2.86121;2.34085
1.31444;-4.13176e-06;2.21434e-06;3.40278e-06;5.39876e-07;-1.81911;2.9828;2.3165
1.31235;-4.13062e-06;2.50227e-06;3.17929e-06;5.56365e-07;-1.71886;3.08128;2.3124
1.31021;-3.90813e-06;2.47395e-06;2.7022e-06;5.2512e-07;-1.61081;3.10722;2.31308
1.30799;-4.03265e-06;2.1604e-06;2.42429e-06;5.3856e-07;-1.47886;2.8869;2.21734
1.30569;-3.80103e-06;1.93243e-06;1.92154e-06;5.09412e-07;-1.22886;2.7118;2.25283
1.30329;-3.70396e-06;2.1534e-06;1.51566e-06;4.89875e-07;-1.16869;2.67895;2.17784
1.30078;-3.57256e-06;2.11586e-06;1.22636e-06;4.67259e-07;-0.909724;2.21292;2.12216
1.29823;-3.62862e-06;2.18218e-06;1.22527e-06;4.95764e-07;-1.04116;2.43763;2.09952
1.29563;-3.46518e-06;2.24386e-06;1.295e-06;4.61997e-07;-1.157;2.86642;2.17358
1.29301;-3.46966e-06;2.7037e-06;1.14427e-06;4.50676e-07;-1.20081;-3.06909;2.12684
1.29034;-3.45347e-06;2.56183e-06;1.27535e-06;4.39697e-07;-1.20279;-3.12629;2.16945
1.28765;-3.47544e-06;2.35147e-06;1.04623e-06;4.48838e-07;-1.06627;2.73538;2.14735
1.28491;-3.64215e-06;1.83593e-06;1.59695e-06;4.847e-07;-1.02538;2.4521;2.12458
1.28212;-3.66718e-06;1.77889e-06;1.73664e-06;4.83611e-07;-1.12343;2.52446;2.1638
1.27923;-3.86828e-06;1.66767e-06;2.25786e-06;4.9829e-07;-1.35434;2.62922;2.16106
1.27618;-3.94788e-06;1.29814e-06;2.45246e-06;4.93927e-07;-1.16875;2.37933;2.15091
1.27295;-4.03719e-06;1.30819e-06;2.56248e-06;4.97366e-07;-1.18984;2.42807;2.17365
1.26945;-4.06418e-06;1.01753e-06;2.79323e-06;4.97949e-07;-0.812752;2.21214;2.15483
1.26568;-4.19779e-06;1.21183e-06;2.80832e-06;5.27378e-07;-0.646295;2.01404;2.08413
1.26166;-4.05054e-06;1.13537e-06;2.82276e-06;5.06237e-07;-0.501463;1.98252;2.0988
1.2574;-4.07511e-06;1.29072e-06;2.61498e-06;5.06921e-07;-0.657352;1.99617;2.11929
1.25292;-4.10365e-06;9.68854e-07;2.89776e-06;4.75863e-07;-1.158;2.26523;2.11949
1.24821;-4.1404e-06;1.16488e-06;2.75903e-06;4.5919e-07;-1.16378;2.28305;2.1425
1.24334;-4.01996e-06;1.39236e-06;2.37657e-06;4.54557e-07;-1.00602;2.18338;2.06173
1.23838;-4.1524e-06;1.30798e-06;2.64584e-06;4.73686e-07;-0.71248;2.0507;2.07519
1.2334;-4.04583e-06;1.34926e-06;2.41266e-06;4.74762e-07;-0.955335;2.18217;2.08153
1.22844;-4.1323e-06;1.22782e-06;2.62804e-06;4.7087e-07;-1.07946;2.19936;2.11667
1.22355;-4.03069e-06;1.46045e-06;2.42288e-06;4.20332e-07;-1.2891;2.3394;2.11094
1.21872;-4.05516e-06;1.40433e-06;2.44425e-06;3.86425e-07;-1.03638;2.27671;2.18367
1.21391;-3.91886e-06;1.38871e-06;2.34004e-06;3.818e-07;-1.14116;2.30774;2.19066
1.20911;-3.99096e-06;9.77832e-07;2.81526e-06;3.77708e-07;-0.774109;2.13408;2.19397
1.20433;-3.83029e-06;1.44509e-06;2.20104e-06;3.44078e-07;-1.11612;2.24393;2.14539
1.19956;-3.85544e-06;1.37398e-06;2.30742e-06;3.36182e-07;-1.07051;2.32627;2.23729
1.19471;-3.85078e-06;1.44677e-06;2.29075e-06;3.10405e-07;-1.20728;2.35158;2.23533
1.18968;-3.76043e-06;1.55808e-06;2.35243e-06;2.76772e-07;-1.36343;2.59781;2.37162
1.18441;-3.75413e-06;1.77358e-06;2.17281e-06;2.34829e-07;-1.38029;2.5915;2.34896
1.17884;-3.71319e-06;2.11015e-06;1.76761e-06;2.14483e-07;-1.18796;2.70897;2.33694
1.17292;-3.70994e-06;2.27788e-06;1.44171e-06;2.3373e-07;-1.1823;2.56745;2.25064
1.16665;-3.73773e-06;1.96215e-06;1.7796e-06;2.39662e-07;-1.15759;2.56873;2.33384
1.16004;-3.9609e-06;1.8479e-06;1.97497e-06;2.40358e-07;-1.08375;2.28159;2.24948
1.15314;-3.84109e-06;2.29247e-06;1.59465e-06;2.15042e-07;-1.18864;2.61274;2.35004
1.14599;-3.97039e-06;2.35894e-06;1.45173e-06;2.23746e-07;-0.962885;2.18618;2.31565
1.13859;-3.86699e-06;2.44167e-06;1.29506e-06;2.03533e-07;-1.05889;2.34397;2.31747
1.13098;-3.97648e-06;2.70682e-06;1.11612e-06;2.02843e-07;-0.980911;2.31557;2.3922
1.12324;-3.86233e-06;2.75719e-06;9.764e-07;1.77907e-07;-1.07151;2.34239;2.30095
1.11541;-4.03759e-06;2.51687e-06;1.36044e-06;1.92445e-07;-1.03087;2.33196;2.39801
1.10758;-3.97487e-06;2.21129e-06;1.59117e-06;1.85578e-07;-1.01866;2.09059;2.34501
1.09985;-4.03033e-06;2.03934e-06;1.82682e-06;1.56247e-07;-0.984979;2.23592;2.47987
1.09232;-4.05111e-06;2.43269e-06;1.65982e-06;1.34579e-07;-1.28923;2.51061;2.42158
1.08503;-4.00291e-06;2.51281e-06;1.55422e-06;1.01508e-07;-1.19014;2.63518;2.48367
1.078;-4.10977e-06;2.21788e-06;1.79976e-06;7.57402e-08;-1.08186;2.37034;2.43214
1.02238;-4.1561e-06;1.72018e-06;2.21755e-06;5.48236e-08;-0.997745;2.28019;2.5067
1.02025;-4.2022e-06;1.76398e-06;2.21255e-06;5.32406e-08;-0.880517;2.18326;2.36087
1.01821;-4.10603e-06;1.43454e-06;2.45691e-06;4.24409e-08;-1.02927;2.19756;2.69799
0.898796;-3.83202e-06;1.87754e-06;2.09116e-06;4.09114e-08;-0.756327;2.06487;2.80122
1.01449;-4.08737e-06;1.62974e-06;2.26777e-06;2.55738e-08;-0.868908;2.10984;2.85447
1.01282;-4.0733e-06;1.67934e-06;2.23515e-06;1.84735e-08;-0.958597;2.34549;-2.83299
1.01127;-4.1159e-06;1.51713e-06;2.42958e-06;1.65739e-08;-0.912542;2.19713;2.80612
1.03819;-3.90498e-06;1.5436e-06;2.24879e-06;1.12393e-08;-0.873327;2.26813;-1.81288
1.03683;-4.03047e-06;1.63312e-06;2.38477e-06;1.49569e-08;-1.25023;2.43687;-2.76541
1.03559;-3.96228e-06;1.57555e-06;2.49128e-06;2.96935e-08;-1.45008;2.45881;3.12049
1.03993;-4.03219e-06;1.96402e-06;2.67107e-06;4.01933e-08;-1.64189;2.69003;-2.65153
1.03894;-3.95533e-06;2.28926e-06;2.37618e-06;5.83459e-08;-1.59803;2.76472;-1.84515
1.03193;-3.86542e-06;2.57066e-06;2.51906e-06;5.22875e-08;-1.6415;3.00405;-1.65888
1.03081;-3.85118e-06;2.40254e-06;2.75724e-06;7.41015e-08;-1.79017;2.89024;-1.59314
1.02992;-3.74866e-06;2.47157e-06;2.45773e-06;7.87777e-08;-1.70482;2.92984;-1.6564
1.02928;-3.80227e-06;2.17524e-06;2.65706e-06;9.4586e-08;-1.77104;2.78119;-1.54628
1.02886;-3.70016e-06;2.23333e-06;2.5815e-06;1.22781e-07;-1.77933;2.80857;-1.5535
1.02861;-3.76559e-06;1.88032e-06;2.36366e-06;1.18691e-07;-1.56267;2.62438;-1.62576
1.02848;-3.69497e-06;1.66166e-06;2.11293e-06;1.20224e-07;-1.27632;2.42584;-1.67525
1.02844;-3.62277e-06;1.79069e-06;1.81018e-06;1.23024e-07;-0.997692;2.27567;-1.38698
1.02844;-3.6465e-06;1.82237e-06;1.88777e-06;9.759e-08;-0.711425;1.96983;-1.25612
1.02846;-3.60546e-06;1.40278e-06;2.37004e-06;9.95462e-08;-0.56566;1.91485;-1.21548
1.02844;-3.68561e-06;1.7043e-06;2.46112e-06;1.11775e-07;-0.373963;1.7785;-1.04272
1.02832;-3.76064e-06;1.87045e-06;2.34606e-06;1.11584e-07;-0.468893;1.72563;-0.843574
1.02804;-3.62008e-06;1.95073e-06;2.00612e-06;1.20303e-07;-0.556312;1.75969;-0.954554
1.02753;-3.66399e-06;2.16347e-06;2.03416e-06;1.30091e-07;-0.515694;1.62638;-0.979068
1.02676;-3.61928e-06;2.27228e-06;2.00378e-06;1.20098e-07;-0.491354;1.53683;-0.774232
1.02566;-3.6859e-06;2.19824e-06;1.76829e-06;1.17177e-07;-0.684454;1.69001;-0.698147
1.02424;-3.6842e-06;2.3268e-06;1.84732e-06;1.38517e-07;-0.598871;1.57479;-0.634857
1.02248;-3.62947e-06;2.3879e-06;1.40366e-06;1.2117e-07;-0.763771;1.7381;-0.652114
0.994133;-3.86674e-06;2.20716e-06;1.6324e-06;1.37465e-07;-0.724705;1.73153;-0.72472
0.989412;-3.78975e-06;2.16127e-06;1.4682e-06;1.29524e-07;-0.840427;1.87984;-0.872128
0.984054;-3.75997e-06;1.90548e-06;1.85235e-06;1.29989e-07;-0.663052;1.7976;-0.758204
0.977963;-3.82287e-06;2.09361e-06;1.73043e-06;1.35717e-07;-0.687057;1.77276;-0.925031
0.971056;-3.87964e-06;2.20794e-06;1.84997e-06;1.52684e-07;-0.594466;1.65913;-0.797458
0.96325;-3.75846e-06;2.23006e-06;1.76669e-06;1.68114e-07;-0.57268;1.61459;-0.62659
0.9545;-3.79792e-06;2.27856e-06;1.61948e-06;1.70597e-07;-0.658987;1.67744;-0.850378
0.944823;-3.70845e-06;2.15503e-06;1.93099e-06;1.96835e-07;-0.467294;1.59799;-0.747576
0.93423;-3.80644e-06;2.02476e-06;1.80194e-06;2.30072e-07;-0.628775;1.79323;-0.755748
0.92276;-3.83311e-06;1.78432e-06;2.10396e-06;2.53132e-07;-0.578609;1.79814;-0.802903
0.910455;-3.83559e-06;2.24305e-06;1.50892e-06;2.88569e-07;-0.707388;1.83896;-0.739442
0.897358;-4.02598e-06;2.55818e-06;1.44663e-06;3.22955e-07;-0.689611;1.74269;-0.78593
0.883626;-3.96763e-06;2.6837e-06;1.37626e-06;3.33948e-07;-0.690717;1.5931;-0.790552
0.869406;-3.75011e-06;2.14902e-06;1.94571e-06;3.45822e-07;-0.420409;1.66046;-0.754972
0.854798;-3.68144e-06;1.83673e-06;2.67822e-06;3.527e-07;-0.0846239;1.65078;-0.760331
0.837721;-3.63077e-06;1.67354e-06;2.51135e-06;3.72207e-07;-0.157019;1.73813;-0.769008
0.816361;-3.60728e-06;1.32249e-06;2.81187e-06;4.15975e-07;0.0131098;1.82919;-0.847981
0.791052;-3.69862e-06;1.2563e-06;2.60291e-06;4.65832e-07;-0.311806;1.8393;-0.92147
0.762382;-3.4901e-06;5.94975e-07;2.65787e-06;5.01112e-07;-0.745919;2.04269;-1.0102
0.730931;-3.73713e-06;7.53474e-07;2.6891e-06;5.81455e-07;-0.93631;2.07345;-1.02787
0.697233;-3.68878e-06;7.16602e-07;2.70098e-06;6.31611e-07;-0.77776;1.99867;-1.01938
0.661727;-3.86543e-06;1.14664e-06;2.66887e-06;7.72642e-07;-0.190568;2.02762;-0.752627
0.624838;-4.03167e-06;8.05516e-07;2.7478e-06;8.86873e-07;-0.72695;2.11905;-0.898525
0.586945;-3.46986e-06;1.32088e-06;1.88062e-06;7.98412e-07;-0.476351;2.05762;-0.776476
0.548326;-3.75596e-06;1.91206e-06;1.3839e-06;9.26341e-07;-0.693459;2.21902;-0.788432
0.511382;-4.08927e-06;2.41458e-06;1.09291e-06;1.0355e-06;-0.821758;2.08679;-0.92128
0.478385;-4.31818e-06;2.94457e-06;7.23051e-07;1.1395e-06;-0.945738;2.54189;-0.895772
0.449418;-4.30516e-06;2.77202e-06;7.9682e-07;1.19714e-06;-1.03069;2.40358;-1.00526
0.424053;-4.4785e-06;3.26472e-06;5.60608e-07;1.27201e-06;-0.811323;1.5125;-0.990144
0.402129;-4.19737e-06;2.81675e-06;6.71893e-07;1.2638e-06;-0.74137;1.75011;-0.937885
0.383461;-3.90729e-06;2.16059e-06;1.07983e-06;1.23191e-06;-0.640299;1.84036;-0.92456
0.367714;-3.3962e-06;1.51481e-06;1.10872e-06;1.12274e-06;-1.1027;2.07173;-1.06614
0.354443;-3.40196e-06;1.56691e-06;1.1275e-06;1.13161e-06;-0.646955;1.99731;-0.893725
0.343231;-3.89083e-06;1.30556e-06;1.6687e-06;1.30207e-06;-0.813339;2.07186;-0.954741
0.333739;-3.6496e-06;1.02775e-06;1.71009e-06;1.24397e-06;-1.04694;2.16352;-0.964179
0.325702;-3.34557e-06;5.49471e-07;1.93909e-06;1.18636e-06;-1.3048;2.23668;-0.92167
0.31884;-2.80991e-06;3.20835e-07;2.05908e-06;1.04604e-06;0.695028;2.07771;-0.881775
0.312923;-2.66092e-06;1.09229e-06;2.14599e-06;1.04037e-06;0.797525;2.0123;-0.67653
0.30795;-2.49455e-06;1.52948e-06;2.39028e-06;1.04776e-06;1.0021;1.98079;-0.587916
0.303599;-2.44701e-06;1.62329e-06;2.41842e-06;1.00473e-06;0.971865;1.86895;-0.656894
0.299634;-2.56003e-06;1.54691e-06;2.3218e-06;1.03953e-06;0.888154;1.92231;-0.630276
0.295935;-2.84032e-06;1.39738e-06;2.16384e-06;1.07314e-06;0.580356;1.8023;-0.773774
0.29233;-2.53354e-06;6.92357e-07;2.0409e-06;9.56705e-07;0.825093;1.88378;-0.934925
0.288692;-2.68755e-06;3.02095e-07;2.12486e-06;1.04065e-06;1.57609;2.11822;-0.903659
0.284907;-3.85008e-06;5.41927e-07;2.52312e-06;1.50688e-06;0.191382;2.31536;-0.665309
0.280988;-3.18803e-06;8.0224e-07;2.23847e-06;1.24907e-06;0.599232;2.04279;-0.793257
0.276763;-3.49495e-06;1.02958e-06;2.2737e-06;1.34774e-06;0.133821;1.67787;-1.10588
0.272336;-3.57284e-06;4.39539e-07;2.27845e-06;1.41659e-06;-0.424498;1.79169;-1.18824
0.267688;-3.35429e-06;6.12447e-07;1.98959e-06;1.34984e-06;-1.86786;1.95086;-1.24088
0.262841;-3.24103e-06;7.84132e-07;1.88824e-06;1.34957e-06;-2.0398;1.9593;-1.30591
0.257702;-3.20752e-06;8.95547e-07;1.89904e-06;1.41752e-06;-2.06465;1.81869;-1.42816
0.25224;-3.10913e-06;5.90275e-07;1.84173e-06;1.336e-06;-1.78659;1.7985;-1.36133
0.246428;-6.57847e-06;1.05605e-06;3.48596e-06;2.5188e-06;-1.09879;2.13912;-0.982422
0.240422;-6.53773e-06;1.13884e-06;3.37397e-06;2.495e-06;-1.08491;2.12878;-0.989359
0.234334;-5.42954e-06;1.03435e-06;2.85274e-06;2.14705e-06;-1.43171;1.95392;-1.16943
0.228093;-5.92928e-06;1.17091e-06;3.08584e-06;2.27792e-06;-1.46993;2.38521;-0.844751
0.221801;-6.20198e-06;1.40092e-06;3.4603e-06;2.41056e-06;-1.70443;2.58234;-0.74515
0.215273;-6.09401e-06;1.21876e-06;3.22336e-06;2.3537e-06;-1.30716;2.53822;-0.723264
0.208492;-6.24024e-06;1.11241e-06;3.28684e-06;2.44745e-06;-0.933981;2.48499;-0.687095
0.201384;-5.73849e-06;1.24222e-06;2.97016e-06;2.27824e-06;-0.870424;2.60764;-0.581969
0.193939;-5.31596e-06;1.41533e-06;2.70329e-06;2.15028e-06;-0.872255;2.74975;-0.481493
0.186144;-5.45646e-06;1.34918e-06;2.82314e-06;2.21807e-06;-0.720987;2.69434;-0.477254
0.178083;-2.57934e-06;6.51852e-07;1.29865e-06;1.11115e-06;-0.569905;2.71302;-0.475169
0.182513;-5.44617e-06;1.26601e-06;2.50735e-06;2.0963e-06;-0.88823;2.41353;-0.695498
0.221942;-6.48472e-06;1.23134e-06;3.42347e-06;2.29098e-06;-1.08233;2.24314;-0.802088
0.260915;-6.91306e-06;1.83024e-06;3.32976e-06;2.33338e-06;-1.21512;2.13042;-0.991964
0.297349;-6.47356e-06;1.39643e-06;3.495e-06;2.15904e-06;-0.932709;2.05463;-0.949758
0.33166;-6.6279e-06;1.5568e-06;3.51992e-06;2.19654e-06;-0.860021;2.05078;-0.92657
0.36455;-6.80986e-06;1.71947e-06;3.60038e-06;2.19729e-06;-0.904838;2.01983;-0.972254
0.396487;-7.2911e-06;1.19322e-06;4.58487e-06;2.45518e-06;-0.592649;1.95423;-1.00775
0.42787;-7.77609e-06;1.17534e-06;4.83003e-06;2.63977e-06;-1.0076;2.02072;-1.02726
0.459255;-7.59627e-06;1.16488e-06;4.83557e-06;2.54769e-06;-0.656979;1.98283;-1.00538
0.489853;-7.05842e-06;1.30326e-06;4.36724e-06;2.23427e-06;-0.762167;1.9967;-0.976287
0.50555;-4.1868e-06;9.26e-07;2.72134e-06;1.10367e-06;-0.836903;1.91392;-1.13085
0.48737;-2.72155e-06;5.79499e-07;1.96923e-06;7.29173e-07;-0.0391056;1.99321;-0.931075
0.465158;-2.14777e-06;9.47442e-07;2.13439e-06;6.27048e-07;0.833623;1.79428;-0.932059
0.443343;-2.0583e-06;7.33154e-07;1.86156e-06;6.41315e-07;0.743621;1.82538;-0.923423
0.422419;-1.484e-06;9.24546e-07;2.02144e-06;5.12486e-07;1.64922;1.88772;-1.02378
0.40226;-1.514e-06;8.32807e-07;1.80759e-06;5.35206e-07;1.32573;1.8251;-0.935795
0.382935;-1.39978e-06;6.28601e-07;1.20995e-06;4.5788e-07;0.647557;1.79489;-0.828671
0.364572;-1.18727e-06;7.76154e-07;1.17802e-06;4.07074e-07;0.770809;1.69213;-0.814383
0.34703;-1.23852e-06;1.20579e-07;1.04457e-06;4.48165e-07;1.2306;1.86171;-1.17849
0.331541;-1.23081e-06;2.83125e-07;1.00533e-06;4.55178e-07;0.477171;1.66373;-1.20889
0.322049;-6.59729e-07;1.11651e-06;1.47276e-06;3.24765e-07;1.57429;1.73741;-1.05389
0.318009;-9.76441e-07;5.9741e-07;1.28337e-06;3.98361e-07;1.46645;1.70453;-1.19807
0.317948;-1.0065e-06;5.25278e-07;1.29865e-06;4.19682e-07;1.67638;1.73143;-1.29083
0.319891;-8.19941e-07;5.89316e-07;1.14975e-06;3.5643e-07;2.52491;1.99019;-1.42435
0.323562;-1.2913e-06;2.21403e-07;8.2313e-07;4.43775e-07;-1.65939;1.97089;-1.19253
0.328716;-1.04257e-06;3.43782e-07;8.79483e-07;4.02076e-07;-2.77496;1.98555;-1.45373
0.334926;-1.17268e-06;6.6945e-07;8.14247e-07;4.48265e-07;-2.4212;2.13852;-1.50394
0.341733;-1.29549e-06;4.18634e-07;8.60839e-07;4.60255e-07;-2.19821;2.03792;-1.37203
0.348763;-1.25266e-06;3.77738e-07;8.84911e-07;4.36567e-07;-2.25442;1.97515;-1.3865
0.355671;-9.23666e-07;8.15671e-07;1.20303e-06;3.77456e-07;3.04222;2.17317;-1.45903
0.362116;-1.20592e-06;5.31458e-07;9.33588e-07;4.32625e-07;-2.54101;2.08577;-1.40398
0.367876;-1.42702e-06;5.12037e-07;6.89261e-07;4.55913e-07;-1.5321;2.07546;-1.18315
0.372721;-1.19721e-06;1.04809e-07;8.96893e-07;3.89701e-07;-2.15951;2.05411;-1.11598
0.376527;-1.17608e-06;4.69174e-07;1.12813e-06;4.05012e-07;0.874765;1.74596;-1.07997
0.379307;-8.54628e-07;8.43188e-07;1.34357e-06;3.18585e-07;1.30102;1.68053;-1.12833
0.381154;-7.76213e-07;8.26153e-07;1.37573e-06;3.15785e-07;1.74036;1.85128;-1.17334
0.382113;-7.37435e-07;1.14247e-06;1.5737e-06;3.20092e-07;1.57497;1.77832;-1.06429
0.38226;-6.57046e-07;1.05025e-06;1.52957e-06;3.12838e-07;1.74945;1.76052;-1.30774
0.381708;-7.08505e-07;1.06621e-06;1.39308e-06;3.12871e-07;1.38996;1.69865;-0.998361
0.380639;-1.04291e-06;6.78269e-07;1.13172e-06;4.00372e-07;0.951255;1.67073;-1.01026
0.379238;-1.25537e-06;4.91636e-07;1.20985e-06;4.66686e-07;0.83851;1.65566;-1.16677
0.377595;-1.084e-06;6.88472e-07;1.3729e-06;4.55053e-07;1.24542;1.63787;-1.21956
0.375827;-9.8272e-07;5.05725e-07;1.20068e-06;4.16833e-07;1.67917;1.82127;-1.18146
0.374033;-1.3866e-06;3.4026e-07;9.83526e-07;4.94924e-07;0.124873;1.72127;-1.09613
0.372309;-1.38944e-06;1.00801e-07;1.04403e-06;5.25006e-07;-1.42463;1.7442;-1.31101
0.370668;-1.25698e-06;1.18846e-07;1.052e-06;4.7517e-07;-2.75143;1.77874;-1.34406
0.369171;-1.53221e-06;7.22904e-07;7.94659e-07;5.4913e-07;-1.98983;2.0887;-1.34901
0.367912;-1.69151e-06;6.7293e-07;8.54052e-07;5.85036e-07;-1.78077;1.99112;-1.29963
0.366858;-1.54239e-06;1.14338e-06;9.39729e-07;5.75178e-07;-2.31851;2.32001;-1.47293
0.365828;-1.37557e-06;6.77689e-07;9.41428e-07;4.83964e-07;-2.33213;2.08931;-1.44573
0.364681;-1.6016e-06;8.40628e-07;7.13144e-07;5.05366e-07;-1.80462;2.23933;-1.31184
0.363342;-1.68839e-06;9.68028e-07;7.99118e-07;5.45006e-07;-1.93126;2.1384;-1.39542
0.36176;-2.05733e-06;1.28281e-06;6.32835e-07;6.50201e-07;-1.5568;1.83951;-1.39905
0.35993;-1.54133e-06;6.29826e-07;8.94844e-07;5.01822e-07;-1.97174;2.01001;-1.33612
0.35786;-1.80371e-06;8.03165e-07;7.01821e-07;5.40549e-07;-1.37599;2.16858;-1.1341
0.355634;-1.72893e-06;6.73374e-07;7.80755e-07;5.33244e-07;-1.45342;2.093;-1.21159
0.35335;-1.59967e-06;4.74252e-07;8.52832e-07;5.09112e-07;-1.00318;1.79533;-1.23999
0.350984;-1.56008e-06;6.14719e-07;8.6692e-07;4.94484e-07;-0.22428;1.69766;-1.03801
0.34861;-1.56835e-06;6.24058e-07;9.3372e-07;5.01092e-07;-0.0528283;1.7306;-0.963261
0.346399;-1.61902e-06;4.6504e-07;8.57527e-07;5.28975e-07;-0.58679;1.86835;-1.07994
0.344471;-1.34663e-06;2.71601e-07;9.08623e-07;4.76712e-07;-0.0982464;1.77128;-1.1496
