Interferometric Phase;PTI;R1;R2;R3;System_Phase_1;System_Phase_2;System_Phase_3
-2.40918;-4.05579e-06;1.41775e-06;1.93034e-06;1.02217e-06;2.17485;-0.953718;1.91935
-2.41024;-3.86148e-06;1.36865e-06;2.00203e-06;1.17718e-06;2.10301;-0.813173;1.31884
-2.41106;-3.8544e-06;1.37004e-06;1.99079e-06;1.01162e-06;2.17306;-0.820136;1.47215
-2.4116;-3.84507e-06;1.3814e-06;2.04981e-06;1.00094e-06;2.13288;-0.835819;1.36389
-2.41185;-3.76868e-06;1.36681e-06;2.00506e-06;8.05959e-07;2.1255;-0.928192;1.56348
-2.41187;-3.89025e-06;1.38253e-06;1.80148e-06;9.92829e-07;2.14853;-0.97127;2.02077
-2.41164;-4.0852e-06;1.43432e-06;1.55942e-06;1.48502e-06;2.26059;-1.06761;2.50754
-2.41113;-4.05026e-06;1.45023e-06;1.68889e-06;1.52301e-06;2.26667;-1.19607;2.76211
-2.41043;-4.00899e-06;1.43683e-06;1.70553e-06;1.25345e-06;2.20897;-1.11293;2.51902
-2.40956;-4.16955e-06;1.46882e-06;1.61966e-06;1.38009e-06;2.16217;-0.914399;2.06787
-2.40853;-4.32485e-06;1.50204e-06;1.45287e-06;1.67811e-06;2.1907;-0.973151;2.2437
-2.40739;-4.53765e-06;1.55674e-06;1.37685e-06;1.93986e-06;2.1842;-1.04871;2.27558
-2.40624;-4.55285e-06;1.56618e-06;1.42502e-06;1.92183e-06;2.14075;-1.13985;2.29081
-2.40524;-4.68826e-06;1.58249e-06;1.24573e-06;2.34748e-06;2.17778;-1.28228;2.4439
-2.40449;-4.94972e-06;1.65588e-06;1.19529e-06;2.60244e-06;2.206;-1.27222;2.43786
-2.40408;-4.76111e-06;1.62714e-06;1.44216e-06;2.43491e-06;2.24352;-1.37283;2.64703
-2.40408;-4.29601e-06;1.52753e-06;1.62416e-06;1.56615e-06;2.1744;-1.18849;2.47787
-2.40455;-4.32832e-06;1.52898e-06;1.64904e-06;1.64156e-06;2.21315;-1.18022;2.58692
-2.40544;-4.5309e-06;1.558e-06;1.43147e-06;1.87239e-06;2.17736;-1.06244;2.25334
-2.40674;-4.35088e-06;1.52912e-06;1.5383e-06;1.62806e-06;2.19621;-1.11845;2.3116
-2.40847;-4.3085e-06;1.51131e-06;1.48385e-06;1.62809e-06;2.16829;-1.07374;2.1413
-2.41064;-4.00778e-06;1.4326e-06;1.7274e-06;1.16522e-06;2.19833;-1.09059;2.32457
-2.41323;-4.3169e-06;1.50019e-06;1.51999e-06;1.63413e-06;2.2571;-1.01902;2.32339
-2.41619;-4.1348e-06;1.46266e-06;1.70401e-06;1.27884e-06;2.2412;-1.0003;2.27062
-2.41943;-3.63108e-06;1.34046e-06;1.94169e-06;6.5851e-07;2.21256;-1.05578;2.47396
-2.42286;-3.44655e-06;1.29381e-06;2.04197e-06;3.71907e-07;2.18844;-1.01732;2.08461
-2.42636;-3.84273e-06;1.36519e-06;1.88687e-06;9.33704e-07;2.22921;-1.05785;2.46364
-2.42987;-3.83539e-06;1.34264e-06;1.81191e-06;9.84882e-07;2.18456;-0.987931;2.00119
-2.43335;-3.9478e-06;1.35893e-06;1.71378e-06;1.20439e-06;2.22393;-1.04896;2.33055
-2.43676;-3.99086e-06;1.36586e-06;1.64618e-06;1.3732e-06;2.25611;-1.09515;2.46709
-2.44008;-3.62421e-06;1.29815e-06;1.98185e-06;1.25355e-06;2.32059;-1.20963;3.13049
-2.4433;-3.71953e-06;1.32508e-06;1.90502e-06;1.15142e-06;2.3049;-1.12225;2.93647
-2.44645;-3.51476e-06;1.25817e-06;1.9508e-06;8.70524e-07;2.24405;-1.14257;2.92938
-2.44959;-3.7048e-06;1.25871e-06;1.78782e-06;1.01372e-06;2.25834;-1.03396;2.4694
-2.45283;-3.96425e-06;1.32357e-06;1.60192e-06;1.50895e-06;2.32561;-1.06929;2.56871
-2.45625;-4.10881e-06;1.33739e-06;1.52459e-06;1.67291e-06;2.32216;-1.01352;2.46063
-2.45999;-4.19028e-06;1.34303e-06;1.5336e-06;1.7163e-06;2.28444;-1.04376;2.38519
-2.46407;-4.49936e-06;1.4033e-06;1.32731e-06;2.1538e-06;2.24195;-0.988126;2.24345
-2.4685;-4.2539e-06;1.35205e-06;1.49297e-06;1.77726e-06;2.26458;-0.918871;2.24444
-2.47331;-4.26014e-06;1.3319e-06;1.45328e-06;1.8428e-06;2.23742;-0.898673;2.21692
-2.4785;-4.38566e-06;1.33288e-06;1.41121e-06;2.11877e-06;2.17414;-0.736446;1.9026
-2.484;-4.38337e-06;1.32248e-06;1.44137e-06;2.15056e-06;2.15738;-0.735615;1.82785
-2.48973;-4.29874e-06;1.29258e-06;1.54511e-06;1.94563e-06;2.19764;-0.738757;1.88451
-2.4956;-4.11644e-06;1.26154e-06;1.60406e-06;1.66555e-06;2.20065;-0.817368;1.95511
-2.50154;-4.06032e-06;1.24081e-06;1.70701e-06;1.86295e-06;2.11981;-0.655747;1.5735
-2.50739;-3.99043e-06;1.24667e-06;1.78825e-06;1.54444e-06;2.10948;-0.783492;1.64697
-2.51301;-3.90642e-06;1.22848e-06;1.83463e-06;1.47805e-06;2.1246;-0.764426;1.57788
-2.51833;-3.67986e-06;1.17679e-06;2.0158e-06;1.11367e-06;2.18516;-0.758518;1.47665
-2.52334;-3.74525e-06;1.16488e-06;1.99451e-06;1.30374e-06;2.1357;-0.760277;1.43004
-2.52801;-3.48175e-06;1.09772e-06;2.20195e-06;1.10952e-06;2.11081;-0.79518;1.0957
-2.53234;-3.53952e-06;1.09928e-06;2.16064e-06;1.21579e-06;2.11231;-0.724502;1.17281
-2.5363;-3.27258e-06;1.04173e-06;2.3231e-06;8.65958e-07;2.08726;-0.803288;0.879215
-2.53986;-3.11581e-06;1.00322e-06;2.51851e-06;4.44297e-07;2.12858;-0.899656;0.354659
-2.543;-3.0422e-06;1.01024e-06;2.74718e-06;1.09731e-06;2.05559;-0.794407;0.232164
-2.54566;-3.21035e-06;1.03799e-06;2.57181e-06;2.771e-07;2.13754;-0.925576;0.265431
-2.54785;-3.16081e-06;9.9246e-07;2.5927e-06;9.2716e-07;2.09273;-0.783151;0.501801
-2.54959;-3.03055e-06;9.55389e-07;2.70919e-06;5.61417e-07;2.16366;-0.858055;-0.0394219
-2.55088;-3.22965e-06;9.99732e-07;2.58249e-06;2.9481e-07;2.13154;-0.934701;0.462355
-2.55182;-3.05599e-06;9.73559e-07;2.67968e-06;4.01427e-07;2.18979;-1.06216;-1.777
-2.55248;-3.30877e-06;1.0189e-06;2.50152e-06;1.58636e-07;2.19244;-1.002;2.9235
-2.55289;-3.01023e-06;9.65838e-07;2.7233e-06;5.43528e-07;2.21548;-1.06782;-1.81799
-2.5531;-3.27448e-06;9.98279e-07;2.48137e-06;4.50919e-07;2.27426;-1.04924;-2.84875
-2.55312;-3.3091e-06;1.01157e-06;2.36702e-06;2.85764e-07;2.22113;-1.01349;2.59165
-2.55293;-3.47315e-06;1.02664e-06;2.19184e-06;9.79641e-07;2.27329;-1.17991;2.99412
-2.55254;-3.26669e-06;9.75993e-07;2.24743e-06;5.2514e-07;2.27604;-1.06632;2.9143
-2.55192;-3.24038e-06;9.94305e-07;2.27543e-06;6.18099e-07;2.32309;-1.08423;-3.09339
-2.55104;-3.57266e-06;1.05224e-06;2.01876e-06;8.68032e-07;2.21855;-1.03154;2.31628
-2.54991;-3.33598e-06;9.8035e-07;2.21996e-06;4.70393e-07;2.20209;-1.02144;2.2862
-2.54847;-3.41551e-06;1.0023e-06;2.11687e-06;7.24448e-07;2.21322;-0.874322;1.65212
-2.54665;-3.27645e-06;9.85818e-07;2.23591e-06;4.05389e-07;2.22473;-0.919999;1.75779
-2.54439;-3.59452e-06;1.07715e-06;2.03647e-06;8.75414e-07;2.29419;-1.01128;2.45003
-2.54176;-3.56305e-06;1.07782e-06;1.97361e-06;9.40393e-07;2.27278;-1.0782;2.53088
-2.53886;-3.53762e-06;1.06967e-06;1.85747e-06;1.06323e-06;2.28004;-1.113;2.55567
-2.53581;-3.54144e-06;1.08993e-06;1.81911e-06;1.25404e-06;2.337;-1.18652;2.75758
-2.53264;-3.64384e-06;1.10578e-06;1.80697e-06;1.44252e-06;2.30808;-1.24493;2.78822
-2.52948;-3.69644e-06;1.11689e-06;1.85294e-06;1.55289e-06;2.2895;-1.29567;2.85188
-2.52645;-3.71461e-06;1.14257e-06;1.79375e-06;1.46054e-06;2.31031;-1.23375;2.75188
-2.5237;-3.7782e-06;1.17027e-06;1.65269e-06;1.41444e-06;2.31113;-1.08152;2.49803
-2.52131;-4.06226e-06;1.23209e-06;1.58663e-06;1.75104e-06;2.27518;-1.13787;2.48852
-2.51924;-4.4605e-06;1.31425e-06;1.30297e-06;2.26684e-06;2.22276;-0.922211;2.08087
-2.51745;-4.44359e-06;1.3272e-06;1.35934e-06;2.22111e-06;2.19586;-0.840668;1.9601
-2.51586;-4.61929e-06;1.37588e-06;1.33011e-06;2.49952e-06;2.1845;-0.657577;1.86929
-2.51438;-4.66059e-06;1.3892e-06;1.38332e-06;2.42756e-06;2.21587;-0.682077;1.93369
-2.51306;-4.57877e-06;1.37196e-06;1.56954e-06;2.38665e-06;2.16554;-0.572346;1.72643
-2.51203;-4.51855e-06;1.35913e-06;1.62087e-06;2.54338e-06;2.11665;-0.500759;1.57005
-2.51145;-4.68172e-06;1.40395e-06;1.41094e-06;2.68403e-06;2.12808;-0.569455;1.6933
-2.51139;-4.27122e-06;1.29304e-06;1.68476e-06;2.23722e-06;2.11195;-0.579605;1.52395
-2.51178;-4.25441e-06;1.29399e-06;1.63405e-06;1.9674e-06;2.15985;-0.705925;1.70116
-2.51257;-4.04669e-06;1.23886e-06;1.7319e-06;1.66542e-06;2.14997;-0.78942;1.67085
-2.51378;-3.75041e-06;1.18303e-06;1.85577e-06;1.0649e-06;2.20348;-0.964284;2.04847
-2.51539;-3.53953e-06;1.12268e-06;2.06291e-06;6.99389e-07;2.23896;-0.990526;2.36287
-2.5174;-3.43823e-06;1.10355e-06;2.19915e-06;6.14178e-07;2.28838;-1.02673;2.86464
-2.51975;-3.40105e-06;1.09247e-06;2.21442e-06;4.17798e-07;2.2393;-0.920166;2.00812
-2.52235;-3.51233e-06;1.10654e-06;2.08154e-06;6.94574e-07;2.20248;-0.922284;1.81453
-2.52507;-3.43651e-06;1.09362e-06;2.29032e-06;4.36678e-07;2.23585;-0.910142;1.63691
-2.52771;-3.34006e-06;1.07423e-06;2.36696e-06;2.71471e-07;2.25807;-0.886173;1.53711
-2.53013;-3.50903e-06;1.11359e-06;2.19228e-06;6.53735e-07;2.3097;-0.978099;2.74586
-2.53224;-3.52382e-06;1.10835e-06;2.07263e-06;7.70406e-07;2.31195;-0.969963;2.63131
-2.53394;-3.33614e-06;1.06017e-06;2.30857e-06;3.171e-07;2.27742;-0.907053;1.75253
-2.53518;-3.38097e-06;1.05088e-06;2.35418e-06;3.54096e-07;2.24819;-0.906993;1.6105
-2.53597;-3.52333e-06;1.07933e-06;2.20249e-06;7.45553e-07;2.22441;-0.842669;1.50204
-2.53632;-3.41047e-06;1.06635e-06;2.24773e-06;6.22755e-07;2.22168;-0.889817;1.34406
-2.53613;-3.48383e-06;1.09303e-06;2.29259e-06;6.18481e-07;2.21731;-0.914797;1.36522
-2.53534;-3.31446e-06;1.07654e-06;2.40295e-06;2.09453e-07;2.27327;-0.931428;1.42891
-2.53386;-3.75995e-06;1.18679e-06;1.95949e-06;1.07211e-06;2.3065;-1.06635;2.54104
-2.53166;-3.8467e-06;1.17689e-06;1.92143e-06;1.13539e-06;2.25423;-0.919531;1.98018
-2.52875;-3.74253e-06;1.16245e-06;2.03713e-06;1.12453e-06;2.19734;-0.850085;1.52652
-2.52522;-3.7694e-06;1.15651e-06;2.07128e-06;1.62796e-06;2.08874;-0.722412;1.21409
-2.52127;-3.77571e-06;1.16751e-06;1.94211e-06;1.52377e-06;2.14065;-0.691466;1.37827
-2.51714;-3.84568e-06;1.19432e-06;1.90059e-06;1.69438e-06;2.14196;-0.640647;1.37236
-2.51303;-3.73252e-06;1.17612e-06;1.97397e-06;1.56065e-06;2.11927;-0.670636;1.28648
-2.50915;-3.70626e-06;1.17707e-06;1.90755e-06;1.34434e-06;2.0989;-0.784449;1.41637
-2.50569;-3.75949e-06;1.16604e-06;1.67932e-06;1.40194e-06;2.1416;-0.814207;1.72446
-2.50279;-3.63786e-06;1.14225e-06;1.78609e-06;1.30763e-06;2.10978;-0.806699;1.53274
-2.5005;-3.25927e-06;1.07087e-06;2.24956e-06;1.21545e-06;2.0705;-0.756473;0.821059
-2.49883;-3.41293e-06;1.10775e-06;2.10767e-06;9.5675e-07;2.10682;-0.820068;1.1684
-2.49773;-3.62396e-06;1.16142e-06;1.85786e-06;1.15036e-06;2.13351;-0.813327;1.55575
-2.49717;-3.54919e-06;1.16716e-06;1.87954e-06;8.25361e-07;2.23573;-0.99544;2.20354
-2.497;-3.59815e-06;1.19093e-06;1.97612e-06;7.66288e-07;2.2538;-0.992836;2.30222
-2.49704;-3.44287e-06;1.17484e-06;2.05558e-06;5.36291e-07;2.19422;-0.964942;1.92307
-2.49717;-3.49493e-06;1.17105e-06;1.94505e-06;7.34401e-07;2.19583;-0.933592;1.81934
-2.49729;-3.78847e-06;1.22589e-06;1.73487e-06;1.26441e-06;2.19127;-0.805016;1.79991
-2.49741;-3.68558e-06;1.20428e-06;1.90215e-06;1.24833e-06;2.16291;-0.717682;1.46359
-2.4976;-3.79019e-06;1.22948e-06;1.92354e-06;1.14014e-06;2.18053;-0.796066;1.65434
-2.49793;-3.93657e-06;1.26366e-06;1.7246e-06;1.36558e-06;2.1775;-0.825836;1.88067
-2.49848;-3.95923e-06;1.2565e-06;1.50903e-06;1.5556e-06;2.21056;-0.893399;2.08219
-2.4993;-3.76113e-06;1.20325e-06;1.83808e-06;1.10484e-06;2.1986;-0.87435;1.88158
-2.50241;-3.87648e-06;1.20682e-06;1.81699e-06;1.29077e-06;2.18963;-0.808626;1.82554
-2.50896;-3.69554e-06;1.15718e-06;1.99603e-06;1.10672e-06;2.1539;-0.801911;1.54012
-2.51875;-3.7579e-06;1.14509e-06;1.92242e-06;1.0417e-06;2.20397;-0.939313;2.09766
-2.53145;-3.78277e-06;1.13909e-06;2.025e-06;9.84563e-07;2.22864;-0.981646;2.26127
-2.54675;-3.45521e-06;1.03404e-06;2.27518e-06;5.95889e-07;2.26465;-1.05031;2.74572
-2.56433;-3.66768e-06;1.04132e-06;2.0564e-06;1.07278e-06;2.2381;-1.10906;2.62058
-2.58389;-3.89751e-06;1.06741e-06;1.91174e-06;1.42548e-06;2.21202;-1.13382;2.49997
-2.60529;-3.82726e-06;1.02958e-06;1.84457e-06;1.42412e-06;2.27914;-0.99231;2.48849
-2.62845;-3.89216e-06;1.0249e-06;2.41419e-06;9.21278e-07;2.08257;-1.02019;1.81069
-2.65337;-4.06552e-06;1.02949e-06;2.33133e-06;1.19925e-06;2.0551;-1.1791;2.11116
-2.67798;-3.99193e-06;1.00256e-06;2.52839e-06;9.75035e-07;2.00619;-1.17404;1.95877
-2.70097;-4.45454e-06;1.05916e-06;2.52296e-06;1.7485e-06;1.92118;-1.49034;2.2916
-2.72235;-4.22088e-06;1.03177e-06;2.91648e-06;1.49655e-06;1.77644;-1.65574;2.16175
-2.74224;-4.27358e-06;9.86562e-07;2.48789e-06;1.77968e-06;1.79428;-1.56523;2.03398
-2.7607;-4.18504e-06;9.62346e-07;2.58935e-06;1.61577e-06;1.76436;-1.55449;2.00096
-2.77774;-4.06993e-06;9.10878e-07;2.73332e-06;1.30497e-06;1.77863;-1.478;1.93095
-2.79327;-3.8249e-06;8.18104e-07;2.6172e-06;1.20692e-06;1.74753;-1.39734;1.71472
-2.80721;-3.79398e-06;8.10846e-07;2.7149e-06;1.30302e-06;1.64583;-1.58113;1.91531
-2.81947;-3.17743e-06;6.20496e-07;2.53213e-06;1.06889e-06;1.77072;-1.65367;2.58589
-2.83002;-3.14486e-06;5.69634e-07;2.37761e-06;1.13825e-06;1.83982;-1.59626;2.66925
-2.83878;-3.16874e-06;5.58893e-07;2.2425e-06;1.5134e-06;1.79458;-1.73849;2.62602
-2.8459;-2.93009e-06;4.79667e-07;1.80403e-06;1.30762e-06;1.96588;-1.53341;2.55429
-2.85139;-3.06461e-06;4.89123e-07;1.54729e-06;1.31041e-06;2.27261;-1.01716;2.36279
-2.85542;-2.92353e-06;4.58307e-07;1.29685e-06;1.60736e-06;2.15238;-1.41209;2.43928
-2.85826;-3.00899e-06;4.83515e-07;9.67247e-07;1.85213e-06;2.08573;-1.26614;2.17431
-2.86024;-2.95991e-06;4.83041e-07;9.05376e-07;1.94904e-06;2.09455;-1.48229;2.26586
-2.86167;-2.99822e-06;4.77898e-07;8.4863e-07;2.16748e-06;2.14533;-1.67325;2.35453
-2.86276;-3.01044e-06;5.04172e-07;1.08167e-06;1.80306e-06;2.21713;-1.34578;2.40481
-2.86351;-3.24844e-06;5.37574e-07;9.79685e-07;2.22994e-06;2.22231;-1.50985;2.44395
-2.8638;-3.14855e-06;5.29281e-07;1.0288e-06;2.26904e-06;2.24039;-1.70705;2.51768
-2.86358;-3.11221e-06;5.09533e-07;9.17466e-07;2.25002e-06;2.26812;-1.63106;2.47244
-2.86279;-3.11373e-06;5.14856e-07;8.38897e-07;2.17559e-06;2.23568;-1.45231;2.4009
-2.86163;-3.13535e-06;5.1263e-07;8.11925e-07;2.20799e-06;2.22854;-1.41962;2.3901
-2.86015;-3.12968e-06;5.29187e-07;1.30068e-06;1.75182e-06;2.23929;-1.30898;2.52662
-2.8584;-3.14787e-06;5.23715e-07;1.3759e-06;1.77451e-06;2.2762;-1.31205;2.61478
-2.85636;-3.13527e-06;5.08211e-07;1.35572e-06;1.75286e-06;2.21464;-1.34419;2.53488
-2.85406;-3.19291e-06;5.30714e-07;1.40335e-06;1.6995e-06;2.14894;-1.36973;2.4162
-2.8515;-3.21462e-06;5.2808e-07;1.06785e-06;1.97342e-06;2.11734;-1.34579;2.23378
-2.84888;-3.29188e-06;5.34341e-07;8.91032e-07;2.14509e-06;2.14821;-1.06656;2.12672
-2.8463;-3.35889e-06;5.59748e-07;6.66602e-07;2.42152e-06;2.12256;-0.811133;2.09322
-2.84381;-3.28047e-06;5.53914e-07;9.22355e-07;2.1104e-06;2.18016;-0.714937;2.06043
-2.84141;-3.23617e-06;5.39247e-07;7.68496e-07;2.21327e-06;2.15391;-0.827233;2.06885
-2.8391;-3.65808e-06;6.15281e-07;7.80463e-07;2.57363e-06;2.22679;-0.993891;2.20645
-2.81539;-2.95857e-06;4.58676e-07;8.852e-07;2.27375e-06;2.52332;0.00338494;2.23737
-2.77519;-3.38684e-06;6.72822e-07;1.03514e-06;2.23058e-06;2.49283;-0.353426;2.31608
-2.7353;-3.10706e-06;6.66329e-07;1.25678e-06;1.72961e-06;2.49928;-0.400347;2.3373
-2.69657;-2.81036e-06;6.51164e-07;1.6053e-06;1.08945e-06;2.45666;-0.408847;2.25626
-2.65863;-2.89988e-06;7.31677e-07;1.54229e-06;1.18796e-06;2.47287;-0.542398;2.60368
-2.62084;-2.70996e-06;7.4563e-07;1.89372e-06;5.30226e-07;2.42146;-0.587921;2.58165
-2.58279;-2.64292e-06;7.90277e-07;2.33098e-06;2.25601e-07;2.39457;-0.581182;0.376689
-2.54428;-2.92737e-06;9.04061e-07;2.1866e-06;2.38335e-07;2.3808;-0.645131;2.42563
-2.50527;-2.8654e-06;9.42996e-07;2.52826e-06;2.09118e-07;2.38336;-0.621023;-0.681688
-2.46596;-2.08854e-06;8.22495e-07;2.464e-06;9.18852e-07;2.36136;-0.664725;-0.944486
-2.44711;-2.52204e-06;9.57532e-07;2.57211e-06;8.04748e-07;2.24036;-0.964079;-0.99734
-2.44497;-2.3092e-06;8.19578e-07;1.90577e-06;2.37801e-07;2.18434;-0.957697;-0.79158
-2.44375;-2.03509e-06;7.57717e-07;2.06643e-06;6.49134e-07;2.17985;-0.926785;-0.728158
-2.44213;-2.24021e-06;7.98505e-07;1.67843e-06;1.49708e-07;2.19519;-1.02812;-2.17506
-2.44022;-1.74238e-06;6.57332e-07;1.76274e-06;5.38466e-07;2.18765;-1.00307;-0.990458
-2.43853;-2.06732e-06;7.03041e-07;1.2086e-06;3.20617e-07;2.17065;-1.02884;2.17948
-2.43748;-2.04943e-06;6.70739e-07;8.8116e-07;8.72707e-07;2.1964;-1.36673;2.73248
-2.43734;-1.93409e-06;6.45777e-07;6.9289e-07;8.93716e-07;2.13575;-1.44708;2.53522
-2.43813;-1.83015e-06;6.08491e-07;5.80381e-07;1.07912e-06;2.13882;-1.82193;2.56038
-2.4396;-2.0228e-06;6.38104e-07;3.37337e-07;1.45901e-06;2.09732;-2.22394;2.28235
-2.44123;-2.05685e-06;6.49474e-07;3.29686e-08;1.63443e-06;1.94354;-1.69247;1.86324
-2.44283;-1.43952e-06;5.41898e-07;3.95768e-07;7.84237e-07;1.85565;-1.38823;1.64643
-2.44455;-1.56876e-06;6.04695e-07;4.00189e-07;9.56679e-07;1.75998;-1.57372;1.61677
-2.44655;-1.62702e-06;5.78944e-07;3.55066e-07;1.08702e-06;1.75485;-1.79417;1.7488
-2.44896;-1.94169e-06;6.77921e-07;1.59147e-07;1.61966e-06;1.72126;-2.21386;1.68985
-2.4517;-1.51812e-06;5.63695e-07;4.61354e-07;9.0757e-07;1.6987;-1.5085;1.56766
-2.45469;-1.40685e-06;5.59299e-07;5.50205e-07;1.05744e-06;1.61049;-0.999976;1.08486
-2.45782;-1.164e-06;5.21489e-07;6.46227e-07;8.74885e-07;1.52287;-1.10944;0.833147
-2.46084;-9.09128e-07;4.76468e-07;9.10086e-07;5.64853e-07;1.45517;-1.32916;0.201673
-2.46344;-9.09419e-07;4.60837e-07;9.77223e-07;4.58161e-07;1.52507;-1.37605;-0.0288065
-2.4654;-9.62222e-07;4.49726e-07;1.09925e-06;3.22892e-07;1.63278;-1.46032;-0.562119
-2.46662;-9.929e-07;4.50118e-07;1.12728e-06;3.48809e-07;1.70641;-1.40188;-0.683183
-2.46704;-1.39322e-06;4.70913e-07;7.57459e-07;7.09007e-07;2.03098;-1.79979;2.84561
-2.4666;-1.19626e-06;4.43956e-07;7.8485e-07;2.35211e-07;1.90796;-1.5125;2.63888
-2.46521;-1.2096e-06;4.34251e-07;6.86473e-07;2.93756e-07;1.908;-1.4509;2.21692
-2.46282;-1.18682e-06;4.72416e-07;6.64071e-07;5.03896e-07;1.71969;-1.18244;1.0372
-2.45939;-1.31756e-06;4.80516e-07;6.40404e-07;4.15242e-07;1.84586;-1.40245;1.87801
-2.45506;-1.08657e-06;4.00905e-07;7.61661e-07;1.2691e-07;1.92265;-1.22802;1.05604
-2.45009;-1.08489e-06;3.86588e-07;5.78521e-07;2.7534e-07;1.89756;-1.35497;1.98509
-2.44478;-1.08496e-06;4.12016e-07;6.31425e-07;5.77499e-07;1.70613;-0.979312;0.895693
-2.43939;-1.21445e-06;4.7535e-07;4.71012e-07;8.07612e-07;1.6367;-0.910528;1.15419
-2.43412;-1.08556e-06;4.26293e-07;4.7931e-07;1.01476e-06;1.59537;-0.502113;0.974082
-2.42916;-8.30443e-07;4.22818e-07;7.13091e-07;1.09747e-06;1.40303;-0.666901;0.504515
-2.42466;-5.93757e-07;4.21879e-07;9.69873e-07;1.40338e-06;1.28697;-0.683478;0.177205
-2.42076;-3.89567e-07;3.75253e-07;1.08863e-06;1.34787e-06;1.23259;-0.868081;-0.126551
-2.41765;-5.79607e-07;3.68599e-07;9.30718e-07;1.01905e-06;1.39985;-0.894015;-0.00232009
-2.41555;-1.82655e-07;2.65491e-07;1.09191e-06;1.03522e-06;1.31901;-1.25329;-0.786022
-2.41456;-5.48121e-07;3.57223e-07;9.08414e-07;7.5248e-07;1.43502;-1.1365;-0.260333
-2.4147;-1.05662e-06;4.33843e-07;6.90962e-07;4.3148e-07;1.73114;-1.12812;0.736945
-2.41588;-8.66545e-07;3.64483e-07;8.30552e-07;3.29079e-07;1.93167;-1.49944;-2.14872
-2.41797;-1.00997e-06;3.82579e-07;8.32957e-07;7.20537e-07;2.08432;-1.77874;-2.75313
-2.4208;-1.37036e-06;4.85466e-07;6.65766e-07;6.55802e-07;1.91929;-1.79848;2.69163
-2.42427;-1.50819e-06;5.2354e-07;5.38025e-07;6.65899e-07;1.93815;-1.53499;2.14281
-2.42826;-1.85392e-06;5.78815e-07;5.98712e-07;1.44584e-06;2.14813;-2.29271;2.63897
-2.43268;-2.19314e-06;6.60839e-07;5.10365e-07;1.86811e-06;2.05206;-2.72912;2.40214
-2.43732;-2.12549e-06;6.38409e-07;7.07692e-07;1.87394e-06;2.10361;-2.5702;2.60337
-2.44199;-2.44984e-06;7.21027e-07;2.40109e-07;2.07878e-06;1.94596;-3.07356;2.06025
-2.44645;-2.49137e-06;7.23586e-07;3.24777e-07;2.11956e-06;2.02921;-2.97469;2.19379
-2.45052;-2.32988e-06;7.21913e-07;1.73184e-07;1.77249e-06;1.91116;-2.02486;1.96922
-2.45418;-2.44684e-06;7.63825e-07;7.08196e-08;2.08294e-06;1.79626;-0.373981;1.71363
-2.45743;-2.32501e-06;7.02212e-07;1.3086e-07;1.92713e-06;1.81053;-0.640601;1.71193
-2.4603;-2.14389e-06;6.33279e-07;1.69928e-07;1.61478e-06;1.89687;-1.38676;1.89826
-2.46269;-2.31372e-06;6.41967e-07;3.09167e-07;2.00304e-06;1.90955;-2.89659;2.14121
-2.46453;-2.35934e-06;6.84981e-07;9.57999e-08;2.11667e-06;1.79496;0.893863;1.7573
-2.46577;-2.19701e-06;6.16062e-07;2.66844e-07;1.85713e-06;1.80778;-0.217458;1.63645
-2.46641;-1.87323e-06;5.54221e-07;4.84912e-07;1.69162e-06;1.74206;-0.117131;1.37849
-2.46643;-1.80118e-06;5.14824e-07;2.90901e-07;1.37822e-06;1.77534;-0.780743;1.63525
-2.46588;-1.66711e-06;5.23999e-07;3.4535e-07;1.30472e-06;1.62683;-0.935577;1.48284
-2.46486;-1.41694e-06;4.50704e-07;4.87246e-07;1.26501e-06;1.54849;-0.628702;1.1849
-2.46349;-1.59323e-06;4.48956e-07;3.91485e-07;1.06827e-06;1.84163;-0.858308;1.61417
-2.46186;-1.2153e-06;4.35259e-07;6.80868e-07;1.3841e-06;1.54308;-0.393766;0.872771
-2.46005;-1.17984e-06;4.19124e-07;6.92808e-07;1.1525e-06;1.59708;-0.624834;0.82669
-2.45814;-1.0562e-06;3.85357e-07;7.35714e-07;9.01275e-07;1.68293;-0.827973;0.672873
-2.4561;-6.79975e-07;2.63819e-07;9.32673e-07;4.35475e-07;1.88756;-1.22743;-0.644224
-2.45394;-5.20393e-07;2.61615e-07;1.07253e-06;6.92594e-07;1.92161;-1.31408;-1.08961
-2.45172;-6.96122e-07;3.10889e-07;1.06267e-06;5.19544e-07;1.89782;-1.47305;-1.4569
-2.44951;-6.2373e-07;3.0516e-07;1.10846e-06;6.29654e-07;1.81284;-1.41645;-1.30744
-2.44735;-5.35078e-07;2.54171e-07;1.03137e-06;6.25626e-07;1.85979;-1.32989;-1.14205
-2.44523;-5.1623e-07;2.51609e-07;9.7839e-07;6.07565e-07;1.85119;-1.40433;-1.39491
-2.44319;-4.50171e-07;2.36044e-07;1.04469e-06;6.92807e-07;1.65901;-1.34979;-1.19077
-2.44127;-4.03855e-07;2.38611e-07;1.31651e-06;1.10108e-06;1.83198;-1.53099;-1.62087
-2.43955;-6.73423e-07;3.25744e-07;1.0999e-06;5.58179e-07;1.6542;-1.38364;-1.1563
-2.43818;-4.87646e-07;3.26866e-07;1.2015e-06;9.01899e-07;1.44003;-1.21509;-0.722761
