0,1.13457e-05
1,1.39276e-05
2,1.60704e-05
3,1.17676e-05
4,9.27805e-06
5,7.66874e-06
6,6.53535e-06
7,5.59272e-06
8,4.80253e-06
9,4.14446e-06
10,3.61676e-06
11,3.1701e-06
12,2.79871e-06
13,2.42677e-06
14,2.16282e-06
15,1.92104e-06
16,1.71378e-06
17,1.52171e-06
18,1.35723e-06
19,1.21251e-06
20,1.06899e-06
21,9.42446e-07
22,8.25605e-07
23,7.42394e-07
24,6.2777e-07
25,5.24897e-07
26,4.26211e-07
27,3.38775e-07
28,2.45404e-07
29,1.59474e-07
30,8.43704e-08
31,1.28574e-08
32,-5.10298e-08
33,-1.05705e-07
34,-1.59231e-07
35,-2.05282e-07
36,-2.46902e-07
37,-2.89548e-07
38,-3.23902e-07
39,-3.5846e-07
40,-3.89587e-07
41,-4.17441e-07
42,-4.44242e-07
43,-4.68137e-07
44,-4.88513e-07
45,-5.09364e-07
46,-5.30477e-07
47,-5.44272e-07
48,-5.57655e-07
49,-5.67404e-07
50,-5.76627e-07
51,-5.88896e-07
52,-6.01664e-07
53,-6.11685e-07
54,-6.23916e-07
55,-6.36482e-07
56,-6.46525e-07
57,-6.61162e-07
58,-6.73119e-07
59,-6.83232e-07
60,-6.94936e-07
61,-7.0367e-07
62,-7.10626e-07
63,-7.18846e-07
64,-7.23331e-07
65,-7.28982e-07
66,-7.34122e-07
67,-7.40198e-07
68,-7.45671e-07
69,-7.53263e-07
70,-7.60977e-07
71,-7.70503e-07
72,-7.82455e-07
73,-7.94224e-07
74,-8.07764e-07
75,-8.2047e-07
76,-8.32458e-07
77,-8.42464e-07
78,-8.53677e-07
79,-8.63928e-07
80,-8.74251e-07
81,-8.82402e-07
82,-8.89205e-07
83,-8.9703e-07
84,-9.02884e-07
85,-9.08089e-07
86,-9.16799e-07
87,-9.2512e-07
88,-9.34662e-07
89,-9.43381e-07
90,-9.48025e-07
91,-9.52737e-07
92,-9.57851e-07
93,-9.60472e-07
94,-9.6441e-07
95,-9.69088e-07
96,-9.72632e-07
97,-9.7635e-07
98,-9.78342e-07
99,-9.83079e-07
100,-9.90224e-07
101,-9.96289e-07
102,-1.00162e-06
103,-1.00927e-06
104,-1.01726e-06
105,-1.02526e-06
106,-1.03138e-06
107,-1.03652e-06
108,-1.04213e-06
109,-1.04814e-06
110,-1.05414e-06
111,-1.06134e-06
112,-1.06781e-06
113,-1.07282e-06
114,-1.07728e-06
115,-1.0812e-06
116,-1.08544e-06
117,-1.09179e-06
118,-1.09688e-06
119,-1.10105e-06
120,-1.10552e-06
121,-1.10885e-06
122,-1.11452e-06
123,-1.11934e-06
124,-1.12531e-06
125,-1.13017e-06
126,-1.13425e-06
127,-1.13683e-06
128,-1.13923e-06
129,-1.1416e-06
130,-1.14315e-06
131,-1.14655e-06
132,-1.14771e-06
133,-1.14996e-06
134,-1.15096e-06
135,-1.15278e-06
136,-1.15202e-06
137,-1.15094e-06
138,-1.15071e-06
139,-1.15017e-06
140,-1.15081e-06
141,-1.14969e-06
142,-1.15003e-06
143,-1.15004e-06
144,-1.15059e-06
145,-1.15032e-06
146,-1.15031e-06
147,-1.15032e-06
148,-1.15062e-06
149,-1.15113e-06
150,-1.15086e-06
151,-1.15201e-06
152,-1.15238e-06
153,-1.15425e-06
154,-1.15548e-06
155,-1.15741e-06
156,-1.15863e-06
157,-1.15997e-06
158,-1.16142e-06
159,-1.16268e-06
160,-1.16453e-06
161,-1.16534e-06
162,-1.16589e-06
163,-1.16595e-06
164,-1.16547e-06
165,-1.16541e-06
166,-1.16605e-06
167,-1.16643e-06
168,-1.1672e-06
169,-1.16755e-06
